Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2019/20

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel elever (%) behöriga till yrkesprogram;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;Andel elever (%) ej behöriga;
Klippan;1276;Skåne län;12;Samtliga;Samtliga;172;72,7;69,8;66,9;64,0;27,3;
Klippan;1276;Skåne län;12;Kommunal;Samtliga;172;72,7;69,8;66,9;64,0;27,3;
Knivsta;0330;Uppsala län;03;Samtliga;Samtliga;241;87,1;86,7;84,6;85,1;12,9;
Knivsta;0330;Uppsala län;03;Kommunal;Samtliga;230;87,0;86,5;84,3;84,8;13,0;
Knivsta;0330;Uppsala län;03;Enskild;Samtliga;11;~100;~100;~100;~100;..;
Kramfors;2282;Västernorrlands län;22;Samtliga;Samtliga;226;71,7;70,8;69,9;69,9;28,3;
Kramfors;2282;Västernorrlands län;22;Kommunal;Samtliga;226;71,7;70,8;69,9;69,9;28,3;
Kristianstad;1290;Skåne län;12;Samtliga;Samtliga;973;79,3;78,4;77,0;75,1;20,7;
Kristianstad;1290;Skåne län;12;Kommunal;Samtliga;862;78,3;77,3;75,8;74,0;21,7;
Kristianstad;1290;Skåne län;12;Enskild;Samtliga;111;87,4;87,4;86,5;83,8;12,6;
Kristinehamn;1781;Värmlands län;17;Samtliga;Samtliga;233;76,4;75,1;73,4;69,1;23,6;
Kristinehamn;1781;Värmlands län;17;Kommunal;Samtliga;233;76,4;75,1;73,4;69,1;23,6;
Krokom;2309;Jämtlands län;23;Samtliga;Samtliga;206;90,3;89,8;88,8;86,9;9,7;
Krokom;2309;Jämtlands län;23;Kommunal;Samtliga;206;90,3;89,8;88,8;86,9;9,7;
Kumla;1881;Örebro län;18;Samtliga;Samtliga;250;88,0;84,4;83,2;79,6;12,0;
Kumla;1881;Örebro län;18;Kommunal;Samtliga;250;88,0;84,4;83,2;79,6;12,0;
Kungsbacka;1384;Hallands län;13;Samtliga;Samtliga;1 164;93,0;92,1;92,0;90,7;7,0;
Kungsbacka;1384;Hallands län;13;Kommunal;Samtliga;1 040;92,5;91,5;91,4;90,0;7,5;
Kungsbacka;1384;Hallands län;13;Enskild;Samtliga;124;~100;~100;~100;~100;..;
Kungsör;1960;Västmanlands län;19;Samtliga;Samtliga;116;67,2;64,7;58,6;56,9;32,8;
Kungsör;1960;Västmanlands län;19;Kommunal;Samtliga;116;67,2;64,7;58,6;56,9;32,8;
Kungälv;1482;Västra Götalands län;14;Samtliga;Samtliga;557;87,8;87,3;85,3;86,4;12,2;
Kungälv;1482;Västra Götalands län;14;Kommunal;Samtliga;457;86,7;86,2;83,8;85,3;13,3;
Kungälv;1482;Västra Götalands län;14;Enskild;Samtliga;100;93,0;92,0;92,0;91,0;..;
Kävlinge;1261;Skåne län;12;Samtliga;Samtliga;414;93,0;91,8;89,6;89,9;7,0;
Kävlinge;1261;Skåne län;12;Kommunal;Samtliga;348;92,2;91,1;89,4;88,8;7,8;
Kävlinge;1261;Skåne län;12;Enskild;Samtliga;66;~100;~100;90,9;~100;..;
Köping;1983;Västmanlands län;19;Samtliga;Samtliga;297;86,5;83,8;82,2;70,4;13,5;
Köping;1983;Västmanlands län;19;Kommunal;Samtliga;297;86,5;83,8;82,2;70,4;13,5;
Laholm;1381;Hallands län;13;Samtliga;Samtliga;282;81,2;80,5;77,7;77,0;18,8;
Laholm;1381;Hallands län;13;Kommunal;Samtliga;282;81,2;80,5;77,7;77,0;18,8;
Landskrona;1282;Skåne län;12;Samtliga;Samtliga;507;87,6;86,4;84,6;82,1;12,4;
Landskrona;1282;Skåne län;12;Kommunal;Samtliga;327;83,8;83,2;81,7;78,9;16,2;
Landskrona;1282;Skåne län;12;Enskild;Samtliga;180;94,4;92,2;90,0;87,8;5,6;
Laxå;1860;Örebro län;18;Samtliga;Samtliga;75;61,3;60,0;60,0;56,0;38,7;
Laxå;1860;Örebro län;18;Kommunal;Samtliga;75;61,3;60,0;60,0;56,0;38,7;
Lekeberg;1814;Örebro län;18;Samtliga;Samtliga;71;85,9;85,9;83,1;83,1;14,1;
Lekeberg;1814;Örebro län;18;Kommunal;Samtliga;71;85,9;85,9;83,1;83,1;14,1;
Leksand;2029;Dalarnas län;20;Samtliga;Samtliga;186;87,1;87,1;86,0;86,0;12,9;
Leksand;2029;Dalarnas län;20;Kommunal;Samtliga;160;85,6;85,6;84,4;84,4;14,4;
Leksand;2029;Dalarnas län;20;Enskild;Samtliga;26;~100;~100;~100;~100;..;
Lerum;1441;Västra Götalands län;14;Samtliga;Samtliga;613;89,1;87,1;85,6;85,2;10,9;
Lerum;1441;Västra Götalands län;14;Kommunal;Samtliga;585;88,7;86,7;85,1;84,6;11,3;
Lerum;1441;Västra Götalands län;14;Enskild;Samtliga;28;~100;~100;~100;~100;..;
Lessebo;0761;Kronobergs län;07;Samtliga;Samtliga;122;62,3;60,7;57,4;45,9;37,7;
Lessebo;0761;Kronobergs län;07;Kommunal;Samtliga;122;62,3;60,7;57,4;45,9;37,7;
Lidingö;0186;Stockholms län;01;Samtliga;Samtliga;662;95,9;95,3;94,4;92,9;4,1;
Lidingö;0186;Stockholms län;01;Kommunal;Samtliga;489;95,3;94,7;93,7;92,0;4,7;
Lidingö;0186;Stockholms län;01;Enskild;Samtliga;173;~100;97,1;96,5;95,4;..;
Lidköping;1494;Västra Götalands län;14;Samtliga;Samtliga;454;84,4;84,4;83,5;81,9;15,6;
Lidköping;1494;Västra Götalands län;14;Kommunal;Samtliga;418;83,5;83,5;82,5;80,9;16,5;
Lidköping;1494;Västra Götalands län;14;Enskild;Samtliga;36;~100;~100;~100;~100;..;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;Samtliga;119;80,7;79,0;79,0;78,2;19,3;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;Samtliga;110;80,0;78,2;78,2;77,3;20,0;
Lilla Edet;1462;Västra Götalands län;14;Enskild;Samtliga;..;..;..;..;..;..;
Lindesberg;1885;Örebro län;18;Samtliga;Samtliga;254;77,2;75,2;74,0;72,0;22,8;
Lindesberg;1885;Örebro län;18;Kommunal;Samtliga;254;77,2;75,2;74,0;72,0;22,8;
Linköping;0580;Östergötlands län;05;Samtliga;Samtliga;1 775;84,6;82,9;81,4;77,6;15,4;
Linköping;0580;Östergötlands län;05;Kommunal;Samtliga;1 320;82,8;81,2;79,5;75,6;17,2;
Linköping;0580;Östergötlands län;05;Enskild;Samtliga;455;89,7;87,9;86,8;83,3;10,3;
Ljungby;0781;Kronobergs län;07;Samtliga;Samtliga;344;82,6;82,0;80,5;79,9;17,4;
Ljungby;0781;Kronobergs län;07;Kommunal;Samtliga;324;83,3;82,7;81,2;80,6;16,7;
Ljungby;0781;Kronobergs län;07;Enskild;Samtliga;20;70,0;70,0;70,0;70,0;..;
Ljusdal;2161;Gävleborgs län;21;Samtliga;Samtliga;219;78,1;75,8;69,4;73,1;21,9;
Ljusdal;2161;Gävleborgs län;21;Kommunal;Samtliga;180;76,7;74,4;72,2;71,7;23,3;
Ljusdal;2161;Gävleborgs län;21;Enskild;Samtliga;39;84,6;82,1;56,4;79,5;..;
Ljusnarsberg;1864;Örebro län;18;Samtliga;Samtliga;42;81,0;78,6;73,8;71,4;..;
Ljusnarsberg;1864;Örebro län;18;Kommunal;Samtliga;42;81,0;78,6;73,8;71,4;..;
Lomma;1262;Skåne län;12;Samtliga;Samtliga;409;96,1;95,1;95,1;93,9;3,9;
Lomma;1262;Skåne län;12;Kommunal;Samtliga;390;95,9;94,9;94,9;93,6;4,1;
Lomma;1262;Skåne län;12;Enskild;Samtliga;19;100,0;100,0;100,0;100,0;.;
Ludvika;2085;Dalarnas län;20;Samtliga;Samtliga;273;86,8;84,6;83,5;76,6;13,2;
Ludvika;2085;Dalarnas län;20;Kommunal;Samtliga;273;86,8;84,6;83,5;76,6;13,2;
Luleå;2580;Norrbottens län;25;Samtliga;Samtliga;773;88,5;88,0;86,7;85,3;11,5;
Luleå;2580;Norrbottens län;25;Kommunal;Samtliga;673;88,0;87,4;85,9;85,0;12,0;
Luleå;2580;Norrbottens län;25;Enskild;Samtliga;100;92,0;92,0;92,0;87,0;..;
Lund;1281;Skåne län;12;Samtliga;Samtliga;1 538;91,2;90,8;90,2;89,3;8,8;
Lund;1281;Skåne län;12;Kommunal;Samtliga;1 183;89,4;89,0;88,5;87,5;10,6;
Lund;1281;Skåne län;12;Enskild;Samtliga;355;96,9;96,6;95,8;94,9;3,1;
Lycksele;2481;Västerbottens län;24;Samtliga;Samtliga;102;81,4;81,4;81,4;80,4;18,6;
Lycksele;2481;Västerbottens län;24;Kommunal;Samtliga;102;81,4;81,4;81,4;80,4;18,6;
Lysekil;1484;Västra Götalands län;14;Samtliga;Samtliga;159;82,4;79,9;76,7;74,8;17,6;
Lysekil;1484;Västra Götalands län;14;Kommunal;Samtliga;159;82,4;79,9;76,7;74,8;17,6;
Malmö;1280;Skåne län;12;Samtliga;Samtliga;3 197;80,8;79,9;78,3;77,7;19,2;
Malmö;1280;Skåne län;12;Kommunal;Samtliga;2 581;77,8;76,9;75,1;74,5;22,2;
Malmö;1280;Skåne län;12;Enskild;Samtliga;616;94,2;93,5;92,6;91,9;5,8;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;Samtliga;95;87,4;87,4;86,3;86,3;12,6;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;Samtliga;95;87,4;87,4;86,3;86,3;12,6;
Malå;2418;Västerbottens län;24;Samtliga;Samtliga;48;83,3;81,3;72,9;79,2;..;
Malå;2418;Västerbottens län;24;Kommunal;Samtliga;48;83,3;81,3;72,9;79,2;..;
Mariestad;1493;Västra Götalands län;14;Samtliga;Samtliga;268;85,1;84,0;83,2;82,5;14,9;
Mariestad;1493;Västra Götalands län;14;Kommunal;Samtliga;204;81,9;80,9;79,9;78,9;18,1;
Mariestad;1493;Västra Götalands län;14;Enskild;Samtliga;64;~100;~100;~100;~100;..;
Mark;1463;Västra Götalands län;14;Samtliga;Samtliga;424;80,2;79,2;78,1;77,4;19,8;
Mark;1463;Västra Götalands län;14;Kommunal;Samtliga;394;78,9;77,9;76,6;75,9;21,1;
Mark;1463;Västra Götalands län;14;Enskild;Samtliga;30;~100;~100;~100;~100;..;
Markaryd;0767;Kronobergs län;07;Samtliga;Samtliga;135;76,3;75,6;71,9;71,9;23,7;
Markaryd;0767;Kronobergs län;07;Kommunal;Samtliga;135;76,3;75,6;71,9;71,9;23,7;
Mellerud;1461;Västra Götalands län;14;Samtliga;Samtliga;89;78,7;75,3;75,3;67,4;21,3;
Mellerud;1461;Västra Götalands län;14;Kommunal;Samtliga;89;78,7;75,3;75,3;67,4;21,3;
Mjölby;0586;Östergötlands län;05;Samtliga;Samtliga;296;83,8;83,1;78,4;77,7;16,2;
Mjölby;0586;Östergötlands län;05;Kommunal;Samtliga;296;83,8;83,1;78,4;77,7;16,2;
Mora;2062;Dalarnas län;20;Samtliga;Samtliga;214;84,1;82,2;79,9;79,0;15,9;
Mora;2062;Dalarnas län;20;Kommunal;Samtliga;214;84,1;82,2;79,9;79,0;15,9;
Motala;0583;Östergötlands län;05;Samtliga;Samtliga;487;81,3;79,9;78,4;78,2;18,7;
Motala;0583;Östergötlands län;05;Kommunal;Samtliga;413;78,9;77,7;77,2;76,3;21,1;
Motala;0583;Östergötlands län;05;Enskild;Samtliga;74;~100;91,9;85,1;89,2;..;
Mullsjö;0642;Jönköpings län;06;Samtliga;Samtliga;69;88,4;88,4;84,1;85,5;..;
Mullsjö;0642;Jönköpings län;06;Kommunal;Samtliga;69;88,4;88,4;84,1;85,5;..;
Munkedal;1430;Västra Götalands län;14;Samtliga;Samtliga;118;78,0;73,7;66,9;59,3;22,0;
Munkedal;1430;Västra Götalands län;14;Kommunal;Samtliga;118;78,0;73,7;66,9;59,3;22,0;
Munkfors;1762;Värmlands län;17;Samtliga;Samtliga;43;83,7;81,4;76,7;74,4;..;
Munkfors;1762;Värmlands län;17;Kommunal;Samtliga;43;83,7;81,4;76,7;74,4;..;
Mölndal;1481;Västra Götalands län;14;Samtliga;Samtliga;719;88,6;87,2;86,5;85,5;11,4;
Mölndal;1481;Västra Götalands län;14;Kommunal;Samtliga;641;88,0;86,4;85,8;84,6;12,0;
Mölndal;1481;Västra Götalands län;14;Enskild;Samtliga;78;93,6;93,6;92,3;93,6;..;
Mönsterås;0861;Kalmar län;08;Samtliga;Samtliga;141;75,2;73,8;71,6;70,2;24,8;
Mönsterås;0861;Kalmar län;08;Kommunal;Samtliga;141;75,2;73,8;71,6;70,2;24,8;
Mörbylånga;0840;Kalmar län;08;Samtliga;Samtliga;151;91,4;89,4;88,7;89,4;8,6;
Mörbylånga;0840;Kalmar län;08;Kommunal;Samtliga;106;89,6;86,8;85,8;86,8;10,4;
Mörbylånga;0840;Kalmar län;08;Enskild;Samtliga;45;~100;~100;~100;~100;..;
Nacka;0182;Stockholms län;01;Samtliga;Samtliga;1 491;95,5;94,8;94,2;93,8;4,5;
Nacka;0182;Stockholms län;01;Kommunal;Samtliga;1 006;94,9;93,8;93,2;92,5;5,1;
Nacka;0182;Stockholms län;01;Enskild;Samtliga;485;96,7;96,7;96,3;96,3;3,3;
Nora;1884;Örebro län;18;Samtliga;Samtliga;116;84,5;80,2;80,2;76,7;15,5;
Nora;1884;Örebro län;18;Kommunal;Samtliga;116;84,5;80,2;80,2;76,7;15,5;
Norberg;1962;Västmanlands län;19;Samtliga;Samtliga;82;68,3;63,4;59,8;62,2;31,7;
Norberg;1962;Västmanlands län;19;Kommunal;Samtliga;82;68,3;63,4;59,8;62,2;31,7;
Nordanstig;2132;Gävleborgs län;21;Samtliga;Samtliga;73;84,9;82,2;82,2;80,8;15,1;
Nordanstig;2132;Gävleborgs län;21;Kommunal;Samtliga;66;84,8;81,8;81,8;80,3;15,2;
Nordanstig;2132;Gävleborgs län;21;Enskild;Samtliga;..;..;..;..;..;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;Samtliga;77;83,1;79,2;79,2;70,1;16,9;
Nordmaling;2401;Västerbottens län;24;Kommunal;Samtliga;77;83,1;79,2;79,2;70,1;16,9;
Norrköping;0581;Östergötlands län;05;Samtliga;Samtliga;1 660;82,9;82,2;80,7;79,9;17,1;
Norrköping;0581;Östergötlands län;05;Kommunal;Samtliga;1 173;82,3;81,3;79,5;78,9;17,7;
Norrköping;0581;Östergötlands län;05;Enskild;Samtliga;487;84,4;84,2;83,6;82,5;15,6;
Norrtälje;0188;Stockholms län;01;Samtliga;Samtliga;604;85,1;83,1;82,0;79,6;14,9;
Norrtälje;0188;Stockholms län;01;Kommunal;Samtliga;491;82,9;80,9;80,0;77,4;17,1;
Norrtälje;0188;Stockholms län;01;Enskild;Samtliga;113;94,7;92,9;90,3;89,4;..;
Norsjö;2417;Västerbottens län;24;Samtliga;Samtliga;44;~100;~100;~100;~100;..;
Norsjö;2417;Västerbottens län;24;Kommunal;Samtliga;44;~100;~100;~100;~100;..;
Nybro;0881;Kalmar län;08;Samtliga;Samtliga;217;81,6;79,3;77,9;73,3;18,4;
Nybro;0881;Kalmar län;08;Kommunal;Samtliga;217;81,6;79,3;77,9;73,3;18,4;
Nykvarn;0140;Stockholms län;01;Samtliga;Samtliga;154;95,5;95,5;94,8;94,2;..;
Nykvarn;0140;Stockholms län;01;Kommunal;Samtliga;154;95,5;95,5;94,8;94,2;..;
Nyköping;0480;Södermanlands län;04;Samtliga;Samtliga;692;85,4;82,9;81,1;79,2;14,6;
Nyköping;0480;Södermanlands län;04;Kommunal;Samtliga;464;83,2;80,2;77,8;75,9;16,8;
Nyköping;0480;Södermanlands län;04;Enskild;Samtliga;228;89,9;88,6;87,7;86,0;10,1;
Nynäshamn;0192;Stockholms län;01;Samtliga;Samtliga;171;83,0;83,0;80,7;82,5;17,0;
Nynäshamn;0192;Stockholms län;01;Kommunal;Samtliga;171;83,0;83,0;80,7;82,5;17,0;
Nässjö;0682;Jönköpings län;06;Samtliga;Samtliga;375;79,7;78,7;76,8;73,6;20,3;
Nässjö;0682;Jönköpings län;06;Kommunal;Samtliga;375;79,7;78,7;76,8;73,6;20,3;
Ockelbo;2101;Gävleborgs län;21;Samtliga;Samtliga;58;81,0;81,0;81,0;79,3;19,0;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Samtliga;58;81,0;81,0;81,0;79,3;19,0;
Olofström;1060;Blekinge län;10;Samtliga;Samtliga;151;80,1;80,1;78,8;79,5;19,9;
Olofström;1060;Blekinge län;10;Kommunal;Samtliga;151;80,1;80,1;78,8;79,5;19,9;
Orsa;2034;Dalarnas län;20;Samtliga;Samtliga;77;87,0;84,4;77,9;84,4;13,0;
Orsa;2034;Dalarnas län;20;Kommunal;Samtliga;77;87,0;84,4;77,9;84,4;13,0;
Orust;1421;Västra Götalands län;14;Samtliga;Samtliga;145;89,0;86,9;84,8;86,9;11,0;
Orust;1421;Västra Götalands län;14;Kommunal;Samtliga;140;89,3;87,1;85,0;87,1;10,7;
Orust;1421;Västra Götalands län;14;Enskild;Samtliga;..;..;..;..;..;..;
Osby;1273;Skåne län;12;Samtliga;Samtliga;136;77,2;77,2;76,5;72,1;22,8;
Osby;1273;Skåne län;12;Kommunal;Samtliga;136;77,2;77,2;76,5;72,1;22,8;
Oskarshamn;0882;Kalmar län;08;Samtliga;Samtliga;290;81,7;81,4;79,0;78,6;18,3;
Oskarshamn;0882;Kalmar län;08;Kommunal;Samtliga;290;81,7;81,4;79,0;78,6;18,3;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Samtliga;115;81,7;79,1;79,1;78,3;18,3;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Samtliga;115;81,7;79,1;79,1;78,3;18,3;
Oxelösund;0481;Södermanlands län;04;Samtliga;Samtliga;105;88,6;84,8;77,1;82,9;11,4;
Oxelösund;0481;Södermanlands län;04;Kommunal;Samtliga;105;88,6;84,8;77,1;82,9;11,4;
Pajala;2521;Norrbottens län;25;Samtliga;Samtliga;63;77,8;77,8;76,2;77,8;22,2;
Pajala;2521;Norrbottens län;25;Kommunal;Samtliga;55;78,2;78,2;76,4;78,2;21,8;
Pajala;2521;Norrbottens län;25;Enskild;Samtliga;..;..;..;..;..;..;
Partille;1402;Västra Götalands län;14;Samtliga;Samtliga;513;90,8;90,1;88,5;87,5;9,2;
Partille;1402;Västra Götalands län;14;Kommunal;Samtliga;493;90,5;89,7;88,0;87,0;9,5;
Partille;1402;Västra Götalands län;14;Enskild;Samtliga;20;100,0;100,0;100,0;100,0;.;
Perstorp;1275;Skåne län;12;Samtliga;Samtliga;77;74,0;72,7;66,2;66,2;26,0;
Perstorp;1275;Skåne län;12;Kommunal;Samtliga;77;74,0;72,7;66,2;66,2;26,0;
Piteå;2581;Norrbottens län;25;Samtliga;Samtliga;477;91,6;91,2;90,8;87,2;8,4;
Piteå;2581;Norrbottens län;25;Kommunal;Samtliga;477;91,6;91,2;90,8;87,2;8,4;
Ragunda;2303;Jämtlands län;23;Samtliga;Samtliga;50;88,0;88,0;82,0;86,0;..;
Ragunda;2303;Jämtlands län;23;Kommunal;Samtliga;50;88,0;88,0;82,0;86,0;..;
Robertsfors;2409;Västerbottens län;24;Samtliga;Samtliga;59;81,4;81,4;79,7;81,4;18,6;
Robertsfors;2409;Västerbottens län;24;Kommunal;Samtliga;59;81,4;81,4;79,7;81,4;18,6;
Ronneby;1081;Blekinge län;10;Samtliga;Samtliga;316;75,9;75,3;72,2;72,2;24,1;
Ronneby;1081;Blekinge län;10;Kommunal;Samtliga;266;74,4;73,7;69,9;69,9;25,6;
Ronneby;1081;Blekinge län;10;Enskild;Samtliga;50;84,0;84,0;84,0;84,0;..;
Rättvik;2031;Dalarnas län;20;Samtliga;Samtliga;122;95,9;95,1;91,8;86,1;..;
Rättvik;2031;Dalarnas län;20;Kommunal;Samtliga;122;95,9;95,1;91,8;86,1;..;
Sala;1981;Västmanlands län;19;Samtliga;Samtliga;215;84,7;82,3;77,7;78,6;15,3;
Sala;1981;Västmanlands län;19;Kommunal;Samtliga;215;84,7;82,3;77,7;78,6;15,3;
Salem;0128;Stockholms län;01;Samtliga;Samtliga;229;90,8;89,1;87,3;85,6;9,2;
Salem;0128;Stockholms län;01;Kommunal;Samtliga;210;91,4;91,0;89,0;87,1;8,6;
Salem;0128;Stockholms län;01;Enskild;Samtliga;19;~100;68,4;68,4;68,4;..;
Sandviken;2181;Gävleborgs län;21;Samtliga;Samtliga;436;76,8;76,1;73,2;72,9;23,2;
Sandviken;2181;Gävleborgs län;21;Kommunal;Samtliga;412;76,0;75,2;72,1;72,3;24,0;
Sandviken;2181;Gävleborgs län;21;Enskild;Samtliga;24;~100;~100;~100;~100;..;
Sigtuna;0191;Stockholms län;01;Samtliga;Samtliga;525;88,5;87,7;85,5;87,3;11,5;
Sigtuna;0191;Stockholms län;01;Kommunal;Samtliga;351;85,5;84,3;81,2;84,0;14,5;
Sigtuna;0191;Stockholms län;01;Enskild;Samtliga;174;95,9;95,9;95,9;95,2;..;
Simrishamn;1291;Skåne län;12;Samtliga;Samtliga;202;84,7;84,7;84,2;78,2;15,3;
Simrishamn;1291;Skåne län;12;Kommunal;Samtliga;151;82,8;82,8;82,8;74,8;17,2;
Simrishamn;1291;Skåne län;12;Enskild;Samtliga;51;90,2;90,2;88,2;88,2;..;
Sjöbo;1265;Skåne län;12;Samtliga;Samtliga;188;76,6;75,0;71,8;71,8;23,4;
Sjöbo;1265;Skåne län;12;Kommunal;Samtliga;178;75,8;74,7;71,9;72,5;24,2;
Sjöbo;1265;Skåne län;12;Enskild;Samtliga;10;..;..;..;..;..;
Skara;1495;Västra Götalands län;14;Samtliga;Samtliga;231;82,7;81,8;80,1;79,7;17,3;
Skara;1495;Västra Götalands län;14;Kommunal;Samtliga;195;81,5;80,5;78,5;78,5;18,5;
Skara;1495;Västra Götalands län;14;Enskild;Samtliga;36;~100;~100;~100;86,1;..;
Skellefteå;2482;Västerbottens län;24;Samtliga;Samtliga;829;85,5;84,7;83,4;83,1;14,5;
Skellefteå;2482;Västerbottens län;24;Kommunal;Samtliga;805;85,7;84,8;83,6;83,2;14,3;
Skellefteå;2482;Västerbottens län;24;Enskild;Samtliga;24;79,2;79,2;75,0;79,2;..;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;Samtliga;38;71,1;63,2;63,2;57,9;28,9;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;Samtliga;38;71,1;63,2;63,2;57,9;28,9;
Skurup;1264;Skåne län;12;Samtliga;Samtliga;154;76,6;75,3;69,5;72,7;23,4;
Skurup;1264;Skåne län;12;Kommunal;Samtliga;154;76,6;75,3;69,5;72,7;23,4;
Skövde;1496;Västra Götalands län;14;Samtliga;Samtliga;601;82,9;81,9;81,0;79,5;17,1;
Skövde;1496;Västra Götalands län;14;Kommunal;Samtliga;556;83,1;82,0;81,1;79,5;16,9;
Skövde;1496;Västra Götalands län;14;Enskild;Samtliga;45;80,0;80,0;80,0;80,0;..;
Smedjebacken;2061;Dalarnas län;20;Samtliga;Samtliga;109;90,8;87,2;85,3;81,7;9,2;
Smedjebacken;2061;Dalarnas län;20;Kommunal;Samtliga;109;90,8;87,2;85,3;81,7;9,2;
Sollefteå;2283;Västernorrlands län;22;Samtliga;Samtliga;186;82,3;81,2;80,6;80,1;17,7;
Sollefteå;2283;Västernorrlands län;22;Kommunal;Samtliga;186;82,3;81,2;80,6;80,1;17,7;
Sollentuna;0163;Stockholms län;01;Samtliga;Samtliga;1 123;91,3;90,9;90,2;89,8;8,7;
Sollentuna;0163;Stockholms län;01;Kommunal;Samtliga;826;91,3;90,9;90,3;90,2;8,7;
Sollentuna;0163;Stockholms län;01;Enskild;Samtliga;297;91,2;90,9;89,9;88,9;8,8;
Solna;0184;Stockholms län;01;Samtliga;Samtliga;493;86,2;84,4;82,6;79,7;13,8;
Solna;0184;Stockholms län;01;Kommunal;Samtliga;306;90,2;88,6;85,9;82,7;9,8;
Solna;0184;Stockholms län;01;Enskild;Samtliga;187;79,7;77,5;77,0;74,9;20,3;
Sorsele;2422;Västerbottens län;24;Samtliga;Samtliga;20;~100;~100;~100;~100;..;
Sorsele;2422;Västerbottens län;24;Kommunal;Samtliga;20;~100;~100;~100;~100;..;
Sotenäs;1427;Västra Götalands län;14;Samtliga;Samtliga;79;~100;87,3;79,7;81,0;..;
Sotenäs;1427;Västra Götalands län;14;Kommunal;Samtliga;79;~100;87,3;79,7;81,0;..;
Staffanstorp;1230;Skåne län;12;Samtliga;Samtliga;310;93,9;91,9;90,6;89,0;6,1;
Staffanstorp;1230;Skåne län;12;Kommunal;Samtliga;310;93,9;91,9;90,6;89,0;6,1;
Stenungsund;1415;Västra Götalands län;14;Samtliga;Samtliga;370;87,8;86,2;84,9;83,8;12,2;
Stenungsund;1415;Västra Götalands län;14;Kommunal;Samtliga;353;88,1;86,4;85,0;83,9;11,9;
Stenungsund;1415;Västra Götalands län;14;Enskild;Samtliga;17;~100;~100;~100;~100;..;
Stockholm;0180;Stockholms län;01;Samtliga;Samtliga;10 234;89,5;88,6;87,5;86,8;10,5;
Stockholm;0180;Stockholms län;01;Kommunal;Samtliga;6 235;87,8;86,8;85,8;85,1;12,2;
Stockholm;0180;Stockholms län;01;Enskild;Samtliga;3 999;92,4;91,5;90,1;89,6;7,6;
Storfors;1760;Värmlands län;17;Samtliga;Samtliga;71;~100;93,0;91,5;93,0;..;
Storfors;1760;Värmlands län;17;Kommunal;Samtliga;46;~100;~100;~100;~100;..;
Storfors;1760;Värmlands län;17;Enskild;Samtliga;25;~100;~100;~100;~100;..;
Storuman;2421;Västerbottens län;24;Samtliga;Samtliga;48;81,3;81,3;81,3;81,3;..;
Storuman;2421;Västerbottens län;24;Kommunal;Samtliga;48;81,3;81,3;81,3;81,3;..;
Strängnäs;0486;Södermanlands län;04;Samtliga;Samtliga;443;85,6;83,5;80,4;81,0;14,4;
Strängnäs;0486;Södermanlands län;04;Kommunal;Samtliga;249;79,1;76,7;73,1;72,7;20,9;
Strängnäs;0486;Södermanlands län;04;Enskild;Samtliga;194;93,8;92,3;89,7;91,8;6,2;
Strömstad;1486;Västra Götalands län;14;Samtliga;Samtliga;116;85,3;83,6;81,0;76,7;14,7;
Strömstad;1486;Västra Götalands län;14;Kommunal;Samtliga;116;85,3;83,6;81,0;76,7;14,7;
Strömsund;2313;Jämtlands län;23;Samtliga;Samtliga;120;84,2;81,7;76,7;78,3;15,8;
Strömsund;2313;Jämtlands län;23;Kommunal;Samtliga;120;84,2;81,7;76,7;78,3;15,8;
Sundbyberg;0183;Stockholms län;01;Samtliga;Samtliga;480;91,3;90,6;89,2;88,5;8,8;
Sundbyberg;0183;Stockholms län;01;Kommunal;Samtliga;195;82,1;81,5;79,0;77,4;17,9;
Sundbyberg;0183;Stockholms län;01;Enskild;Samtliga;285;97,5;96,8;96,1;96,1;..;
Sundsvall;2281;Västernorrlands län;22;Samtliga;Samtliga;1 209;85,3;84,0;82,9;80,6;14,7;
Sundsvall;2281;Västernorrlands län;22;Kommunal;Samtliga;833;79,5;78,0;77,1;73,6;20,5;
Sundsvall;2281;Västernorrlands län;22;Enskild;Samtliga;376;98,1;97,3;95,7;96,0;..;
