Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2019/20

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel elever (%) behöriga till yrkesprogram;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;Andel elever (%) ej behöriga;
Arvika;1784;Värmlands län;17;Kommunal;Samtliga;232;85,8;85,3;85,3;83,2;14,2;
Arvika;1784;Värmlands län;17;Enskild;Samtliga;51;~100;~100;~100;~100;..;
Askersund;1882;Örebro län;18;Samtliga;Samtliga;109;69,7;65,1;64,2;58,7;30,3;
Askersund;1882;Örebro län;18;Kommunal;Samtliga;109;69,7;65,1;64,2;58,7;30,3;
Avesta;2084;Dalarnas län;20;Samtliga;Samtliga;248;77,8;76,6;75,0;75,0;22,2;
Avesta;2084;Dalarnas län;20;Kommunal;Samtliga;248;77,8;76,6;75,0;75,0;22,2;
Bengtsfors;1460;Västra Götalands län;14;Samtliga;Samtliga;102;73,5;72,5;72,5;69,6;26,5;
Bengtsfors;1460;Västra Götalands län;14;Kommunal;Samtliga;102;73,5;72,5;72,5;69,6;26,5;
Berg;2326;Jämtlands län;23;Samtliga;Samtliga;92;79,3;79,3;78,3;78,3;20,7;
Berg;2326;Jämtlands län;23;Kommunal;Samtliga;92;79,3;79,3;78,3;78,3;20,7;
Bjurholm;2403;Västerbottens län;24;Samtliga;Samtliga;26;~100;~100;~100;~100;..;
Bjurholm;2403;Västerbottens län;24;Kommunal;Samtliga;26;~100;~100;~100;~100;..;
Bjuv;1260;Skåne län;12;Samtliga;Samtliga;198;83,8;82,8;77,3;76,8;16,2;
Bjuv;1260;Skåne län;12;Kommunal;Samtliga;198;83,8;82,8;77,3;76,8;16,2;
Boden;2582;Norrbottens län;25;Samtliga;Samtliga;322;88,2;87,0;85,7;80,4;11,8;
Boden;2582;Norrbottens län;25;Kommunal;Samtliga;230;86,1;85,2;83,5;78,7;13,9;
Boden;2582;Norrbottens län;25;Enskild;Samtliga;92;93,5;91,3;91,3;84,8;..;
Bollebygd;1443;Västra Götalands län;14;Samtliga;Samtliga;119;89,1;87,4;87,4;84,0;10,9;
Bollebygd;1443;Västra Götalands län;14;Kommunal;Samtliga;119;89,1;87,4;87,4;84,0;10,9;
Bollnäs;2183;Gävleborgs län;21;Samtliga;Samtliga;303;85,1;84,8;84,2;83,8;14,9;
Bollnäs;2183;Gävleborgs län;21;Kommunal;Samtliga;159;77,4;76,7;76,7;74,8;22,6;
Bollnäs;2183;Gävleborgs län;21;Enskild;Samtliga;144;93,8;93,8;92,4;93,8;..;
Borgholm;0885;Kalmar län;08;Samtliga;Samtliga;100;92,0;90,0;90,0;88,0;..;
Borgholm;0885;Kalmar län;08;Kommunal;Samtliga;100;92,0;90,0;90,0;88,0;..;
Borlänge;2081;Dalarnas län;20;Samtliga;Samtliga;674;79,1;76,6;73,6;72,1;20,9;
Borlänge;2081;Dalarnas län;20;Kommunal;Samtliga;567;77,6;74,6;71,4;70,5;22,4;
Borlänge;2081;Dalarnas län;20;Enskild;Samtliga;107;86,9;86,9;85,0;80,4;13,1;
Borås;1490;Västra Götalands län;14;Samtliga;Samtliga;1 249;86,4;85,8;83,7;82,2;13,6;
Borås;1490;Västra Götalands län;14;Kommunal;Samtliga;1 007;84,4;83,7;81,1;79,3;15,6;
Borås;1490;Västra Götalands län;14;Enskild;Samtliga;242;94,6;94,6;94,6;94,2;5,4;
Botkyrka;0127;Stockholms län;01;Samtliga;Samtliga;983;83,9;82,6;80,8;77,9;16,1;
Botkyrka;0127;Stockholms län;01;Kommunal;Samtliga;851;82,7;81,2;79,1;77,0;17,3;
Botkyrka;0127;Stockholms län;01;Enskild;Samtliga;132;91,7;91,7;91,7;84,1;8,3;
Boxholm;0560;Östergötlands län;05;Samtliga;Samtliga;45;~100;~100;88,9;88,9;..;
Boxholm;0560;Östergötlands län;05;Kommunal;Samtliga;45;~100;~100;88,9;88,9;..;
Bromölla;1272;Skåne län;12;Samtliga;Samtliga;149;78,5;75,2;72,5;71,1;21,5;
Bromölla;1272;Skåne län;12;Kommunal;Samtliga;149;78,5;75,2;72,5;71,1;21,5;
Bräcke;2305;Jämtlands län;23;Samtliga;Samtliga;67;86,6;83,6;79,1;70,1;..;
Bräcke;2305;Jämtlands län;23;Kommunal;Samtliga;67;86,6;83,6;79,1;70,1;..;
Burlöv;1231;Skåne län;12;Samtliga;Samtliga;160;79,4;76,9;75,0;73,8;20,6;
Burlöv;1231;Skåne län;12;Kommunal;Samtliga;160;79,4;76,9;75,0;73,8;20,6;
Båstad;1278;Skåne län;12;Samtliga;Samtliga;66;86,4;86,4;83,3;86,4;..;
Båstad;1278;Skåne län;12;Kommunal;Samtliga;66;86,4;86,4;83,3;86,4;..;
Dals-Ed;1438;Västra Götalands län;14;Samtliga;Samtliga;48;83,3;83,3;83,3;83,3;..;
Dals-Ed;1438;Västra Götalands län;14;Kommunal;Samtliga;48;83,3;83,3;83,3;83,3;..;
Danderyd;0162;Stockholms län;01;Samtliga;Samtliga;570;98,2;97,8;97,6;96,6;1,8;
Danderyd;0162;Stockholms län;01;Kommunal;Samtliga;363;97,2;96,7;96,4;95,6;2,8;
Danderyd;0162;Stockholms län;01;Enskild;Samtliga;207;100,0;100,0;100,0;~100;.;
Degerfors;1862;Örebro län;18;Samtliga;Samtliga;90;77,8;75,6;73,3;61,1;22,2;
Degerfors;1862;Örebro län;18;Kommunal;Samtliga;90;77,8;75,6;73,3;61,1;22,2;
Dorotea;2425;Västerbottens län;24;Samtliga;Samtliga;18;~100;~100;~100;~100;..;
Dorotea;2425;Västerbottens län;24;Kommunal;Samtliga;18;~100;~100;~100;~100;..;
Eda;1730;Värmlands län;17;Samtliga;Samtliga;77;77,9;74,0;71,4;67,5;22,1;
Eda;1730;Värmlands län;17;Kommunal;Samtliga;77;77,9;74,0;71,4;67,5;22,1;
Ekerö;0125;Stockholms län;01;Samtliga;Samtliga;372;92,5;90,3;90,1;87,9;7,5;
Ekerö;0125;Stockholms län;01;Kommunal;Samtliga;317;92,4;90,2;89,9;87,7;7,6;
Ekerö;0125;Stockholms län;01;Enskild;Samtliga;55;~100;90,9;90,9;89,1;..;
Eksjö;0686;Jönköpings län;06;Samtliga;Samtliga;195;77,9;76,4;75,4;71,8;22,1;
Eksjö;0686;Jönköpings län;06;Kommunal;Samtliga;185;81,1;79,5;78,9;75,7;18,9;
Eksjö;0686;Jönköpings län;06;Enskild;Samtliga;10;..;..;..;.;..;
Emmaboda;0862;Kalmar län;08;Samtliga;Samtliga;100;76,0;75,0;73,0;65,0;24,0;
Emmaboda;0862;Kalmar län;08;Kommunal;Samtliga;100;76,0;75,0;73,0;65,0;24,0;
Enköping;0381;Uppsala län;03;Samtliga;Samtliga;517;85,9;84,5;83,0;80,9;14,1;
Enköping;0381;Uppsala län;03;Kommunal;Samtliga;366;83,1;81,7;80,9;77,0;16,9;
Enköping;0381;Uppsala län;03;Enskild;Samtliga;151;92,7;91,4;88,1;90,1;7,3;
Eskilstuna;0484;Södermanlands län;04;Samtliga;Samtliga;1 304;79,8;77,9;76,4;75,1;20,2;
Eskilstuna;0484;Södermanlands län;04;Kommunal;Samtliga;1 004;75,7;73,3;71,4;70,0;24,3;
Eskilstuna;0484;Södermanlands län;04;Enskild;Samtliga;300;93,7;93,3;93,0;92,0;6,3;
Eslöv;1285;Skåne län;12;Samtliga;Samtliga;364;85,7;84,1;83,5;82,1;14,3;
Eslöv;1285;Skåne län;12;Kommunal;Samtliga;364;85,7;84,1;83,5;82,1;14,3;
Essunga;1445;Västra Götalands län;14;Samtliga;Samtliga;60;83,3;83,3;83,3;83,3;16,7;
Essunga;1445;Västra Götalands län;14;Kommunal;Samtliga;60;83,3;83,3;83,3;83,3;16,7;
Fagersta;1982;Västmanlands län;19;Samtliga;Samtliga;146;82,9;82,2;82,2;80,8;17,1;
Fagersta;1982;Västmanlands län;19;Kommunal;Samtliga;131;81,7;80,9;80,9;79,4;18,3;
Fagersta;1982;Västmanlands län;19;Enskild;Samtliga;15;~100;~100;~100;~100;..;
Falkenberg;1382;Hallands län;13;Samtliga;Samtliga;491;81,9;80,0;79,6;78,2;18,1;
Falkenberg;1382;Hallands län;13;Kommunal;Samtliga;402;78,9;76,6;76,1;74,4;21,1;
Falkenberg;1382;Hallands län;13;Enskild;Samtliga;89;~100;~100;~100;~100;..;
Falköping;1499;Västra Götalands län;14;Samtliga;Samtliga;379;77,0;76,5;74,4;68,3;23,0;
Falköping;1499;Västra Götalands län;14;Kommunal;Samtliga;361;77,8;77,6;75,6;69,5;22,2;
Falköping;1499;Västra Götalands län;14;Enskild;Samtliga;18;61,1;55,6;..;..;..;
Falun;2080;Dalarnas län;20;Samtliga;Samtliga;687;88,2;87,5;86,8;85,0;11,8;
Falun;2080;Dalarnas län;20;Kommunal;Samtliga;500;86,4;85,8;85,4;83,0;13,6;
Falun;2080;Dalarnas län;20;Enskild;Samtliga;187;93,0;92,0;90,4;90,4;7,0;
Filipstad;1782;Värmlands län;17;Samtliga;Samtliga;85;90,6;88,2;87,1;87,1;..;
Filipstad;1782;Värmlands län;17;Kommunal;Samtliga;85;90,6;88,2;87,1;87,1;..;
Finspång;0562;Östergötlands län;05;Samtliga;Samtliga;189;87,8;86,2;83,6;85,2;12,2;
Finspång;0562;Östergötlands län;05;Kommunal;Samtliga;189;87,8;86,2;83,6;85,2;12,2;
Flen;0482;Södermanlands län;04;Samtliga;Samtliga;172;67,4;65,7;64,5;64,0;32,6;
Flen;0482;Södermanlands län;04;Kommunal;Samtliga;106;53,8;50,9;49,1;50,0;46,2;
Flen;0482;Södermanlands län;04;Enskild;Samtliga;66;89,4;89,4;89,4;86,4;..;
Forshaga;1763;Värmlands län;17;Samtliga;Samtliga;121;89,3;86,8;86,0;84,3;10,7;
Forshaga;1763;Värmlands län;17;Kommunal;Samtliga;121;89,3;86,8;86,0;84,3;10,7;
Färgelanda;1439;Västra Götalands län;14;Samtliga;Samtliga;73;76,7;76,7;76,7;75,3;23,3;
Färgelanda;1439;Västra Götalands län;14;Kommunal;Samtliga;73;76,7;76,7;76,7;75,3;23,3;
Gagnef;2026;Dalarnas län;20;Samtliga;Samtliga;117;84,6;83,8;83,8;82,9;15,4;
Gagnef;2026;Dalarnas län;20;Kommunal;Samtliga;117;84,6;83,8;83,8;82,9;15,4;
Gislaved;0662;Jönköpings län;06;Samtliga;Samtliga;388;73,2;72,2;70,6;68,0;26,8;
Gislaved;0662;Jönköpings län;06;Kommunal;Samtliga;379;73,1;72,0;70,4;67,8;26,9;
Gislaved;0662;Jönköpings län;06;Enskild;Samtliga;..;..;..;..;..;..;
Gnesta;0461;Södermanlands län;04;Samtliga;Samtliga;133;91,0;85,0;79,7;82,7;9,0;
Gnesta;0461;Södermanlands län;04;Kommunal;Samtliga;123;91,1;84,6;80,5;82,1;8,9;
Gnesta;0461;Södermanlands län;04;Enskild;Samtliga;10;..;..;..;..;..;
Gnosjö;0617;Jönköpings län;06;Samtliga;Samtliga;132;77,3;77,3;73,5;73,5;22,7;
Gnosjö;0617;Jönköpings län;06;Kommunal;Samtliga;132;77,3;77,3;73,5;73,5;22,7;
Gotland;0980;Gotlands län;09;Samtliga;Samtliga;549;87,2;86,9;85,4;84,0;12,8;
Gotland;0980;Gotlands län;09;Kommunal;Samtliga;470;86,2;86,0;84,5;82,6;13,8;
Gotland;0980;Gotlands län;09;Enskild;Samtliga;79;93,7;92,4;91,1;92,4;..;
Grums;1764;Värmlands län;17;Samtliga;Samtliga;86;89,5;89,5;87,2;83,7;..;
Grums;1764;Värmlands län;17;Kommunal;Samtliga;86;89,5;89,5;87,2;83,7;..;
Grästorp;1444;Västra Götalands län;14;Samtliga;Samtliga;55;~100;~100;~100;90,9;..;
Grästorp;1444;Västra Götalands län;14;Kommunal;Samtliga;55;~100;~100;~100;90,9;..;
Gullspång;1447;Västra Götalands län;14;Samtliga;Samtliga;69;89,9;85,5;82,6;78,3;..;
Gullspång;1447;Västra Götalands län;14;Kommunal;Samtliga;69;89,9;85,5;82,6;78,3;..;
Gällivare;2523;Norrbottens län;25;Samtliga;Samtliga;174;85,1;84,5;82,8;83,9;14,9;
Gällivare;2523;Norrbottens län;25;Kommunal;Samtliga;154;83,1;82,5;80,5;81,8;16,9;
Gällivare;2523;Norrbottens län;25;Enskild;Samtliga;20;100,0;100,0;100,0;100,0;.;
Gävle;2180;Gävleborgs län;21;Samtliga;Samtliga;1 237;84,6;83,2;81,0;78,7;15,4;
Gävle;2180;Gävleborgs län;21;Kommunal;Samtliga;809;81,6;80,2;77,1;74,9;18,4;
Gävle;2180;Gävleborgs län;21;Enskild;Samtliga;428;90,4;88,8;88,3;86,0;9,6;
Göteborg;1480;Västra Götalands län;14;Samtliga;Samtliga;5 620;83,2;82,3;80,8;79,9;16,8;
Göteborg;1480;Västra Götalands län;14;Kommunal;Samtliga;3 645;78,2;77,3;75,8;74,5;21,8;
Göteborg;1480;Västra Götalands län;14;Enskild;Samtliga;1 975;92,6;92,1;90,5;90,0;7,4;
Götene;1471;Västra Götalands län;14;Samtliga;Samtliga;130;77,7;76,2;76,2;75,4;22,3;
Götene;1471;Västra Götalands län;14;Kommunal;Samtliga;130;77,7;76,2;76,2;75,4;22,3;
Habo;0643;Jönköpings län;06;Samtliga;Samtliga;161;90,7;90,7;90,7;90,1;9,3;
Habo;0643;Jönköpings län;06;Kommunal;Samtliga;161;90,7;90,7;90,7;90,1;9,3;
Hagfors;1783;Värmlands län;17;Samtliga;Samtliga;98;75,5;73,5;70,4;72,4;24,5;
Hagfors;1783;Värmlands län;17;Kommunal;Samtliga;98;75,5;73,5;70,4;72,4;24,5;
Hallsberg;1861;Örebro län;18;Samtliga;Samtliga;156;73,1;69,2;66,0;62,8;26,9;
Hallsberg;1861;Örebro län;18;Kommunal;Samtliga;156;73,1;69,2;66,0;62,8;26,9;
Hallstahammar;1961;Västmanlands län;19;Samtliga;Samtliga;178;79,2;76,4;75,8;69,7;20,8;
Hallstahammar;1961;Västmanlands län;19;Kommunal;Samtliga;178;79,2;76,4;75,8;69,7;20,8;
Halmstad;1380;Hallands län;13;Samtliga;Samtliga;1 134;85,4;84,5;83,7;82,5;14,6;
Halmstad;1380;Hallands län;13;Kommunal;Samtliga;975;83,8;82,8;81,8;80,5;16,2;
Halmstad;1380;Hallands län;13;Enskild;Samtliga;159;95,0;95,0;95,0;95,0;..;
Hammarö;1761;Värmlands län;17;Samtliga;Samtliga;191;92,7;92,1;90,6;91,6;7,3;
Hammarö;1761;Värmlands län;17;Kommunal;Samtliga;191;92,7;92,1;90,6;91,6;7,3;
Haninge;0136;Stockholms län;01;Samtliga;Samtliga;854;87,5;85,1;82,8;80,4;12,5;
Haninge;0136;Stockholms län;01;Kommunal;Samtliga;675;87,4;85,8;83,6;82,1;12,6;
Haninge;0136;Stockholms län;01;Enskild;Samtliga;179;87,7;82,7;79,9;74,3;12,3;
Haparanda;2583;Norrbottens län;25;Samtliga;Samtliga;92;79,3;78,3;77,2;75,0;20,7;
Haparanda;2583;Norrbottens län;25;Kommunal;Samtliga;92;79,3;78,3;77,2;75,0;20,7;
Heby;0331;Uppsala län;03;Samtliga;Samtliga;149;75,8;73,8;72,5;66,4;24,2;
Heby;0331;Uppsala län;03;Kommunal;Samtliga;149;75,8;73,8;72,5;66,4;24,2;
Hedemora;2083;Dalarnas län;20;Samtliga;Samtliga;183;75,4;74,3;72,1;72,1;24,6;
Hedemora;2083;Dalarnas län;20;Kommunal;Samtliga;139;76,3;74,8;72,7;72,7;23,7;
Hedemora;2083;Dalarnas län;20;Enskild;Samtliga;44;72,7;72,7;70,5;70,5;27,3;
Helsingborg;1283;Skåne län;12;Samtliga;Samtliga;1 658;85,8;85,2;83,5;81,8;14,2;
Helsingborg;1283;Skåne län;12;Kommunal;Samtliga;1 105;84,0;83,5;81,3;80,2;16,0;
Helsingborg;1283;Skåne län;12;Enskild;Samtliga;553;89,2;88,6;87,7;85,0;10,8;
Herrljunga;1466;Västra Götalands län;14;Samtliga;Samtliga;97;71,1;70,1;67,0;67,0;28,9;
Herrljunga;1466;Västra Götalands län;14;Kommunal;Samtliga;97;71,1;70,1;67,0;67,0;28,9;
Hjo;1497;Västra Götalands län;14;Samtliga;Samtliga;104;91,3;91,3;90,4;87,5;..;
Hjo;1497;Västra Götalands län;14;Kommunal;Samtliga;104;91,3;91,3;90,4;87,5;..;
Hofors;2104;Gävleborgs län;21;Samtliga;Samtliga;102;88,2;87,3;82,4;84,3;11,8;
Hofors;2104;Gävleborgs län;21;Kommunal;Samtliga;102;88,2;87,3;82,4;84,3;11,8;
Huddinge;0126;Stockholms län;01;Samtliga;Samtliga;1 345;88,6;88,0;86,7;86,2;11,4;
Huddinge;0126;Stockholms län;01;Kommunal;Samtliga;1 008;86,1;85,5;84,4;83,6;13,9;
Huddinge;0126;Stockholms län;01;Enskild;Samtliga;337;95,8;95,5;93,5;94,1;4,2;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Samtliga;481;84,8;83,4;80,5;80,5;15,2;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Samtliga;393;85,8;84,7;81,2;81,7;14,2;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Samtliga;88;80,7;77,3;77,3;75,0;19,3;
Hultsfred;0860;Kalmar län;08;Samtliga;Samtliga;165;78,2;77,6;74,5;75,2;21,8;
Hultsfred;0860;Kalmar län;08;Kommunal;Samtliga;126;77,0;76,2;75,4;75,4;23,0;
Hultsfred;0860;Kalmar län;08;Enskild;Samtliga;39;82,1;82,1;71,8;74,4;..;
Hylte;1315;Hallands län;13;Samtliga;Samtliga;134;79,9;79,1;78,4;73,9;20,1;
Hylte;1315;Hallands län;13;Kommunal;Samtliga;124;78,2;77,4;76,6;71,8;21,8;
Hylte;1315;Hallands län;13;Enskild;Samtliga;10;100,0;100,0;100,0;100,0;.;
Håbo;0305;Uppsala län;03;Samtliga;Samtliga;308;88,3;87,3;83,1;82,8;11,7;
Håbo;0305;Uppsala län;03;Kommunal;Samtliga;261;86,2;85,4;80,5;80,1;13,8;
Håbo;0305;Uppsala län;03;Enskild;Samtliga;47;100,0;~100;~100;~100;.;
Hällefors;1863;Örebro län;18;Samtliga;Samtliga;75;80,0;78,7;78,7;70,7;20,0;
Hällefors;1863;Örebro län;18;Kommunal;Samtliga;75;80,0;78,7;78,7;70,7;20,0;
Härjedalen;2361;Jämtlands län;23;Samtliga;Samtliga;116;93,1;93,1;87,9;91,4;..;
Härjedalen;2361;Jämtlands län;23;Kommunal;Samtliga;116;93,1;93,1;87,9;91,4;..;
Härnösand;2280;Västernorrlands län;22;Samtliga;Samtliga;320;81,6;81,3;79,4;80,3;18,4;
Härnösand;2280;Västernorrlands län;22;Kommunal;Samtliga;295;80,0;79,7;77,6;78,6;20,0;
Härnösand;2280;Västernorrlands län;22;Enskild;Samtliga;25;100,0;100,0;100,0;100,0;.;
Härryda;1401;Västra Götalands län;14;Samtliga;Samtliga;536;93,5;92,0;90,7;88,6;6,5;
Härryda;1401;Västra Götalands län;14;Kommunal;Samtliga;462;93,1;91,3;89,8;87,4;6,9;
Härryda;1401;Västra Götalands län;14;Enskild;Samtliga;74;~100;~100;~100;~100;..;
Hässleholm;1293;Skåne län;12;Samtliga;Samtliga;570;81,1;79,1;77,2;77,2;18,9;
Hässleholm;1293;Skåne län;12;Kommunal;Samtliga;487;78,9;76,6;74,3;74,5;21,1;
Hässleholm;1293;Skåne län;12;Enskild;Samtliga;83;94,0;94,0;94,0;92,8;..;
Höganäs;1284;Skåne län;12;Samtliga;Samtliga;300;88,7;88,0;87,3;85,7;11,3;
Höganäs;1284;Skåne län;12;Kommunal;Samtliga;281;88,6;87,9;87,2;85,4;11,4;
Höganäs;1284;Skåne län;12;Enskild;Samtliga;19;~100;~100;~100;~100;..;
Högsby;0821;Kalmar län;08;Samtliga;Samtliga;60;68,3;68,3;68,3;63,3;31,7;
Högsby;0821;Kalmar län;08;Kommunal;Samtliga;60;68,3;68,3;68,3;63,3;31,7;
Hörby;1266;Skåne län;12;Samtliga;Samtliga;174;85,1;82,8;81,0;74,1;14,9;
Hörby;1266;Skåne län;12;Kommunal;Samtliga;153;83,0;80,4;79,1;71,9;17,0;
Hörby;1266;Skåne län;12;Enskild;Samtliga;21;100,0;100,0;~100;~100;.;
Höör;1267;Skåne län;12;Samtliga;Samtliga;210;87,1;85,7;85,2;82,9;12,9;
Höör;1267;Skåne län;12;Kommunal;Samtliga;188;86,2;84,6;84,0;81,4;13,8;
Höör;1267;Skåne län;12;Enskild;Samtliga;22;~100;~100;~100;~100;..;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Samtliga;54;79,6;79,6;77,8;72,2;20,4;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Samtliga;44;86,4;86,4;84,1;77,3;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;Samtliga;10;..;..;..;..;..;
Järfälla;0123;Stockholms län;01;Samtliga;Samtliga;922;87,4;85,9;85,1;83,2;12,6;
Järfälla;0123;Stockholms län;01;Kommunal;Samtliga;746;85,9;84,0;83,4;80,8;14,1;
Järfälla;0123;Stockholms län;01;Enskild;Samtliga;176;93,8;93,8;92,6;93,2;6,3;
Jönköping;0680;Jönköpings län;06;Samtliga;Samtliga;1 600;87,2;86,5;85,7;84,8;12,8;
Jönköping;0680;Jönköpings län;06;Kommunal;Samtliga;1 269;86,9;86,2;85,7;84,6;13,1;
Jönköping;0680;Jönköpings län;06;Enskild;Samtliga;331;88,2;87,6;85,8;85,5;11,8;
Kalix;2514;Norrbottens län;25;Samtliga;Samtliga;176;88,1;86,4;85,2;84,7;11,9;
Kalix;2514;Norrbottens län;25;Kommunal;Samtliga;162;89,5;87,7;86,4;85,8;10,5;
Kalix;2514;Norrbottens län;25;Enskild;Samtliga;14;~100;~100;~100;~100;..;
Kalmar;0880;Kalmar län;08;Samtliga;Samtliga;767;89,2;88,1;87,4;85,9;10,8;
Kalmar;0880;Kalmar län;08;Kommunal;Samtliga;602;88,9;87,9;86,9;85,5;11,1;
Kalmar;0880;Kalmar län;08;Enskild;Samtliga;165;90,3;89,1;89,1;87,3;9,7;
Karlsborg;1446;Västra Götalands län;14;Samtliga;Samtliga;75;93,3;93,3;92,0;90,7;..;
Karlsborg;1446;Västra Götalands län;14;Kommunal;Samtliga;75;93,3;93,3;92,0;90,7;..;
Karlshamn;1082;Blekinge län;10;Samtliga;Samtliga;362;79,0;77,6;73,8;72,7;21,0;
Karlshamn;1082;Blekinge län;10;Kommunal;Samtliga;279;76,3;74,6;69,9;68,1;23,7;
Karlshamn;1082;Blekinge län;10;Enskild;Samtliga;83;88,0;88,0;86,7;88,0;12,0;
Karlskoga;1883;Örebro län;18;Samtliga;Samtliga;319;78,4;77,4;75,9;72,7;21,6;
Karlskoga;1883;Örebro län;18;Kommunal;Samtliga;319;78,4;77,4;75,9;72,7;21,6;
Karlskrona;1080;Blekinge län;10;Samtliga;Samtliga;824;87,1;86,2;85,4;83,0;12,9;
Karlskrona;1080;Blekinge län;10;Kommunal;Samtliga;603;85,1;84,3;83,3;81,0;14,9;
Karlskrona;1080;Blekinge län;10;Enskild;Samtliga;221;92,3;91,4;91,0;88,7;7,7;
Karlstad;1780;Värmlands län;17;Samtliga;Samtliga;962;86,7;85,8;84,7;83,7;13,3;
Karlstad;1780;Värmlands län;17;Kommunal;Samtliga;750;84,1;83,3;82,8;80,9;15,9;
Karlstad;1780;Värmlands län;17;Enskild;Samtliga;212;95,8;94,3;91,5;93,4;..;
Katrineholm;0483;Södermanlands län;04;Samtliga;Samtliga;430;76,5;74,9;71,2;72,1;23,5;
Katrineholm;0483;Södermanlands län;04;Kommunal;Samtliga;343;75,2;73,2;68,5;70,6;24,8;
Katrineholm;0483;Södermanlands län;04;Enskild;Samtliga;87;81,6;81,6;81,6;78,2;18,4;
Kil;1715;Värmlands län;17;Samtliga;Samtliga;139;66,9;64,7;64,0;60,4;33,1;
Kil;1715;Värmlands län;17;Kommunal;Samtliga;139;66,9;64,7;64,0;60,4;33,1;
Kinda;0513;Östergötlands län;05;Samtliga;Samtliga;121;87,6;85,1;81,8;82,6;12,4;
Kinda;0513;Östergötlands län;05;Kommunal;Samtliga;121;87,6;85,1;81,8;82,6;12,4;
Kiruna;2584;Norrbottens län;25;Samtliga;Samtliga;240;82,9;82,5;81,3;79,6;17,1;
Kiruna;2584;Norrbottens län;25;Kommunal;Samtliga;219;81,3;80,8;79,5;78,1;18,7;
Kiruna;2584;Norrbottens län;25;Enskild;Samtliga;21;100,0;100,0;100,0;~100;.;
