region;kön;år;Totalsumma, mnkr;Antal personer
1282 Landskrona;kvinnor;1999;1912.0;15702
1282 Landskrona;kvinnor;2000;2012.8;15882
1282 Landskrona;kvinnor;2001;2103.0;16060
1282 Landskrona;kvinnor;2002;2201.3;16109
1282 Landskrona;kvinnor;2003;2328.0;16164
1282 Landskrona;kvinnor;2004;2400.2;16385
1282 Landskrona;kvinnor;2005;2469.2;16526
1282 Landskrona;kvinnor;2006;2575.3;16804
1282 Landskrona;kvinnor;2007;2690.9;16960
1282 Landskrona;kvinnor;2008;2814.0;17082
1282 Landskrona;kvinnor;2009;2894.8;17212
1282 Landskrona;kvinnor;2010;2972.0;17358
1282 Landskrona;kvinnor;2011;3107.5;17534
1282 Landskrona;kvinnor;2012;3244.7;17651
1282 Landskrona;kvinnor;2013;3378.3;17795
1282 Landskrona;kvinnor;2014;3482.5;17915
1282 Landskrona;kvinnor;2015;3640.6;17967
1282 Landskrona;kvinnor;2016;3815.8;18132
1282 Landskrona;kvinnor;2017;3987.4;18299
1282 Landskrona;kvinnor;2018;4162.4;18462
1282 Landskrona;kvinnor;2019;4327.5;18562
1283 Helsingborg;män;1991;6673.2;42854
1283 Helsingborg;män;1992;6802.8;42996
1283 Helsingborg;män;1993;6992.6;43335
1283 Helsingborg;män;1994;7327.6;43960
1283 Helsingborg;män;1995;7605.2;44333
1283 Helsingborg;män;1996;7908.5;44515
1283 Helsingborg;män;1997;8180.0;44795
1283 Helsingborg;män;1998;8531.6;45071
1283 Helsingborg;män;1999;8963.9;45286
1283 Helsingborg;män;2000;9549.2;45725
1283 Helsingborg;män;2001;9974.1;46056
1283 Helsingborg;män;2002;10392.4;46535
1283 Helsingborg;män;2003;10769.4;46921
1283 Helsingborg;män;2004;11133.3;47513
1283 Helsingborg;män;2005;11596.0;47949
1283 Helsingborg;män;2006;12084.5;48889
1283 Helsingborg;män;2007;12796.1;49750
1283 Helsingborg;män;2008;13358.6;50571
1283 Helsingborg;män;2009;13552.2;51298
1283 Helsingborg;män;2010;13828.2;51657
1283 Helsingborg;män;2011;14441.1;52328
1283 Helsingborg;män;2012;14931.8;52835
1283 Helsingborg;män;2013;15396.7;53082
1283 Helsingborg;män;2014;15802.4;53969
1283 Helsingborg;män;2015;16533.2;54879
1283 Helsingborg;män;2016;17382.7;56052
1283 Helsingborg;män;2017;18159.4;57048
1283 Helsingborg;män;2018;18934.4;57803
1283 Helsingborg;män;2019;19716.2;58782
1283 Helsingborg;kvinnor;1991;4782.1;47949
1283 Helsingborg;kvinnor;1992;4985.5;48031
1283 Helsingborg;kvinnor;1993;5203.4;48418
1283 Helsingborg;kvinnor;1994;5456.9;48818
1283 Helsingborg;kvinnor;1995;5614.7;49109
1283 Helsingborg;kvinnor;1996;5827.7;49239
1283 Helsingborg;kvinnor;1997;5987.1;49315
1283 Helsingborg;kvinnor;1998;6269.7;49691
1283 Helsingborg;kvinnor;1999;6610.7;49921
1283 Helsingborg;kvinnor;2000;6927.0;50252
1283 Helsingborg;kvinnor;2001;7301.4;50629
1283 Helsingborg;kvinnor;2002;7697.3;50957
1283 Helsingborg;kvinnor;2003;8167.6;51252
1283 Helsingborg;kvinnor;2004;8432.2;51709
1283 Helsingborg;kvinnor;2005;8756.4;52232
1283 Helsingborg;kvinnor;2006;9102.4;52604
1283 Helsingborg;kvinnor;2007;9518.5;53246
1283 Helsingborg;kvinnor;2008;10004.9;54002
1283 Helsingborg;kvinnor;2009;10320.6;54696
1283 Helsingborg;kvinnor;2010;10561.5;55017
1283 Helsingborg;kvinnor;2011;10962.4;55535
1283 Helsingborg;kvinnor;2012;11392.2;55857
1283 Helsingborg;kvinnor;2013;11823.1;56094
1283 Helsingborg;kvinnor;2014;12239.1;56805
1283 Helsingborg;kvinnor;2015;12864.3;57595
1283 Helsingborg;kvinnor;2016;13600.8;58343
1283 Helsingborg;kvinnor;2017;14227.9;59270
1283 Helsingborg;kvinnor;2018;14760.2;60016
1283 Helsingborg;kvinnor;2019;15355.5;60744
1284 Höganäs;män;1991;1476.6;8934
1284 Höganäs;män;1992;1504.7;8988
1284 Höganäs;män;1993;1548.9;8914
1284 Höganäs;män;1994;1615.8;8923
1284 Höganäs;män;1995;1661.2;8854
1284 Höganäs;män;1996;1737.1;8899
1284 Höganäs;män;1997;1795.3;8822
1284 Höganäs;män;1998;1850.9;8762
1284 Höganäs;män;1999;1954.2;8755
1284 Höganäs;män;2000;2017.1;8809
1284 Höganäs;män;2001;2128.7;8824
1284 Höganäs;män;2002;2210.4;8851
1284 Höganäs;män;2003;2289.0;8916
1284 Höganäs;män;2004;2369.3;8990
1284 Höganäs;män;2005;2508.6;9098
1284 Höganäs;män;2006;2598.0;9273
1284 Höganäs;män;2007;2732.1;9434
1284 Höganäs;män;2008;2857.8;9529
1284 Höganäs;män;2009;2941.8;9653
1284 Höganäs;män;2010;2943.6;9746
1284 Höganäs;män;2011;3038.7;9740
1284 Höganäs;män;2012;3135.2;9770
1284 Höganäs;män;2013;3250.5;9923
1284 Höganäs;män;2014;3325.7;10033
1284 Höganäs;män;2015;3447.9;10182
1284 Höganäs;män;2016;3577.2;10305
1284 Höganäs;män;2017;3705.5;10482
1284 Höganäs;män;2018;3836.4;10620
1284 Höganäs;män;2019;3946.3;10809
1284 Höganäs;kvinnor;1991;892.5;9518
1284 Höganäs;kvinnor;1992;933.1;9547
1284 Höganäs;kvinnor;1993;974.9;9495
1284 Höganäs;kvinnor;1994;1028.6;9593
1284 Höganäs;kvinnor;1995;1062.3;9576
1284 Höganäs;kvinnor;1996;1107.7;9568
1284 Höganäs;kvinnor;1997;1149.7;9503
1284 Höganäs;kvinnor;1998;1193.2;9468
1284 Höganäs;kvinnor;1999;1261.0;9476
1284 Höganäs;kvinnor;2000;1309.6;9413
1284 Höganäs;kvinnor;2001;1389.9;9473
1284 Höganäs;kvinnor;2002;1461.5;9519
1284 Höganäs;kvinnor;2003;1560.8;9606
1284 Höganäs;kvinnor;2004;1622.3;9672
1284 Höganäs;kvinnor;2005;1693.7;9824
1284 Höganäs;kvinnor;2006;1785.5;9989
1284 Höganäs;kvinnor;2007;1874.6;10091
1284 Höganäs;kvinnor;2008;1967.5;10169
1284 Höganäs;kvinnor;2009;2048.8;10298
1284 Höganäs;kvinnor;2010;2100.8;10330
1284 Höganäs;kvinnor;2011;2172.2;10367
1284 Höganäs;kvinnor;2012;2279.4;10451
1284 Höganäs;kvinnor;2013;2372.4;10472
1284 Höganäs;kvinnor;2014;2446.0;10538
1284 Höganäs;kvinnor;2015;2571.4;10645
1284 Höganäs;kvinnor;2016;2662.7;10701
1284 Höganäs;kvinnor;2017;2765.5;10778
1284 Höganäs;kvinnor;2018;2886.8;10924
1284 Höganäs;kvinnor;2019;3023.3;11093
1285 Eslöv;män;1991;1562.7;11107
1285 Eslöv;män;1992;1597.4;11099
1285 Eslöv;män;1993;1655.3;11123
1285 Eslöv;män;1994;1707.2;11138
1285 Eslöv;män;1995;1758.1;11116
1285 Eslöv;män;1996;1816.2;11058
1285 Eslöv;män;1997;1859.4;11078
1285 Eslöv;män;1998;1918.8;10988
1285 Eslöv;män;1999;1997.0;11002
1285 Eslöv;män;2000;2092.3;11131
1285 Eslöv;män;2001;2201.4;11216
1285 Eslöv;män;2002;2320.5;11396
1285 Eslöv;män;2003;2439.1;11594
1285 Eslöv;män;2004;2495.8;11730
1285 Eslöv;män;2005;2596.6;11913
1285 Eslöv;män;2006;2713.4;12062
1285 Eslöv;män;2007;2890.8;12244
1285 Eslöv;män;2008;3040.2;12405
1285 Eslöv;män;2009;3063.5;12505
1285 Eslöv;män;2010;3142.6;12687
1285 Eslöv;män;2011;3270.1;12765
1285 Eslöv;män;2012;3391.3;12869
1285 Eslöv;män;2013;3486.2;12844
1285 Eslöv;män;2014;3596.4;12966
1285 Eslöv;män;2015;3748.7;13036
1285 Eslöv;män;2016;3882.7;13141
1285 Eslöv;män;2017;4023.4;13343
1285 Eslöv;män;2018;4157.1;13442
1285 Eslöv;män;2019;4281.0;13544
1285 Eslöv;kvinnor;1991;1052.4;11188
1285 Eslöv;kvinnor;1992;1091.1;11189
1285 Eslöv;kvinnor;1993;1141.8;11179
1285 Eslöv;kvinnor;1994;1191.9;11266
1285 Eslöv;kvinnor;1995;1227.5;11276
1285 Eslöv;kvinnor;1996;1272.7;11265
1285 Eslöv;kvinnor;1997;1308.6;11269
1285 Eslöv;kvinnor;1998;1352.4;11180
1285 Eslöv;kvinnor;1999;1429.7;11178
1285 Eslöv;kvinnor;2000;1487.4;11259
1285 Eslöv;kvinnor;2001;1570.2;11375
1285 Eslöv;kvinnor;2002;1670.9;11451
1285 Eslöv;kvinnor;2003;1789.4;11674
1285 Eslöv;kvinnor;2004;1856.4;11855
1285 Eslöv;kvinnor;2005;1921.8;12014
1285 Eslöv;kvinnor;2006;2017.3;12227
1285 Eslöv;kvinnor;2007;2120.4;12391
1285 Eslöv;kvinnor;2008;2257.7;12589
1285 Eslöv;kvinnor;2009;2324.9;12611
1285 Eslöv;kvinnor;2010;2399.0;12735
1285 Eslöv;kvinnor;2011;2485.2;12810
1285 Eslöv;kvinnor;2012;2570.5;12787
1285 Eslöv;kvinnor;2013;2674.8;12843
1285 Eslöv;kvinnor;2014;2760.4;12910
1285 Eslöv;kvinnor;2015;2866.3;12951
1285 Eslöv;kvinnor;2016;3005.6;13103
1285 Eslöv;kvinnor;2017;3116.1;13176
1285 Eslöv;kvinnor;2018;3217.2;13266
1285 Eslöv;kvinnor;2019;3308.7;13318
1286 Ystad;män;1991;1444.1;9978
1286 Ystad;män;1992;1485.4;10012
1286 Ystad;män;1993;1531.3;10082
1286 Ystad;män;1994;1581.4;10074
1286 Ystad;män;1995;1623.4;10092
1286 Ystad;män;1996;1675.7;10123
1286 Ystad;män;1997;1719.8;10065
1286 Ystad;män;1998;1801.6;10184
1286 Ystad;män;1999;1913.7;10254
1286 Ystad;män;2000;1997.3;10243
1286 Ystad;män;2001;2086.7;10303
1286 Ystad;män;2002;2170.2;10397
1286 Ystad;män;2003;2291.1;10562
1286 Ystad;män;2004;2393.4;10675
1286 Ystad;män;2005;2484.0;10811
1286 Ystad;män;2006;2599.7;10975
1286 Ystad;män;2007;2755.7;11178
1286 Ystad;män;2008;2879.4;11301
1286 Ystad;män;2009;2948.9;11400
1286 Ystad;män;2010;3043.8;11533
1286 Ystad;män;2011;3147.1;11550
1286 Ystad;män;2012;3255.1;11619
1286 Ystad;män;2013;3328.2;11630
1286 Ystad;män;2014;3424.0;11679
1286 Ystad;män;2015;3544.2;11771
1286 Ystad;män;2016;3704.3;11968
1286 Ystad;män;2017;3853.0;12083
1286 Ystad;män;2018;4007.4;12238
1286 Ystad;män;2019;4168.3;12359
1286 Ystad;kvinnor;1991;1011.1;10770
1286 Ystad;kvinnor;1992;1069.2;10832
1286 Ystad;kvinnor;1993;1109.9;10891
1286 Ystad;kvinnor;1994;1165.3;10903
1286 Ystad;kvinnor;1995;1194.8;10934
1286 Ystad;kvinnor;1996;1251.4;11057
1286 Ystad;kvinnor;1997;1291.3;11091
1286 Ystad;kvinnor;1998;1356.5;11212
1286 Ystad;kvinnor;1999;1444.5;11273
1286 Ystad;kvinnor;2000;1512.0;11304
1286 Ystad;kvinnor;2001;1602.5;11333
1286 Ystad;kvinnor;2002;1701.2;11417
1286 Ystad;kvinnor;2003;1818.0;11534
1286 Ystad;kvinnor;2004;1891.9;11697
1286 Ystad;kvinnor;2005;1961.3;11813
1286 Ystad;kvinnor;2006;2054.3;11975
1286 Ystad;kvinnor;2007;2165.0;12141
1286 Ystad;kvinnor;2008;2255.6;12223
1286 Ystad;kvinnor;2009;2356.4;12384
1286 Ystad;kvinnor;2010;2422.6;12479
1286 Ystad;kvinnor;2011;2524.0;12497
1286 Ystad;kvinnor;2012;2628.4;12536
1286 Ystad;kvinnor;2013;2727.2;12537
1286 Ystad;kvinnor;2014;2812.4;12592
1286 Ystad;kvinnor;2015;2921.6;12606
1286 Ystad;kvinnor;2016;3038.7;12719
1286 Ystad;kvinnor;2017;3164.3;12867
1286 Ystad;kvinnor;2018;3292.6;13008
1286 Ystad;kvinnor;2019;3410.7;13147
1287 Trelleborg;män;1991;2155.4;14492
1287 Trelleborg;män;1992;2216.8;14541
1287 Trelleborg;män;1993;2252.9;14614
1287 Trelleborg;män;1994;2348.4;14663
1287 Trelleborg;män;1995;2420.3;14755
1287 Trelleborg;män;1996;2496.6;14747
1287 Trelleborg;män;1997;2577.6;14788
1287 Trelleborg;män;1998;2718.3;14875
1287 Trelleborg;män;1999;2818.1;14912
1287 Trelleborg;män;2000;2954.7;15062
1287 Trelleborg;män;2001;3076.3;15175
1287 Trelleborg;män;2002;3179.4;15242
1287 Trelleborg;män;2003;3304.8;15406
1287 Trelleborg;män;2004;3422.1;15657
1287 Trelleborg;män;2005;3562.7;15861
1287 Trelleborg;män;2006;3697.7;16123
1287 Trelleborg;män;2007;3916.6;16470
1287 Trelleborg;män;2008;4134.9;16759
1287 Trelleborg;män;2009;4181.6;16950
1287 Trelleborg;män;2010;4282.4;17113
1287 Trelleborg;män;2011;4469.1;17274
1287 Trelleborg;män;2012;4617.5;17301
1287 Trelleborg;män;2013;4706.2;17381
1287 Trelleborg;män;2014;4817.4;17418
1287 Trelleborg;män;2015;4995.6;17575
1287 Trelleborg;män;2016;5221.6;17771
1287 Trelleborg;män;2017;5425.4;18010
1287 Trelleborg;män;2018;5607.3;18136
1287 Trelleborg;män;2019;5854.4;18370
1287 Trelleborg;kvinnor;1991;1419.9;15010
1287 Trelleborg;kvinnor;1992;1494.7;15077
1287 Trelleborg;kvinnor;1993;1548.6;15083
1287 Trelleborg;kvinnor;1994;1618.3;15218
1287 Trelleborg;kvinnor;1995;1669.6;15357
1287 Trelleborg;kvinnor;1996;1726.4;15430
1287 Trelleborg;kvinnor;1997;1780.6;15482
1287 Trelleborg;kvinnor;1998;1860.8;15524
1287 Trelleborg;kvinnor;1999;1969.8;15596
1287 Trelleborg;kvinnor;2000;2070.8;15693
1287 Trelleborg;kvinnor;2001;2182.1;15727
1287 Trelleborg;kvinnor;2002;2307.5;15904
1287 Trelleborg;kvinnor;2003;2448.0;16024
1287 Trelleborg;kvinnor;2004;2536.9;16267
1287 Trelleborg;kvinnor;2005;2631.4;16465
1287 Trelleborg;kvinnor;2006;2742.1;16648
1287 Trelleborg;kvinnor;2007;2907.0;16998
1287 Trelleborg;kvinnor;2008;3071.0;17207
1287 Trelleborg;kvinnor;2009;3179.2;17346
1287 Trelleborg;kvinnor;2010;3268.7;17464
1287 Trelleborg;kvinnor;2011;3398.7;17662
1287 Trelleborg;kvinnor;2012;3516.9;17689
1287 Trelleborg;kvinnor;2013;3647.3;17696
1287 Trelleborg;kvinnor;2014;3742.5;17699
1287 Trelleborg;kvinnor;2015;3903.5;17773
1287 Trelleborg;kvinnor;2016;4095.2;17959
1287 Trelleborg;kvinnor;2017;4286.8;18183
1287 Trelleborg;kvinnor;2018;4444.5;18297
1287 Trelleborg;kvinnor;2019;4623.9;18492
1290 Kristianstad;män;1991;4108.0;28104
1290 Kristianstad;män;1992;4224.8;28313
1290 Kristianstad;män;1993;4342.8;28328
1290 Kristianstad;män;1994;4492.0;28500
1290 Kristianstad;män;1995;4623.4;28539
1290 Kristianstad;män;1996;4792.4;28587
1290 Kristianstad;män;1997;4945.9;28622
1290 Kristianstad;män;1998;5095.8;28617
1290 Kristianstad;män;1999;5336.4;28658
1290 Kristianstad;män;2000;5603.1;28782
1290 Kristianstad;män;2001;5850.8;29003
1290 Kristianstad;män;2002;6114.4;29228
1290 Kristianstad;män;2003;6347.6;29464
1290 Kristianstad;män;2004;6536.8;29741
1290 Kristianstad;män;2005;6792.2;29977
1290 Kristianstad;män;2006;7045.0;30419
1290 Kristianstad;män;2007;7418.2;30863
1290 Kristianstad;män;2008;7700.0;31195
1290 Kristianstad;män;2009;7806.2;31561
1290 Kristianstad;män;2010;8010.7;31850
1290 Kristianstad;män;2011;8289.5;32084
1290 Kristianstad;män;2012;8509.3;32322
1290 Kristianstad;män;2013;8751.7;32542
1290 Kristianstad;män;2014;8991.7;32844
1290 Kristianstad;män;2015;9322.6;33144
1290 Kristianstad;män;2016;9732.5;33475
1290 Kristianstad;män;2017;10154.4;33953
1290 Kristianstad;män;2018;10458.2;34237
1290 Kristianstad;män;2019;10825.5;34594
1290 Kristianstad;kvinnor;1991;2894.8;29896
1290 Kristianstad;kvinnor;1992;3027.1;30107
1290 Kristianstad;kvinnor;1993;3163.5;30180
1290 Kristianstad;kvinnor;1994;3287.7;30379
1290 Kristianstad;kvinnor;1995;3389.6;30564
1290 Kristianstad;kvinnor;1996;3511.3;30570
1290 Kristianstad;kvinnor;1997;3642.4;30620
1290 Kristianstad;kvinnor;1998;3786.4;30741
1290 Kristianstad;kvinnor;1999;3958.6;30784
1290 Kristianstad;kvinnor;2000;4152.1;30946
1290 Kristianstad;kvinnor;2001;4334.5;31087
1290 Kristianstad;kvinnor;2002;4564.2;31317
1290 Kristianstad;kvinnor;2003;4861.5;31418
1290 Kristianstad;kvinnor;2004;5023.2;31658
1290 Kristianstad;kvinnor;2005;5178.6;31909
1290 Kristianstad;kvinnor;2006;5380.7;32155
1290 Kristianstad;kvinnor;2007;5629.1;32503
1290 Kristianstad;kvinnor;2008;5874.4;32883
1290 Kristianstad;kvinnor;2009;6067.8;33263
1290 Kristianstad;kvinnor;2010;6199.6;33556
1290 Kristianstad;kvinnor;2011;6412.0;33611
1290 Kristianstad;kvinnor;2012;6664.0;33783
1290 Kristianstad;kvinnor;2013;6878.7;33848
1290 Kristianstad;kvinnor;2014;7118.6;34012
1290 Kristianstad;kvinnor;2015;7444.8;34147
1290 Kristianstad;kvinnor;2016;7796.1;34297
1290 Kristianstad;kvinnor;2017;8105.0;34519
1290 Kristianstad;kvinnor;2018;8401.1;34726
1290 Kristianstad;kvinnor;2019;8690.7;35007
1291 Simrishamn;män;1991;1081.3;8138
1291 Simrishamn;män;1992;1100.9;8129
1291 Simrishamn;män;1993;1130.9;8100
1291 Simrishamn;män;1994;1161.3;8048
1291 Simrishamn;män;1995;1186.3;8022
1291 Simrishamn;män;1996;1205.5;7942
1291 Simrishamn;män;1997;1238.4;7844
1291 Simrishamn;män;1998;1279.6;7789
1291 Simrishamn;män;1999;1324.0;7691
1291 Simrishamn;män;2000;1371.8;7665
1291 Simrishamn;män;2001;1448.8;7691
1291 Simrishamn;män;2002;1511.3;7765
1291 Simrishamn;män;2003;1589.3;7847
1291 Simrishamn;män;2004;1616.5;7857
1291 Simrishamn;män;2005;1667.0;7906
1291 Simrishamn;män;2006;1727.7;7946
1291 Simrishamn;män;2007;1806.3;7947
1291 Simrishamn;män;2008;1887.5;8042
1291 Simrishamn;män;2009;1939.3;8085
1291 Simrishamn;män;2010;1961.3;8120
1291 Simrishamn;män;2011;2025.7;8087
1291 Simrishamn;män;2012;2027.3;8046
1291 Simrishamn;män;2013;2086.8;8037
1291 Simrishamn;män;2014;2105.1;8033
1291 Simrishamn;män;2015;2188.9;8091
1291 Simrishamn;män;2016;2257.5;8244
1291 Simrishamn;män;2017;2329.3;8175
1291 Simrishamn;män;2018;2386.9;8131
1291 Simrishamn;män;2019;2440.1;8090
1291 Simrishamn;kvinnor;1991;761.3;8461
1291 Simrishamn;kvinnor;1992;792.4;8472
1291 Simrishamn;kvinnor;1993;823.8;8466
1291 Simrishamn;kvinnor;1994;867.1;8469
1291 Simrishamn;kvinnor;1995;881.9;8382
1291 Simrishamn;kvinnor;1996;904.1;8316
1291 Simrishamn;kvinnor;1997;931.1;8286
1291 Simrishamn;kvinnor;1998;966.9;8231
1291 Simrishamn;kvinnor;1999;1007.7;8189
1291 Simrishamn;kvinnor;2000;1043.0;8099
1291 Simrishamn;kvinnor;2001;1094.1;8164
1291 Simrishamn;kvinnor;2002;1156.9;8185
1291 Simrishamn;kvinnor;2003;1234.6;8266
1291 Simrishamn;kvinnor;2004;1272.1;8338
1291 Simrishamn;kvinnor;2005;1301.5;8358
1291 Simrishamn;kvinnor;2006;1349.6;8423
1291 Simrishamn;kvinnor;2007;1390.1;8412
1291 Simrishamn;kvinnor;2008;1452.6;8435
1291 Simrishamn;kvinnor;2009;1508.1;8435
1291 Simrishamn;kvinnor;2010;1529.7;8468
1291 Simrishamn;kvinnor;2011;1572.5;8448
1291 Simrishamn;kvinnor;2012;1617.8;8418
1291 Simrishamn;kvinnor;2013;1678.5;8370
1291 Simrishamn;kvinnor;2014;1718.3;8341
1291 Simrishamn;kvinnor;2015;1779.6;8398
1291 Simrishamn;kvinnor;2016;1862.8;8509
1291 Simrishamn;kvinnor;2017;1916.0;8465
1291 Simrishamn;kvinnor;2018;1951.4;8442
1291 Simrishamn;kvinnor;2019;1984.7;8410
1292 Ängelholm;män;1991;2065.6;13548
1292 Ängelholm;män;1992;2132.4;13680
1292 Ängelholm;män;1993;2202.8;13784
1292 Ängelholm;män;1994;2305.6;13972
1292 Ängelholm;män;1995;2402.1;14082
1292 Ängelholm;män;1996;2510.3;14106
1292 Ängelholm;män;1997;2576.2;14090
1292 Ängelholm;män;1998;2695.9;14225
1292 Ängelholm;män;1999;2826.1;14259
1292 Ängelholm;män;2000;3004.4;14423
1292 Ängelholm;män;2001;3179.1;14546
1292 Ängelholm;män;2002;3312.4;14647
1292 Ängelholm;män;2003;3441.3;14721
1292 Ängelholm;män;2004;3543.5;14887
1292 Ängelholm;män;2005;3687.3;15086
1292 Ängelholm;män;2006;3845.5;15309
1292 Ängelholm;män;2007;4060.8;15411
1292 Ängelholm;män;2008;4237.4;15543
1292 Ängelholm;män;2009;4342.3;15651
1292 Ängelholm;män;2010;4405.3;15833
1292 Ängelholm;män;2011;4590.6;15984
1292 Ängelholm;män;2012;4748.9;16004
1292 Ängelholm;män;2013;4851.5;16041
1292 Ängelholm;män;2014;4990.3;16172
1292 Ängelholm;män;2015;5157.6;16326
1292 Ängelholm;män;2016;5415.5;16518
1292 Ängelholm;män;2017;5620.8;16706
1292 Ängelholm;män;2018;5807.0;16775
1292 Ängelholm;män;2019;6000.3;16947
1292 Ängelholm;kvinnor;1991;1354.2;14413
1292 Ängelholm;kvinnor;1992;1427.0;14650
1292 Ängelholm;kvinnor;1993;1508.3;14815
1292 Ängelholm;kvinnor;1994;1585.6;14964
1292 Ängelholm;kvinnor;1995;1642.8;15126
1292 Ängelholm;kvinnor;1996;1714.0;15188
1292 Ängelholm;kvinnor;1997;1776.2;15246
1292 Ängelholm;kvinnor;1998;1868.5;15319
1292 Ängelholm;kvinnor;1999;1979.3;15448
1292 Ängelholm;kvinnor;2000;2083.1;15562
1292 Ängelholm;kvinnor;2001;2220.2;15710
1292 Ängelholm;kvinnor;2002;2348.9;15828
1292 Ängelholm;kvinnor;2003;2507.1;15937
1292 Ängelholm;kvinnor;2004;2601.0;16158
1292 Ängelholm;kvinnor;2005;2677.2;16245
1292 Ängelholm;kvinnor;2006;2820.9;16425
1292 Ängelholm;kvinnor;2007;2929.6;16474
1292 Ängelholm;kvinnor;2008;3077.0;16566
1292 Ängelholm;kvinnor;2009;3187.0;16731
1292 Ängelholm;kvinnor;2010;3264.3;16906
1292 Ängelholm;kvinnor;2011;3403.7;17015
1292 Ängelholm;kvinnor;2012;3554.2;17039
1292 Ängelholm;kvinnor;2013;3678.1;17046
1292 Ängelholm;kvinnor;2014;3801.4;17154
1292 Ängelholm;kvinnor;2015;3993.6;17342
1292 Ängelholm;kvinnor;2016;4198.8;17484
1292 Ängelholm;kvinnor;2017;4323.3;17495
1292 Ängelholm;kvinnor;2018;4457.9;17600
1292 Ängelholm;kvinnor;2019;4622.7;17746
1293 Hässleholm;män;1991;2771.8;19709
1293 Hässleholm;män;1992;2816.5;19748
1293 Hässleholm;män;1993;2866.8;19652
1293 Hässleholm;män;1994;2969.1;19784
1293 Hässleholm;män;1995;3075.4;19764
1293 Hässleholm;män;1996;3155.8;19689
1293 Hässleholm;män;1997;3243.1;19506
1293 Hässleholm;män;1998;3338.8;19407
1293 Hässleholm;män;1999;3458.6;19286
1293 Hässleholm;män;2000;3613.0;19211
1293 Hässleholm;män;2001;3744.3;19227
1293 Hässleholm;män;2002;3871.9;19324
1293 Hässleholm;män;2003;4039.8;19493
1293 Hässleholm;män;2004;4134.9;19640
1293 Hässleholm;män;2005;4334.2;19823
1293 Hässleholm;män;2006;4495.0;20074
1293 Hässleholm;män;2007;4685.2;20347
1293 Hässleholm;män;2008;4842.2;20536
1293 Hässleholm;män;2009;4880.5;20593
1293 Hässleholm;män;2010;4970.5;20770
1293 Hässleholm;män;2011;5140.0;20841
1293 Hässleholm;män;2012;5238.6;20788
1293 Hässleholm;män;2013;5377.7;20853
1293 Hässleholm;män;2014;5495.4;20972
1293 Hässleholm;män;2015;5741.4;21139
1293 Hässleholm;män;2016;5989.0;21362
1293 Hässleholm;män;2017;6203.4;21477
1293 Hässleholm;män;2018;6365.9;21496
1293 Hässleholm;män;2019;6520.8;21497
1293 Hässleholm;kvinnor;1991;1798.1;20030
1293 Hässleholm;kvinnor;1992;1872.8;20137
1293 Hässleholm;kvinnor;1993;1935.8;20043
1293 Hässleholm;kvinnor;1994;2029.4;20107
1293 Hässleholm;kvinnor;1995;2081.0;20088
1293 Hässleholm;kvinnor;1996;2158.6;20043
1293 Hässleholm;kvinnor;1997;2211.0;19913
1293 Hässleholm;kvinnor;1998;2300.5;19812
1293 Hässleholm;kvinnor;1999;2395.1;19719
1293 Hässleholm;kvinnor;2000;2481.4;19642
1293 Hässleholm;kvinnor;2001;2598.1;19677
1293 Hässleholm;kvinnor;2002;2713.8;19733
1293 Hässleholm;kvinnor;2003;2915.4;19881
1293 Hässleholm;kvinnor;2004;2998.1;20023
1293 Hässleholm;kvinnor;2005;3080.3;20154
1293 Hässleholm;kvinnor;2006;3208.8;20333
1293 Hässleholm;kvinnor;2007;3340.2;20567
1293 Hässleholm;kvinnor;2008;3493.7;20724
1293 Hässleholm;kvinnor;2009;3603.5;20762
1293 Hässleholm;kvinnor;2010;3650.7;20794
1293 Hässleholm;kvinnor;2011;3778.7;20848
1293 Hässleholm;kvinnor;2012;3884.9;20809
1293 Hässleholm;kvinnor;2013;4030.3;20796
1293 Hässleholm;kvinnor;2014;4158.6;20900
1293 Hässleholm;kvinnor;2015;4348.0;21009
1293 Hässleholm;kvinnor;2016;4555.7;21187
1293 Hässleholm;kvinnor;2017;4713.9;21255
1293 Hässleholm;kvinnor;2018;4822.8;21325
1293 Hässleholm;kvinnor;2019;4959.8;21312
1315 Hylte;män;1991;632.5;4526
1315 Hylte;män;1992;636.1;4500
1315 Hylte;män;1993;660.2;4452
1315 Hylte;män;1994;682.4;4467
1315 Hylte;män;1995;695.8;4372
1315 Hylte;män;1996;731.4;4306
1315 Hylte;män;1997;734.3;4257
1315 Hylte;män;1998;759.0;4218
1315 Hylte;män;1999;776.5;4215
1315 Hylte;män;2000;811.0;4203
1315 Hylte;män;2001;843.0;4217
1315 Hylte;män;2002;852.9;4170
1315 Hylte;män;2003;878.1;4178
1315 Hylte;män;2004;909.2;4237
1315 Hylte;män;2005;939.9;4236
1315 Hylte;män;2006;953.5;4235
1315 Hylte;män;2007;981.1;4192
1315 Hylte;män;2008;1021.3;4244
1315 Hylte;män;2009;1032.4;4265
1315 Hylte;män;2010;1049.7;4242
1315 Hylte;män;2011;1074.2;4246
1315 Hylte;män;2012;1100.3;4201
1315 Hylte;män;2013;1110.8;4215
1315 Hylte;män;2014;1143.5;4307
1315 Hylte;män;2015;1157.8;4374
1315 Hylte;män;2016;1208.5;4492
1315 Hylte;män;2017;1253.9;4526
1315 Hylte;män;2018;1283.6;4478
1315 Hylte;män;2019;1295.2;4449
1315 Hylte;kvinnor;1991;376.8;4291
