region;kön;år;Totalsumma, mnkr;Antal personer
0114 Upplands Väsby;män;1991;2460.4;13894
0114 Upplands Väsby;män;1992;2461.6;13897
0114 Upplands Väsby;män;1993;2498.6;13856
0114 Upplands Väsby;män;1994;2565.8;13805
0114 Upplands Väsby;män;1995;2665.3;13959
0114 Upplands Väsby;män;1996;2800.1;14045
0114 Upplands Väsby;män;1997;2892.8;13998
0114 Upplands Väsby;män;1998;3073.4;14190
0114 Upplands Väsby;män;1999;3249.5;14387
0114 Upplands Väsby;män;2000;3478.3;14552
0114 Upplands Väsby;män;2001;3617.6;14551
0114 Upplands Väsby;män;2002;3686.6;14563
0114 Upplands Väsby;män;2003;3712.6;14523
0114 Upplands Väsby;män;2004;3750.9;14576
0114 Upplands Väsby;män;2005;3869.9;14650
0114 Upplands Väsby;män;2006;4002.8;14820
0114 Upplands Väsby;män;2007;4191.6;15028
0114 Upplands Väsby;män;2008;4386.8;15123
0114 Upplands Väsby;män;2009;4408.7;15291
0114 Upplands Väsby;män;2010;4535.1;15577
0114 Upplands Väsby;män;2011;4800.6;16002
0114 Upplands Väsby;män;2012;4977.8;16166
0114 Upplands Väsby;män;2013;5118.4;16468
0114 Upplands Väsby;män;2014;5286.1;16619
0114 Upplands Väsby;män;2015;5524.3;16917
0114 Upplands Väsby;män;2016;5828.2;17479
0114 Upplands Väsby;män;2017;6075.1;17698
0114 Upplands Väsby;män;2018;6342.3;18061
0114 Upplands Väsby;män;2019;6693.1;18601
0114 Upplands Väsby;kvinnor;1991;1686.4;14182
0114 Upplands Väsby;kvinnor;1992;1721.6;14188
0114 Upplands Väsby;kvinnor;1993;1774.7;14133
0114 Upplands Väsby;kvinnor;1994;1852.1;14218
0114 Upplands Väsby;kvinnor;1995;1930.3;14379
0114 Upplands Väsby;kvinnor;1996;2020.7;14482
0114 Upplands Väsby;kvinnor;1997;2092.8;14504
0114 Upplands Väsby;kvinnor;1998;2222.5;14723
0114 Upplands Väsby;kvinnor;1999;2366.9;14859
0114 Upplands Väsby;kvinnor;2000;2515.8;15088
0114 Upplands Väsby;kvinnor;2001;2655.6;15101
0114 Upplands Väsby;kvinnor;2002;2756.1;15105
0114 Upplands Väsby;kvinnor;2003;2842.7;15067
0114 Upplands Väsby;kvinnor;2004;2899.7;15161
0114 Upplands Väsby;kvinnor;2005;2977.6;15269
0114 Upplands Väsby;kvinnor;2006;3065.8;15365
0114 Upplands Väsby;kvinnor;2007;3181.0;15412
0114 Upplands Väsby;kvinnor;2008;3343.5;15562
0114 Upplands Väsby;kvinnor;2009;3457.5;15743
0114 Upplands Väsby;kvinnor;2010;3546.2;16047
0114 Upplands Väsby;kvinnor;2011;3710.5;16427
0114 Upplands Väsby;kvinnor;2012;3888.5;16657
0114 Upplands Väsby;kvinnor;2013;4037.5;16881
0114 Upplands Väsby;kvinnor;2014;4167.9;16990
0114 Upplands Väsby;kvinnor;2015;4329.2;17229
0114 Upplands Väsby;kvinnor;2016;4566.0;17624
0114 Upplands Väsby;kvinnor;2017;4733.7;17825
0114 Upplands Väsby;kvinnor;2018;4924.6;18186
0114 Upplands Väsby;kvinnor;2019;5170.7;18653
0115 Vallentuna;män;1991;1524.7;8462
0115 Vallentuna;män;1992;1540.4;8573
0115 Vallentuna;män;1993;1610.6;8655
0115 Vallentuna;män;1994;1693.3;8715
0115 Vallentuna;män;1995;1740.2;8755
0115 Vallentuna;män;1996;1818.5;8802
0115 Vallentuna;män;1997;1895.1;8840
0115 Vallentuna;män;1998;2015.9;8962
0115 Vallentuna;män;1999;2142.5;9105
0115 Vallentuna;män;2000;2364.9;9306
0115 Vallentuna;män;2001;2507.5;9494
0115 Vallentuna;män;2002;2597.2;9613
0115 Vallentuna;män;2003;2661.8;9771
0115 Vallentuna;män;2004;2765.3;10051
0115 Vallentuna;män;2005;2924.9;10239
0115 Vallentuna;män;2006;3070.1;10460
0115 Vallentuna;män;2007;3283.1;10713
0115 Vallentuna;män;2008;3467.8;10889
0115 Vallentuna;män;2009;3622.1;11082
0115 Vallentuna;män;2010;3725.3;11393
0115 Vallentuna;män;2011;3922.9;11667
0115 Vallentuna;män;2012;4101.8;11844
0115 Vallentuna;män;2013;4221.1;12016
0115 Vallentuna;män;2014;4380.8;12122
0115 Vallentuna;män;2015;4531.0;12286
0115 Vallentuna;män;2016;4746.2;12494
0115 Vallentuna;män;2017;4958.0;12682
0115 Vallentuna;män;2018;5145.0;12857
0115 Vallentuna;män;2019;5356.0;13194
0115 Vallentuna;kvinnor;1991;966.6;8531
0115 Vallentuna;kvinnor;1992;1005.8;8634
0115 Vallentuna;kvinnor;1993;1052.8;8709
0115 Vallentuna;kvinnor;1994;1117.6;8794
0115 Vallentuna;kvinnor;1995;1159.8;8831
0115 Vallentuna;kvinnor;1996;1220.2;8949
0115 Vallentuna;kvinnor;1997;1277.1;9053
0115 Vallentuna;kvinnor;1998;1356.7;9181
0115 Vallentuna;kvinnor;1999;1459.3;9363
0115 Vallentuna;kvinnor;2000;1576.5;9595
0115 Vallentuna;kvinnor;2001;1707.5;9771
0115 Vallentuna;kvinnor;2002;1792.0;9906
0115 Vallentuna;kvinnor;2003;1894.3;10041
0115 Vallentuna;kvinnor;2004;1977.2;10277
0115 Vallentuna;kvinnor;2005;2084.3;10519
0115 Vallentuna;kvinnor;2006;2180.2;10721
0115 Vallentuna;kvinnor;2007;2330.0;10923
0115 Vallentuna;kvinnor;2008;2495.7;11202
0115 Vallentuna;kvinnor;2009;2607.7;11413
0115 Vallentuna;kvinnor;2010;2726.5;11714
0115 Vallentuna;kvinnor;2011;2880.2;11937
0115 Vallentuna;kvinnor;2012;3035.6;12115
0115 Vallentuna;kvinnor;2013;3175.8;12236
0115 Vallentuna;kvinnor;2014;3314.2;12405
0115 Vallentuna;kvinnor;2015;3465.8;12546
0115 Vallentuna;kvinnor;2016;3633.4;12685
0115 Vallentuna;kvinnor;2017;3760.8;12774
0115 Vallentuna;kvinnor;2018;3894.4;12886
0115 Vallentuna;kvinnor;2019;4074.0;13132
0117 Österåker;män;1991;2170.0;11901
0117 Österåker;män;1992;2197.7;12054
0117 Österåker;män;1993;2254.0;12148
0117 Österåker;män;1994;2395.1;12259
0117 Österåker;män;1995;2453.3;12271
0117 Österåker;män;1996;2606.2;12485
0117 Österåker;män;1997;2749.3;12652
0117 Österåker;män;1998;2879.3;12695
0117 Österåker;män;1999;3102.4;12849
0117 Österåker;män;2000;3416.3;13096
0117 Österåker;män;2001;3627.8;13321
0117 Österåker;män;2002;3756.3;13493
0117 Österåker;män;2003;3832.0;13731
0117 Österåker;män;2004;3966.0;14065
0117 Österåker;män;2005;4184.2;14221
0117 Österåker;män;2006;4375.9;14450
0117 Österåker;män;2007;4581.0;14578
0117 Österåker;män;2008;4856.2;14838
0117 Österåker;män;2009;4915.1;15092
0117 Österåker;män;2010;5060.7;15324
0117 Österåker;män;2011;5276.6;15461
0117 Österåker;män;2012;5491.8;15723
0117 Österåker;män;2013;5666.3;15860
0117 Österåker;män;2014;5892.2;16143
0117 Österåker;män;2015;6149.6;16479
0117 Österåker;män;2016;6482.3;17062
0117 Österåker;män;2017;6794.4;17450
0117 Österåker;män;2018;7028.5;17772
0117 Österåker;män;2019;7388.4;18197
0117 Österåker;kvinnor;1991;1314.1;11647
0117 Österåker;kvinnor;1992;1368.7;11794
0117 Österåker;kvinnor;1993;1435.6;11869
0117 Österåker;kvinnor;1994;1520.0;12012
0117 Österåker;kvinnor;1995;1588.1;12136
0117 Österåker;kvinnor;1996;1682.0;12379
0117 Österåker;kvinnor;1997;1783.3;12527
0117 Österåker;kvinnor;1998;1897.5;12677
0117 Österåker;kvinnor;1999;2042.6;12849
0117 Österåker;kvinnor;2000;2192.9;13098
0117 Österåker;kvinnor;2001;2380.3;13425
0117 Österåker;kvinnor;2002;2511.0;13668
0117 Österåker;kvinnor;2003;2633.2;13878
0117 Österåker;kvinnor;2004;2747.2;14114
0117 Österåker;kvinnor;2005;2874.4;14355
0117 Österåker;kvinnor;2006;3033.8;14616
0117 Österåker;kvinnor;2007;3212.6;14865
0117 Österåker;kvinnor;2008;3395.9;15079
0117 Österåker;kvinnor;2009;3523.8;15295
0117 Österåker;kvinnor;2010;3622.9;15465
0117 Österåker;kvinnor;2011;3771.0;15553
0117 Österåker;kvinnor;2012;3929.1;15731
0117 Österåker;kvinnor;2013;4114.1;15819
0117 Österåker;kvinnor;2014;4278.6;16110
0117 Österåker;kvinnor;2015;4492.0;16451
0117 Österåker;kvinnor;2016;4732.9;16788
0117 Österåker;kvinnor;2017;4948.6;17012
0117 Österåker;kvinnor;2018;5204.7;17332
0117 Österåker;kvinnor;2019;5480.7;17744
0120 Värmdö;män;1991;1574.1;9175
0120 Värmdö;män;1992;1675.9;9651
0120 Värmdö;män;1993;1761.0;9855
0120 Värmdö;män;1994;1887.1;10047
0120 Värmdö;män;1995;1988.3;10283
0120 Värmdö;män;1996;2115.7;10515
0120 Värmdö;män;1997;2279.7;10891
0120 Värmdö;män;1998;2455.5;11213
0120 Värmdö;män;1999;2674.2;11561
0120 Värmdö;män;2000;2955.8;11870
0120 Värmdö;män;2001;3174.0;12122
0120 Värmdö;män;2002;3286.0;12272
0120 Värmdö;män;2003;3368.2;12437
0120 Värmdö;män;2004;3550.7;12831
0120 Värmdö;män;2005;3762.6;13234
0120 Värmdö;män;2006;3977.7;13622
0120 Värmdö;män;2007;4312.5;14070
0120 Värmdö;män;2008;4540.6;14318
0120 Värmdö;män;2009;4635.1;14528
0120 Värmdö;män;2010;4786.7;14789
0120 Värmdö;män;2011;5046.2;14947
0120 Värmdö;män;2012;5230.7;15208
0120 Värmdö;män;2013;5386.6;15387
0120 Värmdö;män;2014;5680.6;15729
0120 Värmdö;män;2015;5921.8;15948
0120 Värmdö;män;2016;6154.2;16341
0120 Värmdö;män;2017;6483.9;16929
0120 Värmdö;män;2018;6816.4;17403
0120 Värmdö;män;2019;7076.3;17747
0120 Värmdö;kvinnor;1991;993.2;8648
0120 Värmdö;kvinnor;1992;1075.9;9073
0120 Värmdö;kvinnor;1993;1156.7;9359
0120 Värmdö;kvinnor;1994;1250.5;9624
0120 Värmdö;kvinnor;1995;1337.3;9854
0120 Värmdö;kvinnor;1996;1428.2;10193
0120 Värmdö;kvinnor;1997;1543.7;10579
0120 Värmdö;kvinnor;1998;1677.1;10924
0120 Värmdö;kvinnor;1999;1838.1;11262
0120 Värmdö;kvinnor;2000;2007.4;11586
0120 Värmdö;kvinnor;2001;2182.4;11889
0120 Värmdö;kvinnor;2002;2289.6;12055
0120 Värmdö;kvinnor;2003;2408.8;12236
0120 Värmdö;kvinnor;2004;2545.4;12575
0120 Värmdö;kvinnor;2005;2689.2;12946
0120 Värmdö;kvinnor;2006;2856.5;13348
0120 Värmdö;kvinnor;2007;3063.5;13762
0120 Värmdö;kvinnor;2008;3256.2;14064
0120 Värmdö;kvinnor;2009;3395.3;14267
0120 Värmdö;kvinnor;2010;3515.3;14564
0120 Värmdö;kvinnor;2011;3716.7;14862
0120 Värmdö;kvinnor;2012;3894.6;15055
0120 Värmdö;kvinnor;2013;4072.5;15220
0120 Värmdö;kvinnor;2014;4285.2;15520
0120 Värmdö;kvinnor;2015;4486.3;15825
0120 Värmdö;kvinnor;2016;4762.0;16149
0120 Värmdö;kvinnor;2017;5064.2;16756
0120 Värmdö;kvinnor;2018;5348.2;17215
0120 Värmdö;kvinnor;2019;5624.7;17574
0123 Järfälla;män;1991;4262.8;22294
0123 Järfälla;män;1992;4315.7;22425
0123 Järfälla;män;1993;4366.3;22374
0123 Järfälla;män;1994;4546.8;22457
0123 Järfälla;män;1995;4661.4;22575
0123 Järfälla;män;1996;4864.9;22724
0123 Järfälla;män;1997;5038.3;22880
0123 Järfälla;män;1998;5298.5;23117
0123 Järfälla;män;1999;5577.1;23267
0123 Järfälla;män;2000;5971.1;23403
0123 Järfälla;män;2001;6294.8;23814
0123 Järfälla;män;2002;6382.5;23897
0123 Järfälla;män;2003;6456.6;23946
0123 Järfälla;män;2004;6575.1;24013
0123 Järfälla;män;2005;6709.3;24073
0123 Järfälla;män;2006;6942.4;24412
0123 Järfälla;män;2007;7291.0;24889
0123 Järfälla;män;2008;7580.9;25306
0123 Järfälla;män;2009;7732.6;25641
0123 Järfälla;män;2010;7897.7;26101
0123 Järfälla;män;2011;8208.6;26576
0123 Järfälla;män;2012;8536.4;26946
0123 Järfälla;män;2013;8715.3;27204
0123 Järfälla;män;2014;9077.7;27765
0123 Järfälla;män;2015;9510.0;28457
0123 Järfälla;män;2016;10015.0;29346
0123 Järfälla;män;2017;10566.6;30313
0123 Järfälla;män;2018;11076.3;31173
0123 Järfälla;män;2019;11550.4;31878
0123 Järfälla;kvinnor;1991;2773.2;22641
0123 Järfälla;kvinnor;1992;2875.5;22938
0123 Järfälla;kvinnor;1993;2981.9;23121
0123 Järfälla;kvinnor;1994;3114.0;23326
0123 Järfälla;kvinnor;1995;3225.0;23525
0123 Järfälla;kvinnor;1996;3352.6;23687
0123 Järfälla;kvinnor;1997;3497.1;23803
0123 Järfälla;kvinnor;1998;3696.6;24125
0123 Järfälla;kvinnor;1999;3924.1;24307
0123 Järfälla;kvinnor;2000;4166.0;24515
0123 Järfälla;kvinnor;2001;4435.6;24788
0123 Järfälla;kvinnor;2002;4614.6;24898
0123 Järfälla;kvinnor;2003;4773.9;24995
0123 Järfälla;kvinnor;2004;4885.6;24994
0123 Järfälla;kvinnor;2005;5008.6;25047
0123 Järfälla;kvinnor;2006;5181.7;25270
0123 Järfälla;kvinnor;2007;5427.5;25671
0123 Järfälla;kvinnor;2008;5731.3;26086
0123 Järfälla;kvinnor;2009;5869.3;26524
0123 Järfälla;kvinnor;2010;5971.5;26849
0123 Järfälla;kvinnor;2011;6232.3;27256
0123 Järfälla;kvinnor;2012;6488.2;27585
0123 Järfälla;kvinnor;2013;6729.5;27871
0123 Järfälla;kvinnor;2014;6966.1;28346
0123 Järfälla;kvinnor;2015;7293.5;28938
0123 Järfälla;kvinnor;2016;7718.1;29551
0123 Järfälla;kvinnor;2017;8110.9;30209
0123 Järfälla;kvinnor;2018;8520.2;30937
0123 Järfälla;kvinnor;2019;8850.4;31462
0125 Ekerö;män;1991;1403.8;7313
0125 Ekerö;män;1992;1458.1;7573
0125 Ekerö;män;1993;1504.4;7668
0125 Ekerö;män;1994;1598.8;7684
0125 Ekerö;män;1995;1666.2;7728
0125 Ekerö;män;1996;1776.9;7810
0125 Ekerö;män;1997;1848.6;7837
0125 Ekerö;män;1998;1946.6;7887
0125 Ekerö;män;1999;2121.5;8058
0125 Ekerö;män;2000;2302.0;8187
0125 Ekerö;män;2001;2452.3;8294
0125 Ekerö;män;2002;2508.6;8452
0125 Ekerö;män;2003;2553.9;8538
0125 Ekerö;män;2004;2646.0;8669
0125 Ekerö;män;2005;2794.0;8883
0125 Ekerö;män;2006;2906.6;9051
0125 Ekerö;män;2007;3081.8;9196
0125 Ekerö;män;2008;3229.2;9269
0125 Ekerö;män;2009;3306.8;9401
0125 Ekerö;män;2010;3395.7;9571
0125 Ekerö;män;2011;3591.5;9746
0125 Ekerö;män;2012;3758.5;9907
0125 Ekerö;män;2013;3864.3;9957
0125 Ekerö;män;2014;4031.3;10106
0125 Ekerö;män;2015;4380.9;10162
0125 Ekerö;män;2016;4519.4;10347
0125 Ekerö;män;2017;4644.8;10456
0125 Ekerö;män;2018;5176.7;10724
0125 Ekerö;män;2019;4971.3;11048
0125 Ekerö;kvinnor;1991;890.9;7342
0125 Ekerö;kvinnor;1992;945.2;7609
0125 Ekerö;kvinnor;1993;996.4;7698
0125 Ekerö;kvinnor;1994;1057.2;7773
0125 Ekerö;kvinnor;1995;1098.8;7846
0125 Ekerö;kvinnor;1996;1166.6;7899
0125 Ekerö;kvinnor;1997;1228.2;8021
0125 Ekerö;kvinnor;1998;1302.4;8042
0125 Ekerö;kvinnor;1999;1414.0;8261
0125 Ekerö;kvinnor;2000;1506.4;8383
0125 Ekerö;kvinnor;2001;1617.4;8536
0125 Ekerö;kvinnor;2002;1694.5;8644
0125 Ekerö;kvinnor;2003;1776.6;8788
0125 Ekerö;kvinnor;2004;1876.8;8924
0125 Ekerö;kvinnor;2005;1949.4;9088
0125 Ekerö;kvinnor;2006;2046.0;9273
0125 Ekerö;kvinnor;2007;2184.5;9452
0125 Ekerö;kvinnor;2008;2301.0;9566
0125 Ekerö;kvinnor;2009;2396.6;9701
0125 Ekerö;kvinnor;2010;2487.6;9845
0125 Ekerö;kvinnor;2011;2614.1;10012
0125 Ekerö;kvinnor;2012;2736.4;10114
0125 Ekerö;kvinnor;2013;2831.6;10129
0125 Ekerö;kvinnor;2014;2965.6;10206
0125 Ekerö;kvinnor;2015;3074.3;10288
0125 Ekerö;kvinnor;2016;3220.6;10398
0125 Ekerö;kvinnor;2017;3361.8;10489
0125 Ekerö;kvinnor;2018;3531.8;10731
0125 Ekerö;kvinnor;2019;3645.9;10803
0126 Huddinge;män;1991;4963.8;28569
0126 Huddinge;män;1992;4995.9;28719
0126 Huddinge;män;1993;5114.2;28789
0126 Huddinge;män;1994;5297.7;29023
0126 Huddinge;män;1995;5479.6;29295
0126 Huddinge;män;1996;5798.5;29901
0126 Huddinge;män;1997;6076.6;30309
0126 Huddinge;män;1998;6439.6;30833
0126 Huddinge;män;1999;6886.9;31340
0126 Huddinge;män;2000;7481.8;31987
0126 Huddinge;män;2001;7922.1;32461
0126 Huddinge;män;2002;8130.4;32815
0126 Huddinge;män;2003;8258.4;33152
0126 Huddinge;män;2004;8441.5;33416
0126 Huddinge;män;2005;8769.0;33894
0126 Huddinge;män;2006;9112.7;34560
0126 Huddinge;män;2007;9667.6;35443
0126 Huddinge;män;2008;10256.7;36417
0126 Huddinge;män;2009;10423.9;37242
0126 Huddinge;män;2010;10780.4;38013
0126 Huddinge;män;2011;11303.5;38686
0126 Huddinge;män;2012;11880.3;39447
0126 Huddinge;män;2013;12294.3;39963
0126 Huddinge;män;2014;12656.1;40431
0126 Huddinge;män;2015;13202.1;40827
0126 Huddinge;män;2016;13871.5;41865
0126 Huddinge;män;2017;14605.8;42975
0126 Huddinge;män;2018;15248.0;43856
0126 Huddinge;män;2019;15810.0;44366
0126 Huddinge;kvinnor;1991;3477.3;29323
0126 Huddinge;kvinnor;1992;3580.5;29547
0126 Huddinge;kvinnor;1993;3715.5;29745
0126 Huddinge;kvinnor;1994;3854.5;29967
0126 Huddinge;kvinnor;1995;4006.1;30323
0126 Huddinge;kvinnor;1996;4244.1;30907
0126 Huddinge;kvinnor;1997;4462.6;31414
0126 Huddinge;kvinnor;1998;4729.8;31893
0126 Huddinge;kvinnor;1999;5124.7;32585
0126 Huddinge;kvinnor;2000;5474.7;33258
0126 Huddinge;kvinnor;2001;5874.5;33697
0126 Huddinge;kvinnor;2002;6100.1;34023
0126 Huddinge;kvinnor;2003;6324.9;34163
0126 Huddinge;kvinnor;2004;6522.1;34454
0126 Huddinge;kvinnor;2005;6742.0;34894
0126 Huddinge;kvinnor;2006;7009.6;35441
0126 Huddinge;kvinnor;2007;7377.7;35963
0126 Huddinge;kvinnor;2008;7837.6;36897
0126 Huddinge;kvinnor;2009;8106.9;37588
0126 Huddinge;kvinnor;2010;8336.4;38137
0126 Huddinge;kvinnor;2011;8726.3;38629
0126 Huddinge;kvinnor;2012;9172.6;39315
0126 Huddinge;kvinnor;2013;9597.2;39775
0126 Huddinge;kvinnor;2014;9962.1;40375
0126 Huddinge;kvinnor;2015;10370.6;40710
0126 Huddinge;kvinnor;2016;10978.0;41495
0126 Huddinge;kvinnor;2017;11547.3;42289
0126 Huddinge;kvinnor;2018;12036.7;42862
0126 Huddinge;kvinnor;2019;12536.2;43469
0127 Botkyrka;män;1991;4069.5;26253
0127 Botkyrka;män;1992;4084.4;26431
0127 Botkyrka;män;1993;4110.5;26205
0127 Botkyrka;män;1994;4157.5;26064
0127 Botkyrka;män;1995;4270.1;26214
0127 Botkyrka;män;1996;4427.4;26724
0127 Botkyrka;män;1997;4543.4;26797
0127 Botkyrka;män;1998;4761.1;26923
0127 Botkyrka;män;1999;5049.2;27580
0127 Botkyrka;män;2000;5404.7;27948
0127 Botkyrka;män;2001;5791.1;28478
0127 Botkyrka;män;2002;6014.6;28899
0127 Botkyrka;män;2003;6110.6;28951
0127 Botkyrka;män;2004;6254.9;29201
0127 Botkyrka;män;2005;6408.3;29584
0127 Botkyrka;män;2006;6633.8;30105
0127 Botkyrka;män;2007;7066.2;30807
0127 Botkyrka;män;2008;7409.5;31447
0127 Botkyrka;män;2009;7531.4;32016
0127 Botkyrka;män;2010;7810.8;32703
0127 Botkyrka;män;2011;8273.2;33705
0127 Botkyrka;män;2012;8584.0;34252
0127 Botkyrka;män;2013;8896.3;34743
0127 Botkyrka;män;2014;9191.8;35269
0127 Botkyrka;män;2015;9557.7;35539
0127 Botkyrka;män;2016;9948.2;36123
0127 Botkyrka;män;2017;10420.1;36702
0127 Botkyrka;män;2018;10890.6;37165
0127 Botkyrka;män;2019;11304.0;37984
0127 Botkyrka;kvinnor;1991;2902.5;26539
0127 Botkyrka;kvinnor;1992;2976.8;26777
0127 Botkyrka;kvinnor;1993;3044.3;26628
0127 Botkyrka;kvinnor;1994;3110.6;26632
0127 Botkyrka;kvinnor;1995;3169.4;26728
0127 Botkyrka;kvinnor;1996;3302.0;27251
0127 Botkyrka;kvinnor;1997;3401.6;27334
0127 Botkyrka;kvinnor;1998;3551.9;27390
0127 Botkyrka;kvinnor;1999;3814.3;27950
0127 Botkyrka;kvinnor;2000;4057.2;28383
0127 Botkyrka;kvinnor;2001;4341.4;28815
0127 Botkyrka;kvinnor;2002;4563.8;29278
0127 Botkyrka;kvinnor;2003;4724.2;29417
0127 Botkyrka;kvinnor;2004;4888.2;29657
0127 Botkyrka;kvinnor;2005;5006.2;29956
0127 Botkyrka;kvinnor;2006;5197.5;30397
0127 Botkyrka;kvinnor;2007;5429.0;30934
0127 Botkyrka;kvinnor;2008;5699.2;31307
0127 Botkyrka;kvinnor;2009;5845.8;31811
0127 Botkyrka;kvinnor;2010;6008.0;32331
0127 Botkyrka;kvinnor;2011;6252.0;33040
0127 Botkyrka;kvinnor;2012;6567.9;33593
0127 Botkyrka;kvinnor;2013;6863.6;34037
0127 Botkyrka;kvinnor;2014;7126.5;34534
0127 Botkyrka;kvinnor;2015;7374.1;34579
0127 Botkyrka;kvinnor;2016;7726.3;34970
0127 Botkyrka;kvinnor;2017;8075.1;35305
0127 Botkyrka;kvinnor;2018;8447.0;35736
0127 Botkyrka;kvinnor;2019;8711.3;36214
0128 Salem;män;1991;860.5;4812
0128 Salem;män;1992;864.7;4819
0128 Salem;män;1993;869.3;4833
0128 Salem;män;1994;893.3;4704
0128 Salem;män;1995;935.5;4733
0128 Salem;män;1996;983.6;4709
0128 Salem;män;1997;1025.0;4756
0128 Salem;män;1998;1096.6;4794
0128 Salem;män;1999;1177.0;4850
0128 Salem;män;2000;1286.2;4947
0128 Salem;män;2001;1357.4;4996
0128 Salem;män;2002;1353.9;5033
0128 Salem;män;2003;1364.7;5076
0128 Salem;män;2004;1407.2;5110
0128 Salem;män;2005;1470.0;5201
0128 Salem;män;2006;1547.1;5371
0128 Salem;män;2007;1659.0;5560
0128 Salem;män;2008;1743.3;5620
0128 Salem;män;2009;1766.7;5724
0128 Salem;män;2010;1812.4;5800
0128 Salem;män;2011;1901.6;5908
0128 Salem;män;2012;1964.6;5961
0128 Salem;män;2013;2023.3;5982
0128 Salem;män;2014;2056.0;6018
0128 Salem;män;2015;2128.6;6120
0128 Salem;män;2016;2238.5;6214
0128 Salem;män;2017;2318.1;6248
0128 Salem;män;2018;2410.5;6308
0128 Salem;män;2019;2448.1;6292
0128 Salem;kvinnor;1991;586.4;4947
0128 Salem;kvinnor;1992;606.4;5017
0128 Salem;kvinnor;1993;624.2;5038
0128 Salem;kvinnor;1994;641.7;4936
0128 Salem;kvinnor;1995;660.6;4940
0128 Salem;kvinnor;1996;700.6;4983
0128 Salem;kvinnor;1997;731.9;5018
0128 Salem;kvinnor;1998;770.4;5035
0128 Salem;kvinnor;1999;838.4;5173
0128 Salem;kvinnor;2000;898.9;5248
0128 Salem;kvinnor;2001;956.5;5263
0128 Salem;kvinnor;2002;995.7;5253
0128 Salem;kvinnor;2003;1054.4;5364
0128 Salem;kvinnor;2004;1089.7;5407
0128 Salem;kvinnor;2005;1134.3;5518
0128 Salem;kvinnor;2006;1186.7;5657
0128 Salem;kvinnor;2007;1265.9;5804
0128 Salem;kvinnor;2008;1327.9;5867
0128 Salem;kvinnor;2009;1376.7;5941
0128 Salem;kvinnor;2010;1412.1;5995
0128 Salem;kvinnor;2011;1478.4;6151
0128 Salem;kvinnor;2012;1555.3;6225
0128 Salem;kvinnor;2013;1620.9;6273
0128 Salem;kvinnor;2014;1648.3;6315
0128 Salem;kvinnor;2015;1718.9;6427
0128 Salem;kvinnor;2016;1792.0;6515
0128 Salem;kvinnor;2017;1865.7;6546
0128 Salem;kvinnor;2018;1917.5;6553
0128 Salem;kvinnor;2019;1963.6;6561
0136 Haninge;män;1991;4091.5;24628
0136 Haninge;män;1992;4119.5;24832
0136 Haninge;män;1993;4213.0;24641
0136 Haninge;män;1994;4278.1;24831
0136 Haninge;män;1995;4447.2;25138
0136 Haninge;män;1996;4610.9;25347
0136 Haninge;män;1997;4796.1;25643
0136 Haninge;män;1998;5080.1;25982
0136 Haninge;män;1999;5414.2;26370
0136 Haninge;män;2000;5845.6;26845
0136 Haninge;män;2001;6226.6;27283
0136 Haninge;män;2002;6430.0;27516
0136 Haninge;män;2003;6551.8;27784
0136 Haninge;män;2004;6666.7;27787
0136 Haninge;män;2005;6850.0;27988
0136 Haninge;män;2006;7135.7;28641
0136 Haninge;män;2007;7445.7;29067
0136 Haninge;män;2008;7884.6;29623
0136 Haninge;män;2009;7991.3;30222
0136 Haninge;män;2010;8213.3;30662
0136 Haninge;män;2011;8620.3;31328
0136 Haninge;män;2012;8989.6;31750
0136 Haninge;män;2013;9363.4;32377
0136 Haninge;män;2014;9687.5;32939
0136 Haninge;män;2015;10191.8;33549
0136 Haninge;män;2016;10735.2;34280
0136 Haninge;män;2017;11313.3;35254
0136 Haninge;män;2018;11856.4;35892
0136 Haninge;män;2019;12414.7;36868
0136 Haninge;kvinnor;1991;2842.0;24555
0136 Haninge;kvinnor;1992;2934.5;24789
0136 Haninge;kvinnor;1993;3011.0;24582
0136 Haninge;kvinnor;1994;3132.6;24795
0136 Haninge;kvinnor;1995;3254.3;25234
0136 Haninge;kvinnor;1996;3384.5;25514
0136 Haninge;kvinnor;1997;3518.7;25795
0136 Haninge;kvinnor;1998;3738.7;26293
0136 Haninge;kvinnor;1999;4027.9;26718
0136 Haninge;kvinnor;2000;4308.9;27242
0136 Haninge;kvinnor;2001;4598.6;27631
0136 Haninge;kvinnor;2002;4819.7;27911
0136 Haninge;kvinnor;2003;4978.3;28101
0136 Haninge;kvinnor;2004;5097.1;28218
0136 Haninge;kvinnor;2005;5255.3;28465
0136 Haninge;kvinnor;2006;5458.8;28903
0136 Haninge;kvinnor;2007;5711.9;29281
0136 Haninge;kvinnor;2008;6021.1;29817
0136 Haninge;kvinnor;2009;6236.0;30377
0136 Haninge;kvinnor;2010;6399.9;30722
0136 Haninge;kvinnor;2011;6643.0;31149
0136 Haninge;kvinnor;2012;6941.3;31551
0136 Haninge;kvinnor;2013;7233.1;32036
0136 Haninge;kvinnor;2014;7547.5;32480
0136 Haninge;kvinnor;2015;7886.0;32964
0136 Haninge;kvinnor;2016;8274.6;33525
0136 Haninge;kvinnor;2017;8720.6;34254
0136 Haninge;kvinnor;2018;9143.6;34967
0136 Haninge;kvinnor;2019;9558.6;35634
