Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2016/17

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel elever (%) behöriga till yrkesprogram;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;Andel elever (%) ej behöriga;
Jönköping;0680;Jönköpings län;06;Kommunal;Samtliga;1 175;83,4;82,5;81,1;79,6;16,6;
Jönköping;0680;Jönköpings län;06;Enskild;Samtliga;280;84,6;84,3;83,2;83,2;15,4;
Kalix;2514;Norrbottens län;25;Samtliga;Samtliga;178;83,1;82,6;80,3;77,5;16,9;
Kalix;2514;Norrbottens län;25;Kommunal;Samtliga;170;83,5;82,9;80,6;77,6;16,5;
Kalix;2514;Norrbottens län;25;Enskild;Samtliga;..;..;..;..;..;..;
Kalmar;0880;Kalmar län;08;Samtliga;Samtliga;695;85,9;85,3;84,3;83,6;14,1;
Kalmar;0880;Kalmar län;08;Kommunal;Samtliga;567;84,3;83,8;82,7;81,7;15,7;
Kalmar;0880;Kalmar län;08;Enskild;Samtliga;128;93,0;92,2;91,4;92,2;..;
Karlsborg;1446;Västra Götalands län;14;Samtliga;Samtliga;52;~100;~100;~100;~100;..;
Karlsborg;1446;Västra Götalands län;14;Kommunal;Samtliga;52;~100;~100;~100;~100;..;
Karlshamn;1082;Blekinge län;10;Samtliga;Samtliga;347;70,3;70,0;67,4;68,0;29,7;
Karlshamn;1082;Blekinge län;10;Kommunal;Samtliga;315;67,9;67,6;64,8;65,4;32,1;
Karlshamn;1082;Blekinge län;10;Enskild;Samtliga;32;~100;~100;~100;~100;..;
Karlskoga;1883;Örebro län;18;Samtliga;Samtliga;343;72,6;72,3;71,4;70,0;27,4;
Karlskoga;1883;Örebro län;18;Kommunal;Samtliga;343;72,6;72,3;71,4;70,0;27,4;
Karlskrona;1080;Blekinge län;10;Samtliga;Samtliga;710;82,4;82,0;81,4;80,4;17,6;
Karlskrona;1080;Blekinge län;10;Kommunal;Samtliga;504;77,8;77,2;76,4;75,2;22,2;
Karlskrona;1080;Blekinge län;10;Enskild;Samtliga;206;93,7;93,7;93,7;93,2;6,3;
Karlstad;1780;Värmlands län;17;Samtliga;Samtliga;920;87,6;87,3;86,5;86,4;12,4;
Karlstad;1780;Värmlands län;17;Kommunal;Samtliga;753;85,0;84,6;83,8;83,5;15,0;
Karlstad;1780;Värmlands län;17;Enskild;Samtliga;167;~100;~100;~100;~100;..;
Katrineholm;0483;Södermanlands län;04;Samtliga;Samtliga;441;79,4;78,9;77,8;75,1;20,6;
Katrineholm;0483;Södermanlands län;04;Kommunal;Samtliga;375;77,3;76,8;75,5;72,3;22,7;
Katrineholm;0483;Södermanlands län;04;Enskild;Samtliga;66;90,9;90,9;90,9;90,9;..;
Kil;1715;Värmlands län;17;Samtliga;Samtliga;135;88,9;88,9;86,7;80,7;11,1;
Kil;1715;Värmlands län;17;Kommunal;Samtliga;135;88,9;88,9;86,7;80,7;11,1;
Kinda;0513;Östergötlands län;05;Samtliga;Samtliga;88;89,8;89,8;87,5;88,6;..;
Kinda;0513;Östergötlands län;05;Kommunal;Samtliga;88;89,8;89,8;87,5;88,6;..;
Kiruna;2584;Norrbottens län;25;Samtliga;Samtliga;264;84,8;84,5;84,5;78,4;15,2;
Kiruna;2584;Norrbottens län;25;Kommunal;Samtliga;242;83,9;83,5;83,5;77,3;16,1;
Kiruna;2584;Norrbottens län;25;Enskild;Samtliga;22;~100;~100;~100;~100;..;
Klippan;1276;Skåne län;12;Samtliga;Samtliga;211;70,1;69,7;69,7;65,9;29,9;
Klippan;1276;Skåne län;12;Kommunal;Samtliga;175;71,4;70,9;70,9;67,4;28,6;
Klippan;1276;Skåne län;12;Enskild;Samtliga;36;63,9;63,9;63,9;58,3;36,1;
Knivsta;0330;Uppsala län;03;Samtliga;Samtliga;190;86,8;85,8;85,3;85,3;13,2;
Knivsta;0330;Uppsala län;03;Kommunal;Samtliga;180;87,2;86,1;85,6;85,6;12,8;
Knivsta;0330;Uppsala län;03;Enskild;Samtliga;10;..;..;..;..;..;
Kramfors;2282;Västernorrlands län;22;Samtliga;Samtliga;195;80,5;77,9;76,9;76,4;19,5;
Kramfors;2282;Västernorrlands län;22;Kommunal;Samtliga;195;80,5;77,9;76,9;76,4;19,5;
Kristianstad;1290;Skåne län;12;Samtliga;Samtliga;988;78,3;77,1;75,4;75,2;21,7;
Kristianstad;1290;Skåne län;12;Kommunal;Samtliga;894;77,3;76,3;74,4;74,3;22,7;
Kristianstad;1290;Skåne län;12;Enskild;Samtliga;94;88,3;85,1;85,1;84,0;11,7;
Kristinehamn;1781;Värmlands län;17;Samtliga;Samtliga;262;76,0;74,0;72,5;69,1;24,0;
Kristinehamn;1781;Värmlands län;17;Kommunal;Samtliga;262;76,0;74,0;72,5;69,1;24,0;
Krokom;2309;Jämtlands län;23;Samtliga;Samtliga;188;82,4;81,4;81,4;80,9;17,6;
Krokom;2309;Jämtlands län;23;Kommunal;Samtliga;188;82,4;81,4;81,4;80,9;17,6;
Kumla;1881;Örebro län;18;Samtliga;Samtliga;254;76,4;75,2;74,4;71,3;23,6;
Kumla;1881;Örebro län;18;Kommunal;Samtliga;254;76,4;75,2;74,4;71,3;23,6;
Kungsbacka;1384;Hallands län;13;Samtliga;Samtliga;1 105;87,3;86,7;85,6;85,6;12,7;
Kungsbacka;1384;Hallands län;13;Kommunal;Samtliga;1 011;86,3;85,6;84,5;84,6;13,7;
Kungsbacka;1384;Hallands län;13;Enskild;Samtliga;94;~100;~100;~100;~100;..;
Kungsör;1960;Västmanlands län;19;Samtliga;Samtliga;103;81,6;81,6;78,6;74,8;18,4;
Kungsör;1960;Västmanlands län;19;Kommunal;Samtliga;103;81,6;81,6;78,6;74,8;18,4;
Kungälv;1482;Västra Götalands län;14;Samtliga;Samtliga;495;87,9;87,7;86,9;86,9;12,1;
Kungälv;1482;Västra Götalands län;14;Kommunal;Samtliga;423;87,9;87,7;87,0;86,8;12,1;
Kungälv;1482;Västra Götalands län;14;Enskild;Samtliga;72;87,5;87,5;86,1;87,5;..;
Kävlinge;1261;Skåne län;12;Samtliga;Samtliga;342;89,2;87,7;86,8;85,7;10,8;
Kävlinge;1261;Skåne län;12;Kommunal;Samtliga;288;88,5;87,2;87,2;84,7;11,5;
Kävlinge;1261;Skåne län;12;Enskild;Samtliga;54;~100;90,7;85,2;90,7;..;
Köping;1983;Västmanlands län;19;Samtliga;Samtliga;258;88,8;86,4;83,3;76,0;11,2;
Köping;1983;Västmanlands län;19;Kommunal;Samtliga;258;88,8;86,4;83,3;76,0;11,2;
Laholm;1381;Hallands län;13;Samtliga;Samtliga;277;77,6;77,3;75,5;73,3;22,4;
Laholm;1381;Hallands län;13;Kommunal;Samtliga;277;77,6;77,3;75,5;73,3;22,4;
Landskrona;1282;Skåne län;12;Samtliga;Samtliga;503;78,9;78,1;77,3;75,7;21,1;
Landskrona;1282;Skåne län;12;Kommunal;Samtliga;386;76,7;75,6;74,9;72,5;23,3;
Landskrona;1282;Skåne län;12;Enskild;Samtliga;117;86,3;86,3;85,5;86,3;13,7;
Laxå;1860;Örebro län;18;Samtliga;Samtliga;67;64,2;64,2;64,2;59,7;35,8;
Laxå;1860;Örebro län;18;Kommunal;Samtliga;67;64,2;64,2;64,2;59,7;35,8;
Lekeberg;1814;Örebro län;18;Samtliga;Samtliga;64;92,2;92,2;92,2;92,2;..;
Lekeberg;1814;Örebro län;18;Kommunal;Samtliga;64;92,2;92,2;92,2;92,2;..;
Leksand;2029;Dalarnas län;20;Samtliga;Samtliga;162;82,1;82,1;81,5;81,5;17,9;
Leksand;2029;Dalarnas län;20;Kommunal;Samtliga;158;81,6;81,6;81,6;81,0;18,4;
Leksand;2029;Dalarnas län;20;Enskild;Samtliga;..;..;..;..;..;.;
Lerum;1441;Västra Götalands län;14;Samtliga;Samtliga;563;83,5;82,8;81,5;81,9;16,5;
Lerum;1441;Västra Götalands län;14;Kommunal;Samtliga;535;82,6;82,1;80,9;81,3;17,4;
Lerum;1441;Västra Götalands län;14;Enskild;Samtliga;28;100,0;~100;~100;~100;.;
Lessebo;0761;Kronobergs län;07;Samtliga;Samtliga;111;64,0;64,0;64,0;63,1;36,0;
Lessebo;0761;Kronobergs län;07;Kommunal;Samtliga;111;64,0;64,0;64,0;63,1;36,0;
Lidingö;0186;Stockholms län;01;Samtliga;Samtliga;516;96,1;95,9;95,5;95,5;3,9;
Lidingö;0186;Stockholms län;01;Kommunal;Samtliga;400;96,0;95,8;95,3;95,3;4,0;
Lidingö;0186;Stockholms län;01;Enskild;Samtliga;116;~100;~100;~100;~100;..;
Lidköping;1494;Västra Götalands län;14;Samtliga;Samtliga;457;82,9;82,3;81,8;80,1;17,1;
Lidköping;1494;Västra Götalands län;14;Kommunal;Samtliga;421;81,5;80,8;80,3;78,4;18,5;
Lidköping;1494;Västra Götalands län;14;Enskild;Samtliga;36;100,0;100,0;100,0;100,0;.;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;Samtliga;115;72,2;70,4;68,7;67,0;27,8;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;Samtliga;102;69,6;67,6;65,7;64,7;30,4;
Lilla Edet;1462;Västra Götalands län;14;Enskild;Samtliga;13;~100;~100;~100;~100;..;
Lindesberg;1885;Örebro län;18;Samtliga;Samtliga;242;70,7;69,8;69,0;64,9;29,3;
Lindesberg;1885;Örebro län;18;Kommunal;Samtliga;242;70,7;69,8;69,0;64,9;29,3;
Linköping;0580;Östergötlands län;05;Samtliga;Samtliga;1 669;82,9;82,3;80,7;79,9;17,1;
Linköping;0580;Östergötlands län;05;Kommunal;Samtliga;1 206;78,8;78,4;76,8;75,5;21,2;
Linköping;0580;Östergötlands län;05;Enskild;Samtliga;463;93,5;92,4;90,9;91,4;6,5;
Ljungby;0781;Kronobergs län;07;Samtliga;Samtliga;315;78,4;78,1;77,1;75,6;21,6;
Ljungby;0781;Kronobergs län;07;Kommunal;Samtliga;307;78,2;77,9;76,9;75,2;21,8;
Ljungby;0781;Kronobergs län;07;Enskild;Samtliga;..;..;..;..;..;..;
Ljusdal;2161;Gävleborgs län;21;Samtliga;Samtliga;199;80,9;80,9;80,4;80,4;19,1;
Ljusdal;2161;Gävleborgs län;21;Kommunal;Samtliga;166;80,1;80,1;79,5;79,5;19,9;
Ljusdal;2161;Gävleborgs län;21;Enskild;Samtliga;33;84,8;84,8;84,8;84,8;..;
Ljusnarsberg;1864;Örebro län;18;Samtliga;Samtliga;50;72,0;72,0;64,0;62,0;28,0;
Ljusnarsberg;1864;Örebro län;18;Kommunal;Samtliga;50;72,0;72,0;64,0;62,0;28,0;
Lomma;1262;Skåne län;12;Samtliga;Samtliga;301;93,4;92,4;92,0;91,7;6,6;
Lomma;1262;Skåne län;12;Kommunal;Samtliga;283;93,3;92,2;91,9;91,5;6,7;
Lomma;1262;Skåne län;12;Enskild;Samtliga;18;~100;~100;~100;~100;..;
Ludvika;2085;Dalarnas län;20;Samtliga;Samtliga;279;76,3;75,3;73,8;73,5;23,7;
Ludvika;2085;Dalarnas län;20;Kommunal;Samtliga;279;76,3;75,3;73,8;73,5;23,7;
Luleå;2580;Norrbottens län;25;Samtliga;Samtliga;769;88,0;87,9;86,3;87,1;12,0;
Luleå;2580;Norrbottens län;25;Kommunal;Samtliga;666;87,1;86,9;85,4;86,3;12,9;
Luleå;2580;Norrbottens län;25;Enskild;Samtliga;103;94,2;94,2;92,2;92,2;..;
Lund;1281;Skåne län;12;Samtliga;Samtliga;1 263;92,7;91,9;90,7;90,3;7,3;
Lund;1281;Skåne län;12;Kommunal;Samtliga;1 010;92,4;91,6;90,4;89,8;7,6;
Lund;1281;Skåne län;12;Enskild;Samtliga;253;93,7;93,3;92,1;92,5;6,3;
Lycksele;2481;Västerbottens län;24;Samtliga;Samtliga;134;90,3;88,1;79,9;83,6;9,7;
Lycksele;2481;Västerbottens län;24;Kommunal;Samtliga;134;90,3;88,1;79,9;83,6;9,7;
Lysekil;1484;Västra Götalands län;14;Samtliga;Samtliga;166;80,1;78,3;77,7;76,5;19,9;
Lysekil;1484;Västra Götalands län;14;Kommunal;Samtliga;166;80,1;78,3;77,7;76,5;19,9;
Malmö;1280;Skåne län;12;Samtliga;Samtliga;2 845;76,3;75,6;73,6;73,1;23,7;
Malmö;1280;Skåne län;12;Kommunal;Samtliga;2 321;73,1;72,4;70,4;69,6;26,9;
Malmö;1280;Skåne län;12;Enskild;Samtliga;524;92,0;91,2;89,3;90,3;8,0;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;Samtliga;97;91,8;91,8;91,8;91,8;..;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;Samtliga;97;91,8;91,8;91,8;91,8;..;
Malå;2418;Västerbottens län;24;Samtliga;Samtliga;39;69,2;69,2;66,7;69,2;30,8;
Malå;2418;Västerbottens län;24;Kommunal;Samtliga;39;69,2;69,2;66,7;69,2;30,8;
Mariestad;1493;Västra Götalands län;14;Samtliga;Samtliga;259;81,9;81,9;81,5;78,8;18,1;
Mariestad;1493;Västra Götalands län;14;Kommunal;Samtliga;197;78,7;78,7;78,7;75,1;21,3;
Mariestad;1493;Västra Götalands län;14;Enskild;Samtliga;62;91,9;91,9;90,3;90,3;..;
Mark;1463;Västra Götalands län;14;Samtliga;Samtliga;445;79,3;76,6;74,4;73,9;20,7;
Mark;1463;Västra Götalands län;14;Kommunal;Samtliga;425;78,4;76,0;73,6;73,2;21,6;
Mark;1463;Västra Götalands län;14;Enskild;Samtliga;20;100,0;~100;~100;~100;.;
Markaryd;0767;Kronobergs län;07;Samtliga;Samtliga;123;72,4;72,4;69,1;72,4;27,6;
Markaryd;0767;Kronobergs län;07;Kommunal;Samtliga;123;72,4;72,4;69,1;72,4;27,6;
Mellerud;1461;Västra Götalands län;14;Samtliga;Samtliga;92;72,8;71,7;70,7;67,4;27,2;
Mellerud;1461;Västra Götalands län;14;Kommunal;Samtliga;92;72,8;71,7;70,7;67,4;27,2;
Mjölby;0586;Östergötlands län;05;Samtliga;Samtliga;257;79,8;78,6;76,7;77,0;20,2;
Mjölby;0586;Östergötlands län;05;Kommunal;Samtliga;257;79,8;78,6;76,7;77,0;20,2;
Mora;2062;Dalarnas län;20;Samtliga;Samtliga;202;77,2;76,7;75,2;75,7;22,8;
Mora;2062;Dalarnas län;20;Kommunal;Samtliga;202;77,2;76,7;75,2;75,7;22,8;
Motala;0583;Östergötlands län;05;Samtliga;Samtliga;451;81,8;80,3;80,3;77,4;18,2;
Motala;0583;Östergötlands län;05;Kommunal;Samtliga;370;79,5;78,4;78,4;75,1;20,5;
Motala;0583;Östergötlands län;05;Enskild;Samtliga;81;92,6;88,9;88,9;87,7;..;
Mullsjö;0642;Jönköpings län;06;Samtliga;Samtliga;72;87,5;86,1;86,1;84,7;..;
Mullsjö;0642;Jönköpings län;06;Kommunal;Samtliga;72;87,5;86,1;86,1;84,7;..;
Munkedal;1430;Västra Götalands län;14;Samtliga;Samtliga;115;71,3;68,7;66,1;68,7;28,7;
Munkedal;1430;Västra Götalands län;14;Kommunal;Samtliga;115;71,3;68,7;66,1;68,7;28,7;
Munkfors;1762;Värmlands län;17;Samtliga;Samtliga;40;75,0;75,0;72,5;67,5;25,0;
Munkfors;1762;Värmlands län;17;Kommunal;Samtliga;40;75,0;75,0;72,5;67,5;25,0;
Mölndal;1481;Västra Götalands län;14;Samtliga;Samtliga;666;87,8;87,1;85,6;84,8;12,2;
Mölndal;1481;Västra Götalands län;14;Kommunal;Samtliga;587;86,7;86,0;84,5;83,8;13,3;
Mölndal;1481;Västra Götalands län;14;Enskild;Samtliga;79;~100;~100;93,7;92,4;..;
Mönsterås;0861;Kalmar län;08;Samtliga;Samtliga;153;68,6;67,3;66,7;64,7;31,4;
Mönsterås;0861;Kalmar län;08;Kommunal;Samtliga;153;68,6;67,3;66,7;64,7;31,4;
Mörbylånga;0840;Kalmar län;08;Samtliga;Samtliga;172;90,1;87,8;87,8;87,2;9,9;
Mörbylånga;0840;Kalmar län;08;Kommunal;Samtliga;133;87,2;84,2;84,2;83,5;12,8;
Mörbylånga;0840;Kalmar län;08;Enskild;Samtliga;39;100,0;100,0;100,0;100,0;.;
Nacka;0182;Stockholms län;01;Samtliga;Samtliga;1 261;94,0;93,5;92,9;91,7;6,0;
Nacka;0182;Stockholms län;01;Kommunal;Samtliga;810;94,3;93,7;93,2;91,4;5,7;
Nacka;0182;Stockholms län;01;Enskild;Samtliga;451;93,3;93,1;92,2;92,2;6,7;
Nora;1884;Örebro län;18;Samtliga;Samtliga;114;86,0;82,5;80,7;78,1;14,0;
Nora;1884;Örebro län;18;Kommunal;Samtliga;114;86,0;82,5;80,7;78,1;14,0;
Norberg;1962;Västmanlands län;19;Samtliga;Samtliga;69;56,5;56,5;55,1;52,2;43,5;
Norberg;1962;Västmanlands län;19;Kommunal;Samtliga;69;56,5;56,5;55,1;52,2;43,5;
Nordanstig;2132;Gävleborgs län;21;Samtliga;Samtliga;68;76,5;63,2;58,8;63,2;23,5;
Nordanstig;2132;Gävleborgs län;21;Kommunal;Samtliga;62;74,2;59,7;54,8;59,7;25,8;
Nordanstig;2132;Gävleborgs län;21;Enskild;Samtliga;..;..;..;..;..;.;
Nordmaling;2401;Västerbottens län;24;Samtliga;Samtliga;76;78,9;77,6;77,6;75,0;21,1;
Nordmaling;2401;Västerbottens län;24;Kommunal;Samtliga;76;78,9;77,6;77,6;75,0;21,1;
Norrköping;0581;Östergötlands län;05;Samtliga;Samtliga;1 520;78,5;77,8;76,1;75,0;21,5;
Norrköping;0581;Östergötlands län;05;Kommunal;Samtliga;1 086;73,8;73,1;71,1;70,2;26,2;
Norrköping;0581;Östergötlands län;05;Enskild;Samtliga;434;90,3;89,6;88,5;87,1;9,7;
Norrtälje;0188;Stockholms län;01;Samtliga;Samtliga;628;83,0;82,2;80,3;79,8;17,0;
Norrtälje;0188;Stockholms län;01;Kommunal;Samtliga;531;80,8;80,0;78,2;77,6;19,2;
Norrtälje;0188;Stockholms län;01;Enskild;Samtliga;97;94,8;93,8;91,8;91,8;..;
Norsjö;2417;Västerbottens län;24;Samtliga;Samtliga;53;67,9;67,9;67,9;64,2;32,1;
Norsjö;2417;Västerbottens län;24;Kommunal;Samtliga;53;67,9;67,9;67,9;64,2;32,1;
Nybro;0881;Kalmar län;08;Samtliga;Samtliga;228;70,6;69,3;68,4;68,9;29,4;
Nybro;0881;Kalmar län;08;Kommunal;Samtliga;228;70,6;69,3;68,4;68,9;29,4;
Nykvarn;0140;Stockholms län;01;Samtliga;Samtliga;145;93,8;93,8;92,4;93,1;..;
Nykvarn;0140;Stockholms län;01;Kommunal;Samtliga;145;93,8;93,8;92,4;93,1;..;
Nyköping;0480;Södermanlands län;04;Samtliga;Samtliga;638;79,5;78,4;75,9;75,1;20,5;
Nyköping;0480;Södermanlands län;04;Kommunal;Samtliga;454;75,8;74,4;71,1;70,3;24,2;
Nyköping;0480;Södermanlands län;04;Enskild;Samtliga;184;88,6;88,0;87,5;87,0;11,4;
Nynäshamn;0192;Stockholms län;01;Samtliga;Samtliga;272;82,0;80,9;78,3;80,1;18,0;
Nynäshamn;0192;Stockholms län;01;Kommunal;Samtliga;272;82,0;80,9;78,3;80,1;18,0;
Nässjö;0682;Jönköpings län;06;Samtliga;Samtliga;350;77,1;76,3;74,6;72,0;22,9;
Nässjö;0682;Jönköpings län;06;Kommunal;Samtliga;350;77,1;76,3;74,6;72,0;22,9;
Ockelbo;2101;Gävleborgs län;21;Samtliga;Samtliga;48;85,4;85,4;85,4;85,4;..;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Samtliga;48;85,4;85,4;85,4;85,4;..;
Olofström;1060;Blekinge län;10;Samtliga;Samtliga;121;87,6;86,8;86,8;82,6;12,4;
Olofström;1060;Blekinge län;10;Kommunal;Samtliga;121;87,6;86,8;86,8;82,6;12,4;
Orsa;2034;Dalarnas län;20;Samtliga;Samtliga;78;87,2;85,9;85,9;83,3;12,8;
Orsa;2034;Dalarnas län;20;Kommunal;Samtliga;78;87,2;85,9;85,9;83,3;12,8;
Orust;1421;Västra Götalands län;14;Samtliga;Samtliga;161;82,0;82,0;78,3;81,4;18,0;
Orust;1421;Västra Götalands län;14;Kommunal;Samtliga;161;82,0;82,0;78,3;81,4;18,0;
Osby;1273;Skåne län;12;Samtliga;Samtliga;136;77,2;76,5;72,1;71,3;22,8;
Osby;1273;Skåne län;12;Kommunal;Samtliga;136;77,2;76,5;72,1;71,3;22,8;
Oskarshamn;0882;Kalmar län;08;Samtliga;Samtliga;307;82,1;81,4;80,5;77,5;17,9;
Oskarshamn;0882;Kalmar län;08;Kommunal;Samtliga;307;82,1;81,4;80,5;77,5;17,9;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Samtliga;131;78,6;77,9;77,9;77,9;21,4;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Samtliga;131;78,6;77,9;77,9;77,9;21,4;
Oxelösund;0481;Södermanlands län;04;Samtliga;Samtliga;85;82,4;82,4;81,2;82,4;17,6;
Oxelösund;0481;Södermanlands län;04;Kommunal;Samtliga;85;82,4;82,4;81,2;82,4;17,6;
Pajala;2521;Norrbottens län;25;Samtliga;Samtliga;69;59,4;59,4;56,5;58,0;40,6;
Pajala;2521;Norrbottens län;25;Kommunal;Samtliga;64;57,8;57,8;54,7;56,3;42,2;
Pajala;2521;Norrbottens län;25;Enskild;Samtliga;..;..;..;..;..;..;
Partille;1402;Västra Götalands län;14;Samtliga;Samtliga;448;88,6;88,4;87,1;85,7;11,4;
Partille;1402;Västra Götalands län;14;Kommunal;Samtliga;429;88,1;87,9;86,5;85,1;11,9;
Partille;1402;Västra Götalands län;14;Enskild;Samtliga;19;100,0;100,0;100,0;100,0;.;
Perstorp;1275;Skåne län;12;Samtliga;Samtliga;87;57,5;56,3;55,2;48,3;42,5;
Perstorp;1275;Skåne län;12;Kommunal;Samtliga;87;57,5;56,3;55,2;48,3;42,5;
Piteå;2581;Norrbottens län;25;Samtliga;Samtliga;483;88,8;88,6;88,2;87,2;11,2;
Piteå;2581;Norrbottens län;25;Kommunal;Samtliga;483;88,8;88,6;88,2;87,2;11,2;
Ragunda;2303;Jämtlands län;23;Samtliga;Samtliga;69;59,4;56,5;56,5;56,5;40,6;
Ragunda;2303;Jämtlands län;23;Kommunal;Samtliga;69;59,4;56,5;56,5;56,5;40,6;
Robertsfors;2409;Västerbottens län;24;Samtliga;Samtliga;63;77,8;76,2;76,2;73,0;22,2;
Robertsfors;2409;Västerbottens län;24;Kommunal;Samtliga;63;77,8;76,2;76,2;73,0;22,2;
Ronneby;1081;Blekinge län;10;Samtliga;Samtliga;295;75,3;75,3;74,2;72,2;24,7;
Ronneby;1081;Blekinge län;10;Kommunal;Samtliga;273;74,7;74,7;74,0;71,4;25,3;
Ronneby;1081;Blekinge län;10;Enskild;Samtliga;22;~100;~100;77,3;~100;..;
Rättvik;2031;Dalarnas län;20;Samtliga;Samtliga;108;95,4;93,5;91,7;88,9;..;
Rättvik;2031;Dalarnas län;20;Kommunal;Samtliga;108;95,4;93,5;91,7;88,9;..;
Sala;1981;Västmanlands län;19;Samtliga;Samtliga;206;83,5;82,5;78,6;80,6;16,5;
Sala;1981;Västmanlands län;19;Kommunal;Samtliga;206;83,5;82,5;78,6;80,6;16,5;
Salem;0128;Stockholms län;01;Samtliga;Samtliga;208;91,8;91,3;91,3;90,4;8,2;
Salem;0128;Stockholms län;01;Kommunal;Samtliga;181;91,2;91,2;91,2;90,6;8,8;
Salem;0128;Stockholms län;01;Enskild;Samtliga;27;~100;~100;~100;~100;..;
Sandviken;2181;Gävleborgs län;21;Samtliga;Samtliga;441;73,5;71,7;67,3;66,9;26,5;
Sandviken;2181;Gävleborgs län;21;Kommunal;Samtliga;403;71,7;69,7;65,0;65,0;28,3;
Sandviken;2181;Gävleborgs län;21;Enskild;Samtliga;38;~100;~100;~100;86,8;..;
Sigtuna;0191;Stockholms län;01;Samtliga;Samtliga;553;80,7;79,4;78,0;78,0;19,3;
Sigtuna;0191;Stockholms län;01;Kommunal;Samtliga;377;75,3;73,7;72,1;72,4;24,7;
Sigtuna;0191;Stockholms län;01;Enskild;Samtliga;176;95,6;94,9;94,2;93,4;..;
Simrishamn;1291;Skåne län;12;Samtliga;Samtliga;215;77,2;76,7;76,3;73,0;22,8;
Simrishamn;1291;Skåne län;12;Kommunal;Samtliga;161;75,8;75,2;74,5;71,4;24,2;
Simrishamn;1291;Skåne län;12;Enskild;Samtliga;54;81,5;81,5;81,5;77,8;18,5;
Sjöbo;1265;Skåne län;12;Samtliga;Samtliga;178;78,1;77,5;75,8;74,2;21,9;
Sjöbo;1265;Skåne län;12;Kommunal;Samtliga;172;78,5;77,9;77,9;76,7;21,5;
Sjöbo;1265;Skåne län;12;Enskild;Samtliga;..;..;..;..;.;..;
Skara;1495;Västra Götalands län;14;Samtliga;Samtliga;231;79,7;78,4;74,9;76,6;20,3;
Skara;1495;Västra Götalands län;14;Kommunal;Samtliga;196;78,1;76,5;72,4;75,0;21,9;
Skara;1495;Västra Götalands län;14;Enskild;Samtliga;35;~100;~100;~100;85,7;..;
Skellefteå;2482;Västerbottens län;24;Samtliga;Samtliga;789;86,8;86,2;85,4;84,3;13,2;
Skellefteå;2482;Västerbottens län;24;Kommunal;Samtliga;765;87,1;86,4;85,6;84,4;12,9;
Skellefteå;2482;Västerbottens län;24;Enskild;Samtliga;24;79,2;79,2;79,2;79,2;..;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;Samtliga;42;66,7;59,5;57,1;50,0;33,3;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;Samtliga;42;66,7;59,5;57,1;50,0;33,3;
Skurup;1264;Skåne län;12;Samtliga;Samtliga;173;87,9;85,0;82,7;84,4;12,1;
Skurup;1264;Skåne län;12;Kommunal;Samtliga;173;87,9;85,0;82,7;84,4;12,1;
Skövde;1496;Västra Götalands län;14;Samtliga;Samtliga;565;83,2;81,2;80,5;78,2;16,8;
Skövde;1496;Västra Götalands län;14;Kommunal;Samtliga;564;83,3;81,4;80,7;78,4;16,7;
Skövde;1496;Västra Götalands län;14;Enskild;Samtliga;..;.;.;.;.;..;
Smedjebacken;2061;Dalarnas län;20;Samtliga;Samtliga;86;74,4;72,1;68,6;70,9;25,6;
Smedjebacken;2061;Dalarnas län;20;Kommunal;Samtliga;86;74,4;72,1;68,6;70,9;25,6;
Sollefteå;2283;Västernorrlands län;22;Samtliga;Samtliga;240;74,6;72,1;70,8;71,3;25,4;
Sollefteå;2283;Västernorrlands län;22;Kommunal;Samtliga;240;74,6;72,1;70,8;71,3;25,4;
Sollentuna;0163;Stockholms län;01;Samtliga;Samtliga;923;90,9;90,6;89,5;89,5;9,1;
Sollentuna;0163;Stockholms län;01;Kommunal;Samtliga;707;90,1;89,8;88,4;89,0;9,9;
Sollentuna;0163;Stockholms län;01;Enskild;Samtliga;216;93,5;93,1;93,1;91,2;6,5;
Solna;0184;Stockholms län;01;Samtliga;Samtliga;442;84,4;83,5;79,6;80,1;15,6;
Solna;0184;Stockholms län;01;Kommunal;Samtliga;284;84,9;84,2;79,2;79,6;15,1;
