Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2016/17

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel elever (%) behöriga till yrkesprogram;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;Andel elever (%) ej behöriga;
Solna;0184;Stockholms län;01;Enskild;Samtliga;158;83,5;82,3;80,4;81,0;16,5;
Sorsele;2422;Västerbottens län;24;Samtliga;Samtliga;34;82,4;79,4;79,4;79,4;..;
Sorsele;2422;Västerbottens län;24;Kommunal;Samtliga;34;82,4;79,4;79,4;79,4;..;
Sotenäs;1427;Västra Götalands län;14;Samtliga;Samtliga;96;79,2;74,0;70,8;68,8;20,8;
Sotenäs;1427;Västra Götalands län;14;Kommunal;Samtliga;96;79,2;74,0;70,8;68,8;20,8;
Staffanstorp;1230;Skåne län;12;Samtliga;Samtliga;296;89,5;89,5;88,5;87,5;10,5;
Staffanstorp;1230;Skåne län;12;Kommunal;Samtliga;296;89,5;89,5;88,5;87,5;10,5;
Stenungsund;1415;Västra Götalands län;14;Samtliga;Samtliga;300;81,0;80,7;79,3;80,3;19,0;
Stenungsund;1415;Västra Götalands län;14;Kommunal;Samtliga;285;81,4;81,1;79,6;80,7;18,6;
Stenungsund;1415;Västra Götalands län;14;Enskild;Samtliga;15;~100;~100;~100;~100;..;
Stockholm;0180;Stockholms län;01;Samtliga;Samtliga;8 994;86,9;86,3;85,1;84,6;13,1;
Stockholm;0180;Stockholms län;01;Kommunal;Samtliga;5 778;84,7;84,1;83,2;83,0;15,3;
Stockholm;0180;Stockholms län;01;Enskild;Samtliga;3 216;91,2;90,4;88,7;87,5;8,8;
Storfors;1760;Värmlands län;17;Samtliga;Samtliga;65;~100;~100;90,8;92,3;..;
Storfors;1760;Värmlands län;17;Kommunal;Samtliga;47;~100;~100;87,2;89,4;..;
Storfors;1760;Värmlands län;17;Enskild;Samtliga;18;100,0;100,0;100,0;100,0;.;
Storuman;2421;Västerbottens län;24;Samtliga;Samtliga;62;66,1;66,1;66,1;66,1;33,9;
Storuman;2421;Västerbottens län;24;Kommunal;Samtliga;62;66,1;66,1;66,1;66,1;33,9;
Strängnäs;0486;Södermanlands län;04;Samtliga;Samtliga;408;87,3;86,8;84,3;83,3;12,7;
Strängnäs;0486;Södermanlands län;04;Kommunal;Samtliga;224;80,8;79,9;75,9;74,6;19,2;
Strängnäs;0486;Södermanlands län;04;Enskild;Samtliga;184;95,1;95,1;94,6;94,0;..;
Strömstad;1486;Västra Götalands län;14;Samtliga;Samtliga;134;79,1;78,4;78,4;73,1;20,9;
Strömstad;1486;Västra Götalands län;14;Kommunal;Samtliga;134;79,1;78,4;78,4;73,1;20,9;
Strömsund;2313;Jämtlands län;23;Samtliga;Samtliga;130;78,5;77,7;72,3;70,0;21,5;
Strömsund;2313;Jämtlands län;23;Kommunal;Samtliga;130;78,5;77,7;72,3;70,0;21,5;
Sundbyberg;0183;Stockholms län;01;Samtliga;Samtliga;309;82,2;81,2;79,0;76,7;17,8;
Sundbyberg;0183;Stockholms län;01;Kommunal;Samtliga;163;73,6;73,0;69,9;66,9;26,4;
Sundbyberg;0183;Stockholms län;01;Enskild;Samtliga;146;91,8;90,4;89,0;87,7;8,2;
Sundsvall;2281;Västernorrlands län;22;Samtliga;Samtliga;1 086;81,6;81,0;79,9;76,7;18,4;
Sundsvall;2281;Västernorrlands län;22;Kommunal;Samtliga;747;75,0;74,3;72,8;68,5;25,0;
Sundsvall;2281;Västernorrlands län;22;Enskild;Samtliga;339;96,2;95,9;95,6;94,7;3,8;
Sunne;1766;Värmlands län;17;Samtliga;Samtliga;145;74,5;73,8;73,1;72,4;25,5;
Sunne;1766;Värmlands län;17;Kommunal;Samtliga;145;74,5;73,8;73,1;72,4;25,5;
Surahammar;1907;Västmanlands län;19;Samtliga;Samtliga;97;87,6;85,6;76,3;80,4;12,4;
Surahammar;1907;Västmanlands län;19;Kommunal;Samtliga;97;87,6;85,6;76,3;80,4;12,4;
Svalöv;1214;Skåne län;12;Samtliga;Samtliga;154;74,0;72,7;69,5;66,9;26,0;
Svalöv;1214;Skåne län;12;Kommunal;Samtliga;114;72,8;71,1;68,4;65,8;27,2;
Svalöv;1214;Skåne län;12;Enskild;Samtliga;40;77,5;77,5;72,5;70,0;..;
Svedala;1263;Skåne län;12;Samtliga;Samtliga;254;92,1;90,6;89,0;88,2;7,9;
Svedala;1263;Skåne län;12;Kommunal;Samtliga;254;92,1;90,6;89,0;88,2;7,9;
Svenljunga;1465;Västra Götalands län;14;Samtliga;Samtliga;145;74,5;72,4;66,2;57,2;25,5;
Svenljunga;1465;Västra Götalands län;14;Kommunal;Samtliga;145;74,5;72,4;66,2;57,2;25,5;
Säffle;1785;Värmlands län;17;Samtliga;Samtliga;195;76,9;74,4;70,3;72,8;23,1;
Säffle;1785;Värmlands län;17;Kommunal;Samtliga;195;76,9;74,4;70,3;72,8;23,1;
Säter;2082;Dalarnas län;20;Samtliga;Samtliga;89;83,1;82,0;77,5;80,9;16,9;
Säter;2082;Dalarnas län;20;Kommunal;Samtliga;89;83,1;82,0;77,5;80,9;16,9;
Sävsjö;0684;Jönköpings län;06;Samtliga;Samtliga;127;73,2;72,4;71,7;71,7;26,8;
Sävsjö;0684;Jönköpings län;06;Kommunal;Samtliga;124;74,2;73,4;72,6;72,6;25,8;
Sävsjö;0684;Jönköpings län;06;Enskild;Samtliga;..;..;..;..;..;..;
Söderhamn;2182;Gävleborgs län;21;Samtliga;Samtliga;282;77,7;77,7;74,1;75,5;22,3;
Söderhamn;2182;Gävleborgs län;21;Kommunal;Samtliga;272;79,0;79,0;75,7;76,8;21,0;
Söderhamn;2182;Gävleborgs län;21;Enskild;Samtliga;10;..;..;..;..;..;
Söderköping;0582;Östergötlands län;05;Samtliga;Samtliga;164;81,1;78,7;78,7;77,4;18,9;
Söderköping;0582;Östergötlands län;05;Kommunal;Samtliga;149;80,5;77,9;77,9;76,5;19,5;
Söderköping;0582;Östergötlands län;05;Enskild;Samtliga;15;~100;~100;~100;~100;..;
Södertälje;0181;Stockholms län;01;Samtliga;Samtliga;1 056;83,3;81,6;79,0;78,7;16,7;
Södertälje;0181;Stockholms län;01;Kommunal;Samtliga;819;81,3;79,2;75,9;75,6;18,7;
Södertälje;0181;Stockholms län;01;Enskild;Samtliga;237;90,3;89,9;89,5;89,5;9,7;
Sölvesborg;1083;Blekinge län;10;Samtliga;Samtliga;177;80,8;79,7;77,4;78,5;19,2;
Sölvesborg;1083;Blekinge län;10;Kommunal;Samtliga;177;80,8;79,7;77,4;78,5;19,2;
Tanum;1435;Västra Götalands län;14;Samtliga;Samtliga;122;78,7;77,9;72,1;77,9;21,3;
Tanum;1435;Västra Götalands län;14;Kommunal;Samtliga;122;78,7;77,9;72,1;77,9;21,3;
Tibro;1472;Västra Götalands län;14;Samtliga;Samtliga;119;75,6;73,1;71,4;64,7;24,4;
Tibro;1472;Västra Götalands län;14;Kommunal;Samtliga;119;75,6;73,1;71,4;64,7;24,4;
Tidaholm;1498;Västra Götalands län;14;Samtliga;Samtliga;138;94,2;91,3;89,1;87,7;..;
Tidaholm;1498;Västra Götalands län;14;Kommunal;Samtliga;138;94,2;91,3;89,1;87,7;..;
Tierp;0360;Uppsala län;03;Samtliga;Samtliga;180;77,8;77,2;74,4;74,4;22,2;
Tierp;0360;Uppsala län;03;Kommunal;Samtliga;180;77,8;77,2;74,4;74,4;22,2;
Timrå;2262;Västernorrlands län;22;Samtliga;Samtliga;202;83,7;80,7;79,2;76,2;16,3;
Timrå;2262;Västernorrlands län;22;Kommunal;Samtliga;202;83,7;80,7;79,2;76,2;16,3;
Tingsryd;0763;Kronobergs län;07;Samtliga;Samtliga;137;71,5;70,1;65,0;69,3;28,5;
Tingsryd;0763;Kronobergs län;07;Kommunal;Samtliga;107;67,3;66,4;60,7;66,4;32,7;
Tingsryd;0763;Kronobergs län;07;Enskild;Samtliga;30;~100;83,3;80,0;80,0;..;
Tjörn;1419;Västra Götalands län;14;Samtliga;Samtliga;154;81,8;81,8;81,2;81,2;18,2;
Tjörn;1419;Västra Götalands län;14;Kommunal;Samtliga;154;81,8;81,8;81,2;81,2;18,2;
Tomelilla;1270;Skåne län;12;Samtliga;Samtliga;113;71,7;69,9;67,3;61,1;28,3;
Tomelilla;1270;Skåne län;12;Kommunal;Samtliga;113;71,7;69,9;67,3;61,1;28,3;
Torsby;1737;Värmlands län;17;Samtliga;Samtliga;136;85,3;85,3;83,8;80,9;14,7;
Torsby;1737;Värmlands län;17;Kommunal;Samtliga;136;85,3;85,3;83,8;80,9;14,7;
Torsås;0834;Kalmar län;08;Samtliga;Samtliga;76;85,5;84,2;82,9;78,9;14,5;
Torsås;0834;Kalmar län;08;Kommunal;Samtliga;76;85,5;84,2;82,9;78,9;14,5;
Tranemo;1452;Västra Götalands län;14;Samtliga;Samtliga;131;76,3;75,6;75,6;71,0;23,7;
Tranemo;1452;Västra Götalands län;14;Kommunal;Samtliga;131;76,3;75,6;75,6;71,0;23,7;
Tranås;0687;Jönköpings län;06;Samtliga;Samtliga;224;81,7;80,8;80,8;79,0;18,3;
Tranås;0687;Jönköpings län;06;Kommunal;Samtliga;224;81,7;80,8;80,8;79,0;18,3;
Trelleborg;1287;Skåne län;12;Samtliga;Samtliga;458;85,4;84,9;83,4;84,1;14,6;
Trelleborg;1287;Skåne län;12;Kommunal;Samtliga;405;84,7;84,4;83,0;83,5;15,3;
Trelleborg;1287;Skåne län;12;Enskild;Samtliga;53;90,6;88,7;86,8;88,7;..;
Trollhättan;1488;Västra Götalands län;14;Samtliga;Samtliga;743;80,3;79,8;79,0;77,0;19,7;
Trollhättan;1488;Västra Götalands län;14;Kommunal;Samtliga;624;78,5;78,0;77,1;75,0;21,5;
Trollhättan;1488;Västra Götalands län;14;Enskild;Samtliga;119;89,9;89,1;89,1;87,4;10,1;
Trosa;0488;Södermanlands län;04;Samtliga;Samtliga;148;86,5;85,8;82,4;83,1;13,5;
Trosa;0488;Södermanlands län;04;Kommunal;Samtliga;148;86,5;85,8;82,4;83,1;13,5;
Tyresö;0138;Stockholms län;01;Samtliga;Samtliga;544;84,0;83,3;80,7;80,9;16,0;
Tyresö;0138;Stockholms län;01;Kommunal;Samtliga;485;82,9;82,1;79,4;79,6;17,1;
Tyresö;0138;Stockholms län;01;Enskild;Samtliga;59;~100;~100;91,5;91,5;..;
Täby;0160;Stockholms län;01;Samtliga;Samtliga;1 149;92,8;92,1;91,7;90,7;7,2;
Täby;0160;Stockholms län;01;Kommunal;Samtliga;463;90,7;90,5;90,3;88,8;9,3;
Täby;0160;Stockholms län;01;Enskild;Samtliga;686;94,2;93,1;92,7;92,0;5,8;
Töreboda;1473;Västra Götalands län;14;Samtliga;Samtliga;94;63,8;62,8;60,6;60,6;36,2;
Töreboda;1473;Västra Götalands län;14;Kommunal;Samtliga;94;63,8;62,8;60,6;60,6;36,2;
Uddevalla;1485;Västra Götalands län;14;Samtliga;Samtliga;608;81,4;79,6;74,7;78,0;18,6;
Uddevalla;1485;Västra Götalands län;14;Kommunal;Samtliga;516;81,2;79,5;74,2;77,7;18,8;
Uddevalla;1485;Västra Götalands län;14;Enskild;Samtliga;92;82,6;80,4;77,2;79,3;17,4;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;Samtliga;251;76,9;75,7;74,5;68,9;23,1;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;Samtliga;251;76,9;75,7;74,5;68,9;23,1;
Umeå;2480;Västerbottens län;24;Samtliga;Samtliga;1 219;88,0;87,0;85,2;85,3;12,0;
Umeå;2480;Västerbottens län;24;Kommunal;Samtliga;962;87,0;86,0;84,4;84,3;13,0;
Umeå;2480;Västerbottens län;24;Enskild;Samtliga;257;91,8;91,1;88,3;89,1;8,2;
Upplands Väsby;0114;Stockholms län;01;Samtliga;Samtliga;482;80,9;80,7;78,6;79,0;19,1;
Upplands Väsby;0114;Stockholms län;01;Kommunal;Samtliga;295;75,6;75,6;72,9;73,6;24,4;
Upplands Väsby;0114;Stockholms län;01;Enskild;Samtliga;187;89,3;88,8;87,7;87,7;10,7;
Upplands-Bro;0139;Stockholms län;01;Samtliga;Samtliga;277;88,4;86,6;84,5;85,2;11,6;
Upplands-Bro;0139;Stockholms län;01;Kommunal;Samtliga;261;88,5;87,0;85,4;85,4;11,5;
Upplands-Bro;0139;Stockholms län;01;Enskild;Samtliga;16;~100;~100;68,8;~100;..;
Uppsala;0380;Uppsala län;03;Samtliga;Samtliga;2 321;83,7;83,0;81,6;80,4;16,3;
Uppsala;0380;Uppsala län;03;Kommunal;Samtliga;1 603;78,5;78,0;76,4;75,1;21,5;
Uppsala;0380;Uppsala län;03;Enskild;Samtliga;718;95,3;94,3;93,3;92,3;4,7;
Uppvidinge;0760;Kronobergs län;07;Samtliga;Samtliga;121;71,9;71,9;69,4;70,2;28,1;
Uppvidinge;0760;Kronobergs län;07;Kommunal;Samtliga;121;71,9;71,9;69,4;70,2;28,1;
Vadstena;0584;Östergötlands län;05;Samtliga;Samtliga;71;84,5;83,1;83,1;81,7;15,5;
Vadstena;0584;Östergötlands län;05;Kommunal;Samtliga;71;84,5;83,1;83,1;81,7;15,5;
Vaggeryd;0665;Jönköpings län;06;Samtliga;Samtliga;169;68,6;68,6;68,6;67,5;31,4;
Vaggeryd;0665;Jönköpings län;06;Kommunal;Samtliga;169;68,6;68,6;68,6;67,5;31,4;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;Samtliga;55;90,9;90,9;85,5;87,3;..;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;Samtliga;55;90,9;90,9;85,5;87,3;..;
Vallentuna;0115;Stockholms län;01;Samtliga;Samtliga;338;88,2;87,0;84,3;84,6;11,8;
Vallentuna;0115;Stockholms län;01;Kommunal;Samtliga;253;87,0;85,8;83,0;83,0;13,0;
Vallentuna;0115;Stockholms län;01;Enskild;Samtliga;85;91,8;90,6;88,2;89,4;..;
Vansbro;2021;Dalarnas län;20;Samtliga;Samtliga;103;66,0;65,0;63,1;64,1;34,0;
Vansbro;2021;Dalarnas län;20;Kommunal;Samtliga;103;66,0;65,0;63,1;64,1;34,0;
Vara;1470;Västra Götalands län;14;Samtliga;Samtliga;187;81,3;79,7;78,1;75,9;18,7;
Vara;1470;Västra Götalands län;14;Kommunal;Samtliga;187;81,3;79,7;78,1;75,9;18,7;
Varberg;1383;Hallands län;13;Samtliga;Samtliga;664;85,4;84,8;83,6;83,4;14,6;
Varberg;1383;Hallands län;13;Kommunal;Samtliga;625;84,6;84,0;82,7;82,6;15,4;
Varberg;1383;Hallands län;13;Enskild;Samtliga;39;~100;~100;~100;~100;..;
Vaxholm;0187;Stockholms län;01;Samtliga;Samtliga;120;94,2;94,2;88,3;94,2;..;
Vaxholm;0187;Stockholms län;01;Kommunal;Samtliga;120;94,2;94,2;88,3;94,2;..;
Vellinge;1233;Skåne län;12;Samtliga;Samtliga;463;96,5;96,1;95,9;95,5;3,5;
Vellinge;1233;Skåne län;12;Kommunal;Samtliga;313;95,5;95,2;94,9;94,2;4,5;
Vellinge;1233;Skåne län;12;Enskild;Samtliga;150;~100;~100;~100;~100;..;
Vetlanda;0685;Jönköpings län;06;Samtliga;Samtliga;341;77,4;76,8;75,4;74,5;22,6;
Vetlanda;0685;Jönköpings län;06;Kommunal;Samtliga;333;77,5;76,9;75,4;74,8;22,5;
Vetlanda;0685;Jönköpings län;06;Enskild;Samtliga;..;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Samtliga;Samtliga;97;83,5;83,5;82,5;80,4;16,5;
Vilhelmina;2462;Västerbottens län;24;Kommunal;Samtliga;91;84,6;84,6;83,5;81,3;15,4;
Vilhelmina;2462;Västerbottens län;24;Enskild;Samtliga;..;..;..;..;..;..;
Vimmerby;0884;Kalmar län;08;Samtliga;Samtliga;173;78,6;78,6;76,9;73,4;21,4;
Vimmerby;0884;Kalmar län;08;Kommunal;Samtliga;173;78,6;78,6;76,9;73,4;21,4;
Vindeln;2404;Västerbottens län;24;Samtliga;Samtliga;52;88,5;84,6;80,8;78,8;..;
Vindeln;2404;Västerbottens län;24;Kommunal;Samtliga;52;88,5;84,6;80,8;78,8;..;
Vingåker;0428;Södermanlands län;04;Samtliga;Samtliga;101;59,4;57,4;57,4;54,5;40,6;
Vingåker;0428;Södermanlands län;04;Kommunal;Samtliga;101;59,4;57,4;57,4;54,5;40,6;
Vårgårda;1442;Västra Götalands län;14;Samtliga;Samtliga;126;76,2;74,6;73,0;70,6;23,8;
Vårgårda;1442;Västra Götalands län;14;Kommunal;Samtliga;126;76,2;74,6;73,0;70,6;23,8;
Vänersborg;1487;Västra Götalands län;14;Samtliga;Samtliga;438;77,6;76,3;74,9;71,5;22,4;
Vänersborg;1487;Västra Götalands län;14;Kommunal;Samtliga;366;73,8;72,1;70,5;66,4;26,2;
Vänersborg;1487;Västra Götalands län;14;Enskild;Samtliga;72;~100;~100;~100;~100;..;
Vännäs;2460;Västerbottens län;24;Samtliga;Samtliga;72;77,8;73,6;72,2;72,2;22,2;
Vännäs;2460;Västerbottens län;24;Kommunal;Samtliga;72;77,8;73,6;72,2;72,2;22,2;
Värmdö;0120;Stockholms län;01;Samtliga;Samtliga;454;87,9;86,8;85,7;85,7;12,1;
Värmdö;0120;Stockholms län;01;Kommunal;Samtliga;402;86,3;85,1;83,8;83,8;13,7;
Värmdö;0120;Stockholms län;01;Enskild;Samtliga;52;100,0;100,0;100,0;100,0;.;
Värnamo;0683;Jönköpings län;06;Samtliga;Samtliga;402;85,3;85,1;84,8;84,3;14,7;
Värnamo;0683;Jönköpings län;06;Kommunal;Samtliga;402;85,3;85,1;84,8;84,3;14,7;
Västervik;0883;Kalmar län;08;Samtliga;Samtliga;352;71,6;70,7;69,6;68,5;28,4;
Västervik;0883;Kalmar län;08;Kommunal;Samtliga;297;71,7;70,7;69,7;68,0;28,3;
Västervik;0883;Kalmar län;08;Enskild;Samtliga;55;70,9;70,9;69,1;70,9;29,1;
Västerås;1980;Västmanlands län;19;Samtliga;Samtliga;1 587;79,6;78,4;76,9;75,2;20,4;
Västerås;1980;Västmanlands län;19;Kommunal;Samtliga;1 034;74,2;73,1;71,7;70,3;25,8;
Västerås;1980;Västmanlands län;19;Enskild;Samtliga;553;89,7;88,4;86,6;84,4;10,3;
Växjö;0780;Kronobergs län;07;Samtliga;Samtliga;955;84,6;83,5;81,0;82,0;15,4;
Växjö;0780;Kronobergs län;07;Kommunal;Samtliga;766;82,4;81,1;78,6;79,4;17,6;
Växjö;0780;Kronobergs län;07;Enskild;Samtliga;189;93,7;93,1;91,0;92,6;6,3;
Ydre;0512;Östergötlands län;05;Samtliga;Samtliga;43;72,1;72,1;72,1;72,1;27,9;
Ydre;0512;Östergötlands län;05;Kommunal;Samtliga;43;72,1;72,1;72,1;72,1;27,9;
Ystad;1286;Skåne län;12;Samtliga;Samtliga;344;89,8;89,2;89,0;89,2;10,2;
Ystad;1286;Skåne län;12;Kommunal;Samtliga;256;87,5;86,7;86,3;86,7;12,5;
Ystad;1286;Skåne län;12;Enskild;Samtliga;88;~100;~100;~100;~100;..;
Åmål;1492;Västra Götalands län;14;Samtliga;Samtliga;137;81,8;80,3;78,1;76,6;18,2;
Åmål;1492;Västra Götalands län;14;Kommunal;Samtliga;137;81,8;80,3;78,1;76,6;18,2;
Ånge;2260;Västernorrlands län;22;Samtliga;Samtliga;94;72,3;72,3;72,3;72,3;27,7;
Ånge;2260;Västernorrlands län;22;Kommunal;Samtliga;87;70,1;70,1;70,1;70,1;29,9;
Ånge;2260;Västernorrlands län;22;Enskild;Samtliga;..;..;..;..;..;.;
Åre;2321;Jämtlands län;23;Samtliga;Samtliga;116;76,7;75,0;75,0;72,4;23,3;
Åre;2321;Jämtlands län;23;Kommunal;Samtliga;116;76,7;75,0;75,0;72,4;23,3;
Årjäng;1765;Värmlands län;17;Samtliga;Samtliga;123;75,6;74,8;73,2;74,8;24,4;
Årjäng;1765;Värmlands län;17;Kommunal;Samtliga;123;75,6;74,8;73,2;74,8;24,4;
Åsele;2463;Västerbottens län;24;Samtliga;Samtliga;38;81,6;76,3;76,3;73,7;..;
Åsele;2463;Västerbottens län;24;Kommunal;Samtliga;38;81,6;76,3;76,3;73,7;..;
Åstorp;1277;Skåne län;12;Samtliga;Samtliga;163;76,7;74,2;69,3;73,0;23,3;
Åstorp;1277;Skåne län;12;Kommunal;Samtliga;163;76,7;74,2;69,3;73,0;23,3;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;Samtliga;113;76,1;75,2;75,2;67,3;23,9;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;Samtliga;113;76,1;75,2;75,2;67,3;23,9;
Älmhult;0765;Kronobergs län;07;Samtliga;Samtliga;167;72,5;71,9;70,1;70,7;27,5;
Älmhult;0765;Kronobergs län;07;Kommunal;Samtliga;167;72,5;71,9;70,1;70,7;27,5;
Älvdalen;2039;Dalarnas län;20;Samtliga;Samtliga;66;84,8;84,8;84,8;83,3;15,2;
Älvdalen;2039;Dalarnas län;20;Kommunal;Samtliga;66;84,8;84,8;84,8;83,3;15,2;
Älvkarleby;0319;Uppsala län;03;Samtliga;Samtliga;100;71,0;70,0;65,0;65,0;29,0;
Älvkarleby;0319;Uppsala län;03;Kommunal;Samtliga;41;68,3;65,9;63,4;63,4;31,7;
Älvkarleby;0319;Uppsala län;03;Enskild;Samtliga;59;72,9;72,9;66,1;66,1;27,1;
Älvsbyn;2560;Norrbottens län;25;Samtliga;Samtliga;89;94,4;94,4;94,4;94,4;..;
Älvsbyn;2560;Norrbottens län;25;Kommunal;Samtliga;89;94,4;94,4;94,4;94,4;..;
Ängelholm;1292;Skåne län;12;Samtliga;Samtliga;415;86,3;85,5;84,8;83,1;13,7;
Ängelholm;1292;Skåne län;12;Kommunal;Samtliga;415;86,3;85,5;84,8;83,1;13,7;
Öckerö;1407;Västra Götalands län;14;Samtliga;Samtliga;184;81,5;77,7;73,9;77,2;18,5;
Öckerö;1407;Västra Götalands län;14;Kommunal;Samtliga;161;80,1;76,4;72,7;75,8;19,9;
Öckerö;1407;Västra Götalands län;14;Enskild;Samtliga;23;~100;~100;~100;~100;..;
Ödeshög;0509;Östergötlands län;05;Samtliga;Samtliga;47;85,1;85,1;80,9;85,1;..;
Ödeshög;0509;Östergötlands län;05;Kommunal;Samtliga;47;85,1;85,1;80,9;85,1;..;
Örebro;1880;Örebro län;18;Samtliga;Samtliga;1 606;84,1;83,7;82,9;82,5;15,9;
Örebro;1880;Örebro län;18;Kommunal;Samtliga;1 169;80,1;79,8;79,0;78,5;19,9;
Örebro;1880;Örebro län;18;Enskild;Samtliga;437;95,0;94,3;93,4;93,1;5,0;
Örkelljunga;1257;Skåne län;12;Samtliga;Samtliga;92;68,5;66,3;64,1;64,1;31,5;
Örkelljunga;1257;Skåne län;12;Kommunal;Samtliga;78;69,2;67,9;65,4;66,7;30,8;
Örkelljunga;1257;Skåne län;12;Enskild;Samtliga;14;..;..;..;..;..;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;Samtliga;584;87,2;86,8;86,1;86,1;12,8;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;Samtliga;563;88,1;87,7;87,0;87,0;11,9;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;Samtliga;21;61,9;61,9;61,9;61,9;..;
Östersund;2380;Jämtlands län;23;Samtliga;Samtliga;612;80,9;80,6;77,9;78,4;19,1;
Östersund;2380;Jämtlands län;23;Kommunal;Samtliga;485;77,7;77,3;74,8;75,1;22,3;
Östersund;2380;Jämtlands län;23;Enskild;Samtliga;127;92,9;92,9;89,8;91,3;..;
Österåker;0117;Stockholms län;01;Samtliga;Samtliga;412;92,0;91,7;90,5;89,8;8,0;
Österåker;0117;Stockholms län;01;Kommunal;Samtliga;304;91,1;90,8;89,8;88,2;8,9;
Österåker;0117;Stockholms län;01;Enskild;Samtliga;108;94,4;94,4;92,6;94,4;..;
Östhammar;0382;Uppsala län;03;Samtliga;Samtliga;210;79,0;79,0;78,6;74,8;21,0;
Östhammar;0382;Uppsala län;03;Kommunal;Samtliga;210;79,0;79,0;78,6;74,8;21,0;
Östra Göinge;1256;Skåne län;12;Samtliga;Samtliga;150;74,0;72,0;70,7;69,3;26,0;
Östra Göinge;1256;Skåne län;12;Kommunal;Samtliga;137;73,0;71,5;70,1;68,6;27,0;
Östra Göinge;1256;Skåne län;12;Enskild;Samtliga;13;~100;~100;~100;~100;..;
Överkalix;2513;Norrbottens län;25;Samtliga;Samtliga;30;80,0;80,0;80,0;73,3;..;
Överkalix;2513;Norrbottens län;25;Kommunal;Samtliga;25;76,0;76,0;76,0;68,0;..;
Överkalix;2513;Norrbottens län;25;Enskild;Samtliga;..;..;..;..;..;.;
Övertorneå;2518;Norrbottens län;25;Samtliga;Samtliga;66;68,2;66,7;66,7;66,7;31,8;
Övertorneå;2518;Norrbottens län;25;Kommunal;Samtliga;50;58,0;58,0;58,0;58,0;42,0;
Övertorneå;2518;Norrbottens län;25;Enskild;Samtliga;16;100,0;~100;~100;~100;.;
Ale;1440;Västra Götalands län;14;Samtliga;Flickor;127;89,0;88,2;86,6;85,8;11,0;
Ale;1440;Västra Götalands län;14;Kommunal;Flickor;112;87,5;86,6;84,8;84,8;12,5;
Ale;1440;Västra Götalands län;14;Enskild;Flickor;..;100,0;100,0;100,0;~100;.;
Alingsås;1489;Västra Götalands län;14;Samtliga;Flickor;211;90,0;89,1;88,2;86,7;10,0;
Alingsås;1489;Västra Götalands län;14;Kommunal;Flickor;155;86,5;85,2;84,5;83,9;13,5;
Alingsås;1489;Västra Götalands län;14;Enskild;Flickor;56;100,0;100,0;~100;~100;.;
Alvesta;0764;Kronobergs län;07;Samtliga;Flickor;109;79,8;78,9;78,9;77,1;20,2;
Alvesta;0764;Kronobergs län;07;Kommunal;Flickor;109;79,8;78,9;78,9;77,1;20,2;
Aneby;0604;Jönköpings län;06;Samtliga;Flickor;30;76,7;76,7;76,7;76,7;..;
Aneby;0604;Jönköpings län;06;Kommunal;Flickor;30;76,7;76,7;76,7;76,7;..;
Arboga;1984;Västmanlands län;19;Samtliga;Flickor;73;84,9;83,6;82,2;76,7;15,1;
Arboga;1984;Västmanlands län;19;Kommunal;Flickor;73;84,9;83,6;82,2;76,7;15,1;
Arjeplog;2506;Norrbottens län;25;Samtliga;Flickor;..;..;..;..;..;.;
Arjeplog;2506;Norrbottens län;25;Kommunal;Flickor;..;..;..;..;..;.;
Arvidsjaur;2505;Norrbottens län;25;Samtliga;Flickor;30;76,7;76,7;73,3;56,7;..;
Arvidsjaur;2505;Norrbottens län;25;Kommunal;Flickor;30;76,7;76,7;73,3;56,7;..;
Arvika;1784;Värmlands län;17;Samtliga;Flickor;125;88,8;88,8;88,8;83,2;11,2;
Arvika;1784;Värmlands län;17;Kommunal;Flickor;100;86,0;86,0;86,0;79,0;14,0;
Arvika;1784;Värmlands län;17;Enskild;Flickor;..;100,0;100,0;100,0;100,0;.;
Askersund;1882;Örebro län;18;Samtliga;Flickor;53;~100;~100;~100;~100;..;
Askersund;1882;Örebro län;18;Kommunal;Flickor;53;~100;~100;~100;~100;..;
