Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2018/19

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel elever (%) behöriga till yrkesprogram;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;Andel elever (%) ej behöriga;
Klippan;1276;Skåne län;12;Kommunal;Samtliga;195;74,9;74,4;70,8;71,8;25,1;
Knivsta;0330;Uppsala län;03;Samtliga;Samtliga;232;86,6;85,8;84,1;83,2;13,4;
Knivsta;0330;Uppsala län;03;Kommunal;Samtliga;199;88,9;87,9;85,9;85,4;11,1;
Knivsta;0330;Uppsala län;03;Enskild;Samtliga;33;72,7;72,7;72,7;69,7;..;
Kramfors;2282;Västernorrlands län;22;Samtliga;Samtliga;226;72,1;71,7;69,9;71,7;27,9;
Kramfors;2282;Västernorrlands län;22;Kommunal;Samtliga;226;72,1;71,7;69,9;71,7;27,9;
Kristianstad;1290;Skåne län;12;Samtliga;Samtliga;964;80,5;79,6;77,4;75,5;19,5;
Kristianstad;1290;Skåne län;12;Kommunal;Samtliga;878;79,5;78,7;76,9;74,6;20,5;
Kristianstad;1290;Skåne län;12;Enskild;Samtliga;86;90,7;88,4;82,6;84,9;..;
Kristinehamn;1781;Värmlands län;17;Samtliga;Samtliga;242;74,0;73,1;72,7;68,6;26,0;
Kristinehamn;1781;Värmlands län;17;Kommunal;Samtliga;242;74,0;73,1;72,7;68,6;26,0;
Krokom;2309;Jämtlands län;23;Samtliga;Samtliga;174;88,5;87,4;86,2;85,6;11,5;
Krokom;2309;Jämtlands län;23;Kommunal;Samtliga;174;88,5;87,4;86,2;85,6;11,5;
Kumla;1881;Örebro län;18;Samtliga;Samtliga;238;76,9;75,2;73,5;73,1;23,1;
Kumla;1881;Örebro län;18;Kommunal;Samtliga;238;76,9;75,2;73,5;73,1;23,1;
Kungsbacka;1384;Hallands län;13;Samtliga;Samtliga;1 160;90,1;89,5;88,9;87,8;9,9;
Kungsbacka;1384;Hallands län;13;Kommunal;Samtliga;1 041;89,0;88,4;87,7;86,6;11,0;
Kungsbacka;1384;Hallands län;13;Enskild;Samtliga;119;~100;~100;~100;~100;..;
Kungsör;1960;Västmanlands län;19;Samtliga;Samtliga;89;75,3;71,9;70,8;61,8;24,7;
Kungsör;1960;Västmanlands län;19;Kommunal;Samtliga;89;75,3;71,9;70,8;61,8;24,7;
Kungälv;1482;Västra Götalands län;14;Samtliga;Samtliga;518;85,7;85,1;83,6;83,4;14,3;
Kungälv;1482;Västra Götalands län;14;Kommunal;Samtliga;437;84,2;83,5;81,9;82,4;15,8;
Kungälv;1482;Västra Götalands län;14;Enskild;Samtliga;81;93,8;93,8;92,6;88,9;..;
Kävlinge;1261;Skåne län;12;Samtliga;Samtliga;390;91,5;91,0;89,5;88,7;8,5;
Kävlinge;1261;Skåne län;12;Kommunal;Samtliga;336;90,2;89,6;88,4;87,2;9,8;
Kävlinge;1261;Skåne län;12;Enskild;Samtliga;54;100,0;100,0;~100;~100;.;
Köping;1983;Västmanlands län;19;Samtliga;Samtliga;272;86,8;84,9;82,7;75,0;13,2;
Köping;1983;Västmanlands län;19;Kommunal;Samtliga;272;86,8;84,9;82,7;75,0;13,2;
Laholm;1381;Hallands län;13;Samtliga;Samtliga;284;75,0;73,9;71,5;69,7;25,0;
Laholm;1381;Hallands län;13;Kommunal;Samtliga;284;75,0;73,9;71,5;69,7;25,0;
Landskrona;1282;Skåne län;12;Samtliga;Samtliga;510;85,7;85,3;84,1;82,7;14,3;
Landskrona;1282;Skåne län;12;Kommunal;Samtliga;360;82,8;82,2;80,6;79,2;17,2;
Landskrona;1282;Skåne län;12;Enskild;Samtliga;150;92,7;92,7;92,7;91,3;7,3;
Laxå;1860;Örebro län;18;Samtliga;Samtliga;54;75,9;75,9;75,9;64,8;24,1;
Laxå;1860;Örebro län;18;Kommunal;Samtliga;54;75,9;75,9;75,9;64,8;24,1;
Lekeberg;1814;Örebro län;18;Samtliga;Samtliga;91;80,2;78,0;75,8;74,7;19,8;
Lekeberg;1814;Örebro län;18;Kommunal;Samtliga;91;80,2;78,0;75,8;74,7;19,8;
Leksand;2029;Dalarnas län;20;Samtliga;Samtliga;197;79,2;79,2;78,2;79,2;20,8;
Leksand;2029;Dalarnas län;20;Kommunal;Samtliga;182;78,6;78,6;77,5;78,6;21,4;
Leksand;2029;Dalarnas län;20;Enskild;Samtliga;15;~100;~100;~100;~100;..;
Lerum;1441;Västra Götalands län;14;Samtliga;Samtliga;531;89,8;88,5;86,8;86,1;10,2;
Lerum;1441;Västra Götalands län;14;Kommunal;Samtliga;504;89,3;87,9;86,1;85,5;10,7;
Lerum;1441;Västra Götalands län;14;Enskild;Samtliga;27;100,0;100,0;100,0;~100;.;
Lessebo;0761;Kronobergs län;07;Samtliga;Samtliga;91;68,1;65,9;65,9;63,7;31,9;
Lessebo;0761;Kronobergs län;07;Kommunal;Samtliga;91;68,1;65,9;65,9;63,7;31,9;
Lidingö;0186;Stockholms län;01;Samtliga;Samtliga;561;93,9;93,2;92,9;92,2;6,1;
Lidingö;0186;Stockholms län;01;Kommunal;Samtliga;413;93,2;92,5;92,5;91,5;6,8;
Lidingö;0186;Stockholms län;01;Enskild;Samtliga;148;95,9;95,3;93,9;93,9;..;
Lidköping;1494;Västra Götalands län;14;Samtliga;Samtliga;491;88,2;87,2;86,4;85,3;11,8;
Lidköping;1494;Västra Götalands län;14;Kommunal;Samtliga;454;87,9;86,8;86,1;85,2;12,1;
Lidköping;1494;Västra Götalands län;14;Enskild;Samtliga;37;~100;~100;~100;86,5;..;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;Samtliga;123;72,4;67,5;66,7;65,9;27,6;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;Samtliga;113;69,9;64,6;63,7;62,8;30,1;
Lilla Edet;1462;Västra Götalands län;14;Enskild;Samtliga;10;100,0;100,0;100,0;100,0;.;
Lindesberg;1885;Örebro län;18;Samtliga;Samtliga;266;69,9;69,2;68,8;65,4;30,1;
Lindesberg;1885;Örebro län;18;Kommunal;Samtliga;266;69,9;69,2;68,8;65,4;30,1;
Linköping;0580;Östergötlands län;05;Samtliga;Samtliga;1 769;83,4;82,2;80,8;78,7;16,6;
Linköping;0580;Östergötlands län;05;Kommunal;Samtliga;1 286;80,2;78,8;77,3;75,0;19,8;
Linköping;0580;Östergötlands län;05;Enskild;Samtliga;483;91,9;91,3;90,1;88,6;8,1;
Ljungby;0781;Kronobergs län;07;Samtliga;Samtliga;323;83,3;83,0;82,7;78,9;16,7;
Ljungby;0781;Kronobergs län;07;Kommunal;Samtliga;288;83,0;82,6;82,3;78,5;17,0;
Ljungby;0781;Kronobergs län;07;Enskild;Samtliga;35;85,7;85,7;85,7;82,9;..;
Ljusdal;2161;Gävleborgs län;21;Samtliga;Samtliga;228;80,7;80,3;78,9;77,6;19,3;
Ljusdal;2161;Gävleborgs län;21;Kommunal;Samtliga;194;78,9;78,4;77,8;75,8;21,1;
Ljusdal;2161;Gävleborgs län;21;Enskild;Samtliga;34;~100;~100;85,3;~100;..;
Ljusnarsberg;1864;Örebro län;18;Samtliga;Samtliga;49;69,4;61,2;59,2;57,1;30,6;
Ljusnarsberg;1864;Örebro län;18;Kommunal;Samtliga;49;69,4;61,2;59,2;57,1;30,6;
Lomma;1262;Skåne län;12;Samtliga;Samtliga;383;95,8;94,5;93,7;94,3;4,2;
Lomma;1262;Skåne län;12;Kommunal;Samtliga;357;95,5;94,1;93,3;93,8;4,5;
Lomma;1262;Skåne län;12;Enskild;Samtliga;26;100,0;100,0;100,0;100,0;.;
Ludvika;2085;Dalarnas län;20;Samtliga;Samtliga;292;85,6;81,5;76,7;78,1;14,4;
Ludvika;2085;Dalarnas län;20;Kommunal;Samtliga;292;85,6;81,5;76,7;78,1;14,4;
Luleå;2580;Norrbottens län;25;Samtliga;Samtliga;782;88,0;87,5;86,7;86,2;12,0;
Luleå;2580;Norrbottens län;25;Kommunal;Samtliga;675;87,1;86,7;85,9;85,2;12,9;
Luleå;2580;Norrbottens län;25;Enskild;Samtliga;107;93,5;92,5;91,6;92,5;..;
Lund;1281;Skåne län;12;Samtliga;Samtliga;1 538;89,3;88,9;88,1;87,3;10,7;
Lund;1281;Skåne län;12;Kommunal;Samtliga;1 178;87,5;86,9;86,2;85,3;12,5;
Lund;1281;Skåne län;12;Enskild;Samtliga;360;95,2;95,2;94,6;94,0;4,8;
Lycksele;2481;Västerbottens län;24;Samtliga;Samtliga;104;83,7;83,7;83,7;83,7;16,3;
Lycksele;2481;Västerbottens län;24;Kommunal;Samtliga;104;83,7;83,7;83,7;83,7;16,3;
Lysekil;1484;Västra Götalands län;14;Samtliga;Samtliga;114;85,1;84,2;77,2;73,7;14,9;
Lysekil;1484;Västra Götalands län;14;Kommunal;Samtliga;114;85,1;84,2;77,2;73,7;14,9;
Malmö;1280;Skåne län;12;Samtliga;Samtliga;2 985;78,8;77,9;76,0;76,3;21,2;
Malmö;1280;Skåne län;12;Kommunal;Samtliga;2 400;75,8;74,7;72,9;72,9;24,2;
Malmö;1280;Skåne län;12;Enskild;Samtliga;585;92,4;92,0;89,8;91,5;7,6;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;Samtliga;99;82,8;82,8;82,8;82,8;17,2;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;Samtliga;99;82,8;82,8;82,8;82,8;17,2;
Malå;2418;Västerbottens län;24;Samtliga;Samtliga;40;82,5;82,5;72,5;82,5;..;
Malå;2418;Västerbottens län;24;Kommunal;Samtliga;40;82,5;82,5;72,5;82,5;..;
Mariestad;1493;Västra Götalands län;14;Samtliga;Samtliga;284;87,7;85,6;85,2;83,1;12,3;
Mariestad;1493;Västra Götalands län;14;Kommunal;Samtliga;221;85,5;82,8;82,8;80,1;14,5;
Mariestad;1493;Västra Götalands län;14;Enskild;Samtliga;63;~100;~100;~100;~100;..;
Mark;1463;Västra Götalands län;14;Samtliga;Samtliga;448;82,1;80,8;79,0;79,2;17,9;
Mark;1463;Västra Götalands län;14;Kommunal;Samtliga;411;81,8;80,8;79,1;79,3;18,2;
Mark;1463;Västra Götalands län;14;Enskild;Samtliga;37;86,5;81,1;78,4;78,4;..;
Markaryd;0767;Kronobergs län;07;Samtliga;Samtliga;106;68,9;68,9;67,9;67,0;31,1;
Markaryd;0767;Kronobergs län;07;Kommunal;Samtliga;106;68,9;68,9;67,9;67,0;31,1;
Mellerud;1461;Västra Götalands län;14;Samtliga;Samtliga;120;79,2;73,3;72,5;65,0;20,8;
Mellerud;1461;Västra Götalands län;14;Kommunal;Samtliga;120;79,2;73,3;72,5;65,0;20,8;
Mjölby;0586;Östergötlands län;05;Samtliga;Samtliga;288;76,0;74,7;70,8;70,8;24,0;
Mjölby;0586;Östergötlands län;05;Kommunal;Samtliga;288;76,0;74,7;70,8;70,8;24,0;
Mora;2062;Dalarnas län;20;Samtliga;Samtliga;215;76,3;76,3;73,0;75,8;23,7;
Mora;2062;Dalarnas län;20;Kommunal;Samtliga;215;76,3;76,3;73,0;75,8;23,7;
Motala;0583;Östergötlands län;05;Samtliga;Samtliga;520;87,1;86,3;84,6;82,7;12,9;
Motala;0583;Östergötlands län;05;Kommunal;Samtliga;448;86,2;85,9;84,4;82,1;13,8;
Motala;0583;Östergötlands län;05;Enskild;Samtliga;72;93,1;88,9;86,1;86,1;..;
Mullsjö;0642;Jönköpings län;06;Samtliga;Samtliga;93;92,5;86,0;84,9;84,9;..;
Mullsjö;0642;Jönköpings län;06;Kommunal;Samtliga;93;92,5;86,0;84,9;84,9;..;
Munkedal;1430;Västra Götalands län;14;Samtliga;Samtliga;113;71,7;69,9;68,1;66,4;28,3;
Munkedal;1430;Västra Götalands län;14;Kommunal;Samtliga;113;71,7;69,9;68,1;66,4;28,3;
Munkfors;1762;Värmlands län;17;Samtliga;Samtliga;37;86,5;86,5;86,5;83,8;..;
Munkfors;1762;Värmlands län;17;Kommunal;Samtliga;37;86,5;86,5;86,5;83,8;..;
Mölndal;1481;Västra Götalands län;14;Samtliga;Samtliga;739;85,0;83,9;82,4;81,7;15,0;
Mölndal;1481;Västra Götalands län;14;Kommunal;Samtliga;668;84,4;83,4;81,9;81,1;15,6;
Mölndal;1481;Västra Götalands län;14;Enskild;Samtliga;71;90,1;88,7;87,3;87,3;..;
Mönsterås;0861;Kalmar län;08;Samtliga;Samtliga;136;71,3;70,6;69,1;69,9;28,7;
Mönsterås;0861;Kalmar län;08;Kommunal;Samtliga;136;71,3;70,6;69,1;69,9;28,7;
Mörbylånga;0840;Kalmar län;08;Samtliga;Samtliga;167;90,4;90,4;89,8;88,6;9,6;
Mörbylånga;0840;Kalmar län;08;Kommunal;Samtliga;111;86,5;86,5;85,6;83,8;13,5;
Mörbylånga;0840;Kalmar län;08;Enskild;Samtliga;56;~100;~100;~100;~100;..;
Nacka;0182;Stockholms län;01;Samtliga;Samtliga;1 434;94,6;94,0;92,5;92,3;5,4;
Nacka;0182;Stockholms län;01;Kommunal;Samtliga;946;94,2;93,6;91,9;91,4;5,8;
Nacka;0182;Stockholms län;01;Enskild;Samtliga;488;95,3;94,9;93,9;94,1;4,7;
Nora;1884;Örebro län;18;Samtliga;Samtliga;116;77,6;76,7;75,9;70,7;22,4;
Nora;1884;Örebro län;18;Kommunal;Samtliga;116;77,6;76,7;75,9;70,7;22,4;
Norberg;1962;Västmanlands län;19;Samtliga;Samtliga;57;68,4;66,7;61,4;64,9;31,6;
Norberg;1962;Västmanlands län;19;Kommunal;Samtliga;57;68,4;66,7;61,4;64,9;31,6;
Nordanstig;2132;Gävleborgs län;21;Samtliga;Samtliga;77;92,2;89,6;88,3;89,6;..;
Nordanstig;2132;Gävleborgs län;21;Kommunal;Samtliga;74;91,9;89,2;87,8;89,2;..;
Nordanstig;2132;Gävleborgs län;21;Enskild;Samtliga;..;..;..;..;..;.;
Nordmaling;2401;Västerbottens län;24;Samtliga;Samtliga;73;80,8;80,8;80,8;80,8;19,2;
Nordmaling;2401;Västerbottens län;24;Kommunal;Samtliga;73;80,8;80,8;80,8;80,8;19,2;
Norrköping;0581;Östergötlands län;05;Samtliga;Samtliga;1 548;80,8;80,3;79,7;78,2;19,2;
Norrköping;0581;Östergötlands län;05;Kommunal;Samtliga;1 092;77,0;76,7;76,0;74,4;23,0;
Norrköping;0581;Östergötlands län;05;Enskild;Samtliga;456;89,9;88,8;88,6;87,5;10,1;
Norrtälje;0188;Stockholms län;01;Samtliga;Samtliga;589;83,9;82,7;80,6;81,2;16,1;
Norrtälje;0188;Stockholms län;01;Kommunal;Samtliga;473;82,0;81,4;79,3;79,9;18,0;
Norrtälje;0188;Stockholms län;01;Enskild;Samtliga;116;91,4;87,9;86,2;86,2;8,6;
Norsjö;2417;Västerbottens län;24;Samtliga;Samtliga;37;~100;~100;~100;86,5;..;
Norsjö;2417;Västerbottens län;24;Kommunal;Samtliga;37;~100;~100;~100;86,5;..;
Nybro;0881;Kalmar län;08;Samtliga;Samtliga;212;78,8;78,3;75,9;75,0;21,2;
Nybro;0881;Kalmar län;08;Kommunal;Samtliga;212;78,8;78,3;75,9;75,0;21,2;
Nykvarn;0140;Stockholms län;01;Samtliga;Samtliga;169;94,7;93,5;93,5;92,3;..;
Nykvarn;0140;Stockholms län;01;Kommunal;Samtliga;169;94,7;93,5;93,5;92,3;..;
Nyköping;0480;Södermanlands län;04;Samtliga;Samtliga;680;84,0;82,4;80,1;77,1;16,0;
Nyköping;0480;Södermanlands län;04;Kommunal;Samtliga;449;79,3;77,7;75,5;70,8;20,7;
Nyköping;0480;Södermanlands län;04;Enskild;Samtliga;231;93,1;91,3;89,2;89,2;6,9;
Nynäshamn;0192;Stockholms län;01;Samtliga;Samtliga;255;86,7;85,5;83,1;81,6;13,3;
Nynäshamn;0192;Stockholms län;01;Kommunal;Samtliga;255;86,7;85,5;83,1;81,6;13,3;
Nässjö;0682;Jönköpings län;06;Samtliga;Samtliga;357;78,2;77,3;75,9;74,5;21,8;
Nässjö;0682;Jönköpings län;06;Kommunal;Samtliga;357;78,2;77,3;75,9;74,5;21,8;
Ockelbo;2101;Gävleborgs län;21;Samtliga;Samtliga;66;83,3;83,3;81,8;81,8;16,7;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Samtliga;66;83,3;83,3;81,8;81,8;16,7;
Olofström;1060;Blekinge län;10;Samtliga;Samtliga;141;85,1;83,7;82,3;80,1;14,9;
Olofström;1060;Blekinge län;10;Kommunal;Samtliga;141;85,1;83,7;82,3;80,1;14,9;
Orsa;2034;Dalarnas län;20;Samtliga;Samtliga;70;82,9;80,0;77,1;75,7;17,1;
Orsa;2034;Dalarnas län;20;Kommunal;Samtliga;70;82,9;80,0;77,1;75,7;17,1;
Orust;1421;Västra Götalands län;14;Samtliga;Samtliga;127;83,5;80,3;75,6;78,7;16,5;
Orust;1421;Västra Götalands län;14;Kommunal;Samtliga;120;83,3;80,0;75,0;78,3;16,7;
Orust;1421;Västra Götalands län;14;Enskild;Samtliga;..;..;..;..;..;..;
Osby;1273;Skåne län;12;Samtliga;Samtliga;153;76,5;76,5;65,4;75,8;23,5;
Osby;1273;Skåne län;12;Kommunal;Samtliga;153;76,5;76,5;65,4;75,8;23,5;
Oskarshamn;0882;Kalmar län;08;Samtliga;Samtliga;302;86,4;85,8;85,4;83,4;13,6;
Oskarshamn;0882;Kalmar län;08;Kommunal;Samtliga;302;86,4;85,8;85,4;83,4;13,6;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Samtliga;99;83,8;83,8;83,8;80,8;16,2;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Samtliga;99;83,8;83,8;83,8;80,8;16,2;
Oxelösund;0481;Södermanlands län;04;Samtliga;Samtliga;109;78,9;75,2;66,1;68,8;21,1;
Oxelösund;0481;Södermanlands län;04;Kommunal;Samtliga;109;78,9;75,2;66,1;68,8;21,1;
Pajala;2521;Norrbottens län;25;Samtliga;Samtliga;65;72,3;70,8;70,8;70,8;27,7;
Pajala;2521;Norrbottens län;25;Kommunal;Samtliga;57;70,2;68,4;68,4;68,4;29,8;
Pajala;2521;Norrbottens län;25;Enskild;Samtliga;..;..;..;..;..;..;
Partille;1402;Västra Götalands län;14;Samtliga;Samtliga;487;84,2;83,6;82,3;79,7;15,8;
Partille;1402;Västra Götalands län;14;Kommunal;Samtliga;469;83,6;82,9;81,7;78,9;16,4;
Partille;1402;Västra Götalands län;14;Enskild;Samtliga;18;100,0;100,0;100,0;100,0;.;
Perstorp;1275;Skåne län;12;Samtliga;Samtliga;79;72,2;70,9;67,1;65,8;27,8;
Perstorp;1275;Skåne län;12;Kommunal;Samtliga;79;72,2;70,9;67,1;65,8;27,8;
Piteå;2581;Norrbottens län;25;Samtliga;Samtliga;472;92,4;92,2;91,3;90,5;7,6;
Piteå;2581;Norrbottens län;25;Kommunal;Samtliga;472;92,4;92,2;91,3;90,5;7,6;
Ragunda;2303;Jämtlands län;23;Samtliga;Samtliga;61;75,4;75,4;63,9;75,4;24,6;
Ragunda;2303;Jämtlands län;23;Kommunal;Samtliga;61;75,4;75,4;63,9;75,4;24,6;
Robertsfors;2409;Västerbottens län;24;Samtliga;Samtliga;53;~100;~100;90,6;90,6;..;
Robertsfors;2409;Västerbottens län;24;Kommunal;Samtliga;53;~100;~100;90,6;90,6;..;
Ronneby;1081;Blekinge län;10;Samtliga;Samtliga;291;76,3;74,6;74,2;73,2;23,7;
Ronneby;1081;Blekinge län;10;Kommunal;Samtliga;268;75,4;74,3;73,9;73,1;24,6;
Ronneby;1081;Blekinge län;10;Enskild;Samtliga;23;~100;78,3;78,3;73,9;..;
Rättvik;2031;Dalarnas län;20;Samtliga;Samtliga;115;88,7;86,1;84,3;81,7;11,3;
Rättvik;2031;Dalarnas län;20;Kommunal;Samtliga;115;88,7;86,1;84,3;81,7;11,3;
Sala;1981;Västmanlands län;19;Samtliga;Samtliga;253;83,0;79,8;78,7;78,3;17,0;
Sala;1981;Västmanlands län;19;Kommunal;Samtliga;253;83,0;79,8;78,7;78,3;17,0;
Salem;0128;Stockholms län;01;Samtliga;Samtliga;214;91,1;89,7;88,3;86,4;8,9;
Salem;0128;Stockholms län;01;Kommunal;Samtliga;188;91,0;89,9;88,3;86,2;9,0;
Salem;0128;Stockholms län;01;Enskild;Samtliga;26;~100;~100;~100;~100;..;
Sandviken;2181;Gävleborgs län;21;Samtliga;Samtliga;452;73,7;73,0;70,4;69,9;26,3;
Sandviken;2181;Gävleborgs län;21;Kommunal;Samtliga;433;72,5;71,8;69,1;68,6;27,5;
Sandviken;2181;Gävleborgs län;21;Enskild;Samtliga;19;100,0;100,0;100,0;100,0;.;
Sigtuna;0191;Stockholms län;01;Samtliga;Samtliga;584;88,7;88,2;86,9;87,8;11,3;
Sigtuna;0191;Stockholms län;01;Kommunal;Samtliga;414;85,3;84,5;83,1;84,1;14,7;
Sigtuna;0191;Stockholms län;01;Enskild;Samtliga;170;~100;~100;~100;~100;..;
Simrishamn;1291;Skåne län;12;Samtliga;Samtliga;205;77,1;76,6;76,6;76,1;22,9;
Simrishamn;1291;Skåne län;12;Kommunal;Samtliga;155;72,3;72,3;72,3;71,6;27,7;
Simrishamn;1291;Skåne län;12;Enskild;Samtliga;50;~100;90,0;90,0;90,0;..;
Sjöbo;1265;Skåne län;12;Samtliga;Samtliga;76;77,6;77,6;76,3;71,1;22,4;
Sjöbo;1265;Skåne län;12;Kommunal;Samtliga;72;77,8;77,8;76,4;73,6;22,2;
Sjöbo;1265;Skåne län;12;Enskild;Samtliga;..;..;..;..;..;..;
Skara;1495;Västra Götalands län;14;Samtliga;Samtliga;216;86,1;83,8;79,2;78,7;13,9;
Skara;1495;Västra Götalands län;14;Kommunal;Samtliga;180;83,9;81,1;75,6;76,1;16,1;
Skara;1495;Västra Götalands län;14;Enskild;Samtliga;36;~100;~100;~100;~100;..;
Skellefteå;2482;Västerbottens län;24;Samtliga;Samtliga;783;83,3;82,2;80,7;80,5;16,7;
Skellefteå;2482;Västerbottens län;24;Kommunal;Samtliga;760;83,0;82,1;80,9;80,4;17,0;
Skellefteå;2482;Västerbottens län;24;Enskild;Samtliga;23;~100;~100;73,9;~100;..;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;Samtliga;51;80,4;76,5;76,5;68,6;19,6;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;Samtliga;51;80,4;76,5;76,5;68,6;19,6;
Skurup;1264;Skåne län;12;Samtliga;Samtliga;137;81,8;80,3;76,6;78,1;18,2;
Skurup;1264;Skåne län;12;Kommunal;Samtliga;137;81,8;80,3;76,6;78,1;18,2;
Skövde;1496;Västra Götalands län;14;Samtliga;Samtliga;589;86,6;85,9;84,9;82,9;13,4;
Skövde;1496;Västra Götalands län;14;Kommunal;Samtliga;584;86,6;86,0;85,1;82,9;13,4;
Skövde;1496;Västra Götalands län;14;Enskild;Samtliga;..;..;..;..;..;..;
Smedjebacken;2061;Dalarnas län;20;Samtliga;Samtliga;97;89,7;88,7;84,5;87,6;10,3;
Smedjebacken;2061;Dalarnas län;20;Kommunal;Samtliga;97;89,7;88,7;84,5;87,6;10,3;
Sollefteå;2283;Västernorrlands län;22;Samtliga;Samtliga;214;74,3;73,8;73,8;72,0;25,7;
Sollefteå;2283;Västernorrlands län;22;Kommunal;Samtliga;214;74,3;73,8;73,8;72,0;25,7;
Sollentuna;0163;Stockholms län;01;Samtliga;Samtliga;1 029;91,5;90,9;89,7;90,0;8,5;
Sollentuna;0163;Stockholms län;01;Kommunal;Samtliga;741;91,8;91,2;90,6;90,3;8,2;
Sollentuna;0163;Stockholms län;01;Enskild;Samtliga;288;91,0;89,9;87,5;89,2;9,0;
Solna;0184;Stockholms län;01;Samtliga;Samtliga;487;85,6;83,6;81,1;81,9;14,4;
Solna;0184;Stockholms län;01;Kommunal;Samtliga;316;87,3;85,4;82,6;83,9;12,7;
Solna;0184;Stockholms län;01;Enskild;Samtliga;171;82,5;80,1;78,4;78,4;17,5;
Sorsele;2422;Västerbottens län;24;Samtliga;Samtliga;30;70,0;66,7;66,7;66,7;..;
Sorsele;2422;Västerbottens län;24;Kommunal;Samtliga;30;70,0;66,7;66,7;66,7;..;
Sotenäs;1427;Västra Götalands län;14;Samtliga;Samtliga;63;87,3;87,3;84,1;84,1;..;
Sotenäs;1427;Västra Götalands län;14;Kommunal;Samtliga;63;87,3;87,3;84,1;84,1;..;
Staffanstorp;1230;Skåne län;12;Samtliga;Samtliga;290;92,4;91,7;91,4;91,7;7,6;
Staffanstorp;1230;Skåne län;12;Kommunal;Samtliga;290;92,4;91,7;91,4;91,7;7,6;
Stenungsund;1415;Västra Götalands län;14;Samtliga;Samtliga;348;85,3;84,2;83,3;83,0;14,7;
Stenungsund;1415;Västra Götalands län;14;Kommunal;Samtliga;329;85,1;83,9;83,0;82,7;14,9;
Stenungsund;1415;Västra Götalands län;14;Enskild;Samtliga;19;~100;~100;~100;~100;..;
Stockholm;0180;Stockholms län;01;Samtliga;Samtliga;9 740;89,1;88,5;87,4;86,6;10,9;
Stockholm;0180;Stockholms län;01;Kommunal;Samtliga;5 884;87,4;86,7;85,8;84,9;12,6;
Stockholm;0180;Stockholms län;01;Enskild;Samtliga;3 856;91,9;91,3;89,9;89,3;8,1;
Storfors;1760;Värmlands län;17;Samtliga;Samtliga;68;~100;~100;~100;~100;..;
Storfors;1760;Värmlands län;17;Kommunal;Samtliga;41;~100;~100;~100;~100;..;
Storfors;1760;Värmlands län;17;Enskild;Samtliga;27;100,0;100,0;100,0;100,0;.;
Storuman;2421;Västerbottens län;24;Samtliga;Samtliga;57;70,2;66,7;66,7;66,7;29,8;
Storuman;2421;Västerbottens län;24;Kommunal;Samtliga;57;70,2;66,7;66,7;66,7;29,8;
Strängnäs;0486;Södermanlands län;04;Samtliga;Samtliga;454;85,5;81,9;79,5;79,3;14,5;
Strängnäs;0486;Södermanlands län;04;Kommunal;Samtliga;252;78,2;74,2;71,0;69,4;21,8;
Strängnäs;0486;Södermanlands län;04;Enskild;Samtliga;202;94,6;91,6;90,1;91,6;5,4;
Strömstad;1486;Västra Götalands län;14;Samtliga;Samtliga;151;75,5;74,8;72,8;72,8;24,5;
Strömstad;1486;Västra Götalands län;14;Kommunal;Samtliga;151;75,5;74,8;72,8;72,8;24,5;
Strömsund;2313;Jämtlands län;23;Samtliga;Samtliga;130;83,1;80,0;79,2;76,9;16,9;
Strömsund;2313;Jämtlands län;23;Kommunal;Samtliga;130;83,1;80,0;79,2;76,9;16,9;
Sundbyberg;0183;Stockholms län;01;Samtliga;Samtliga;326;87,1;85,6;82,8;77,3;12,9;
Sundbyberg;0183;Stockholms län;01;Kommunal;Samtliga;184;83,7;82,6;78,8;76,1;16,3;
Sundbyberg;0183;Stockholms län;01;Enskild;Samtliga;142;91,5;89,4;88,0;78,9;8,5;
Sundsvall;2281;Västernorrlands län;22;Samtliga;Samtliga;1 197;83,6;83,0;81,0;78,2;16,4;
Sundsvall;2281;Västernorrlands län;22;Kommunal;Samtliga;845;78,0;77,2;74,7;72,0;22,0;
Sundsvall;2281;Västernorrlands län;22;Enskild;Samtliga;352;97,2;96,9;96,3;93,2;2,8;
