code,name,year,population
0114,Upplands Väsby,1968,16230
0114,Upplands Väsby,1969,17835
0114,Upplands Väsby,1970,19032
0114,Upplands Väsby,1971,20621
0114,Upplands Väsby,1972,22948
0114,Upplands Väsby,1973,25523
0114,Upplands Väsby,1974,27350
0114,Upplands Väsby,1975,28810
0114,Upplands Väsby,1976,30048
0114,Upplands Väsby,1977,30911
0114,Upplands Väsby,1978,31180
0114,Upplands Väsby,1979,31600
0114,Upplands Väsby,1980,31961
0114,Upplands Väsby,1981,32117
0114,Upplands Väsby,1982,32164
0114,Upplands Väsby,1983,32441
0114,Upplands Väsby,1984,33477
0114,Upplands Väsby,1985,33912
0114,Upplands Väsby,1986,34642
0114,Upplands Väsby,1987,35023
0114,Upplands Väsby,1988,35294
0114,Upplands Väsby,1989,35553
0114,Upplands Väsby,1990,35963
0114,Upplands Väsby,1991,35884
0114,Upplands Väsby,1992,35884
0114,Upplands Väsby,1993,35764
0114,Upplands Väsby,1994,35848
0114,Upplands Väsby,1995,36277
0114,Upplands Väsby,1996,36415
0114,Upplands Väsby,1997,36372
0114,Upplands Väsby,1998,36789
0114,Upplands Väsby,1999,37116
0114,Upplands Väsby,2000,37576
0114,Upplands Väsby,2001,37524
0114,Upplands Väsby,2002,37444
0114,Upplands Väsby,2003,37397
0114,Upplands Väsby,2004,37517
0114,Upplands Väsby,2005,37624
0114,Upplands Väsby,2006,37848
0114,Upplands Väsby,2007,38055
0114,Upplands Väsby,2008,38248
0114,Upplands Väsby,2009,38641
0114,Upplands Väsby,2010,39289
0114,Upplands Väsby,2011,40194
0114,Upplands Väsby,2012,40723
0114,Upplands Väsby,2013,41449
0114,Upplands Väsby,2014,41816
0114,Upplands Väsby,2015,42661
0114,Upplands Väsby,2016,43891
0114,Upplands Väsby,2017,44605
0114,Upplands Väsby,2018,45543
0114,Upplands Väsby,2019,46786
0114,Upplands Väsby,2020,47184
0115,Vallentuna,1968,11380
0115,Vallentuna,1969,12223
0115,Vallentuna,1970,12711
0115,Vallentuna,1971,13399
0115,Vallentuna,1972,13866
0115,Vallentuna,1973,14406
0115,Vallentuna,1974,14604
0115,Vallentuna,1975,14886
0115,Vallentuna,1976,15562
0115,Vallentuna,1977,16113
0115,Vallentuna,1978,16908
0115,Vallentuna,1979,17158
0115,Vallentuna,1980,17603
0115,Vallentuna,1981,18226
0115,Vallentuna,1982,18793
0115,Vallentuna,1983,18987
0115,Vallentuna,1984,19189
0115,Vallentuna,1985,19511
0115,Vallentuna,1986,19912
0115,Vallentuna,1987,20343
0115,Vallentuna,1988,20823
0115,Vallentuna,1989,21618
0115,Vallentuna,1990,22186
0115,Vallentuna,1991,22435
0115,Vallentuna,1992,22717
0115,Vallentuna,1993,23061
0115,Vallentuna,1994,23309
0115,Vallentuna,1995,23457
0115,Vallentuna,1996,23684
0115,Vallentuna,1997,23901
0115,Vallentuna,1998,24246
0115,Vallentuna,1999,24640
0115,Vallentuna,2000,25228
0115,Vallentuna,2001,25643
0115,Vallentuna,2002,25905
0115,Vallentuna,2003,26306
0115,Vallentuna,2004,26889
0115,Vallentuna,2005,27397
0115,Vallentuna,2006,27868
0115,Vallentuna,2007,28382
0115,Vallentuna,2008,28954
0115,Vallentuna,2009,29361
0115,Vallentuna,2010,30114
0115,Vallentuna,2011,30715
0115,Vallentuna,2012,31215
0115,Vallentuna,2013,31616
0115,Vallentuna,2014,31969
0115,Vallentuna,2015,32380
0115,Vallentuna,2016,32785
0115,Vallentuna,2017,33175
0115,Vallentuna,2018,33432
0115,Vallentuna,2019,34090
0115,Vallentuna,2020,34119
0117,Österåker,1968,13595
0117,Österåker,1969,14519
0117,Österåker,1970,15527
0117,Österåker,1971,16798
0117,Österåker,1972,18525
0117,Österåker,1973,19806
0117,Österåker,1974,21135
0117,Österåker,1975,22664
0117,Österåker,1976,23885
0117,Österåker,1977,24582
0117,Österåker,1978,25173
0117,Österåker,1979,25342
0117,Österåker,1980,25631
0117,Österåker,1981,24783
0117,Österåker,1982,25039
0117,Österåker,1983,25255
0117,Österåker,1984,25810
0117,Österåker,1985,26324
0117,Österåker,1986,26881
0117,Österåker,1987,27644
0117,Österåker,1988,28362
0117,Österåker,1989,29147
0117,Österåker,1990,30230
0117,Österåker,1991,30800
0117,Österåker,1992,31308
0117,Österåker,1993,31600
0117,Österåker,1994,32004
0117,Österåker,1995,32140
0117,Österåker,1996,32655
0117,Österåker,1997,33064
0117,Österåker,1998,33396
0117,Österåker,1999,33861
0117,Österåker,2000,34427
0117,Österåker,2001,35108
0117,Österåker,2002,35633
0117,Österåker,2003,36183
0117,Österåker,2004,36867
0117,Österåker,2005,37336
0117,Österåker,2006,37879
0117,Österåker,2007,38286
0117,Österåker,2008,38720
0117,Österåker,2009,39173
0117,Österåker,2010,39521
0117,Österåker,2011,39792
0117,Österåker,2012,40269
0117,Österåker,2013,40495
0117,Österåker,2014,41180
0117,Österåker,2015,42130
0117,Österåker,2016,43293
0117,Österåker,2017,44130
0117,Österåker,2018,44831
0117,Österåker,2019,45574
0117,Österåker,2020,46644
0120,Värmdö,1968,11154
0120,Värmdö,1969,11949
0120,Värmdö,1970,12882
0120,Värmdö,1971,13367
0120,Värmdö,1972,13912
0120,Värmdö,1973,14534
0120,Värmdö,1974,15434
0120,Värmdö,1975,16050
0120,Värmdö,1976,16577
0120,Värmdö,1977,16905
0120,Värmdö,1978,17300
0120,Värmdö,1979,17607
0120,Värmdö,1980,17846
0120,Värmdö,1981,18093
0120,Värmdö,1982,18265
0120,Värmdö,1983,18500
0120,Värmdö,1984,18719
0120,Värmdö,1985,19173
0120,Värmdö,1986,19582
0120,Värmdö,1987,20169
0120,Värmdö,1988,20660
0120,Värmdö,1989,21210
0120,Värmdö,1990,22067
0120,Värmdö,1991,23064
0120,Värmdö,1992,24391
0120,Värmdö,1993,25193
0120,Värmdö,1994,25949
0120,Värmdö,1995,26548
0120,Värmdö,1996,27318
0120,Värmdö,1997,28378
0120,Värmdö,1998,29396
0120,Värmdö,1999,30319
0120,Värmdö,2000,31260
0120,Värmdö,2001,32096
0120,Värmdö,2002,32664
0120,Värmdö,2003,33134
0120,Värmdö,2004,34029
0120,Värmdö,2005,34933
0120,Värmdö,2006,35803
0120,Värmdö,2007,36870
0120,Värmdö,2008,37376
0120,Värmdö,2009,37756
0120,Värmdö,2010,38301
0120,Värmdö,2011,38894
0120,Värmdö,2012,39387
0120,Värmdö,2013,39784
0120,Värmdö,2014,40541
0120,Värmdö,2015,41107
0120,Värmdö,2016,42000
0120,Värmdö,2017,43444
0120,Värmdö,2018,44397
0120,Värmdö,2019,45000
0120,Värmdö,2020,45566
0123,Järfälla,1968,44114
0123,Järfälla,1969,46490
0123,Järfälla,1970,49261
0123,Järfälla,1971,50958
0123,Järfälla,1972,52018
0123,Järfälla,1973,52352
0123,Järfälla,1974,52014
0123,Järfälla,1975,51549
0123,Järfälla,1976,51696
0123,Järfälla,1977,52227
0123,Järfälla,1978,52307
0123,Järfälla,1979,52442
0123,Järfälla,1980,53321
0123,Järfälla,1981,54200
0123,Järfälla,1982,54823
0123,Järfälla,1983,55419
0123,Järfälla,1984,55776
0123,Järfälla,1985,56020
0123,Järfälla,1986,56405
0123,Järfälla,1987,56563
0123,Järfälla,1988,56402
0123,Järfälla,1989,56386
0123,Järfälla,1990,56359
0123,Järfälla,1991,56693
0123,Järfälla,1992,57336
0123,Järfälla,1993,57638
0123,Järfälla,1994,58196
0123,Järfälla,1995,58675
0123,Järfälla,1996,58955
0123,Järfälla,1997,59123
0123,Järfälla,1998,59839
0123,Järfälla,1999,60188
0123,Järfälla,2000,60471
0123,Järfälla,2001,61132
0123,Järfälla,2002,61290
0123,Järfälla,2003,61473
0123,Järfälla,2004,61564
0123,Järfälla,2005,61743
0123,Järfälla,2006,62342
0123,Järfälla,2007,63427
0123,Järfälla,2008,64355
0123,Järfälla,2009,65295
0123,Järfälla,2010,66211
0123,Järfälla,2011,67320
0123,Järfälla,2012,68210
0123,Järfälla,2013,69167
0123,Järfälla,2014,70701
0123,Järfälla,2015,72429
0123,Järfälla,2016,74412
0123,Järfälla,2017,76453
0123,Järfälla,2018,78480
0123,Järfälla,2019,79990
0123,Järfälla,2020,81274
0125,Ekerö,1968,10177
0125,Ekerö,1969,11214
0125,Ekerö,1970,12594
0125,Ekerö,1971,13453
0125,Ekerö,1972,13912
0125,Ekerö,1973,14426
0125,Ekerö,1974,14738
0125,Ekerö,1975,15081
0125,Ekerö,1976,15489
0125,Ekerö,1977,15606
0125,Ekerö,1978,15721
0125,Ekerö,1979,15914
0125,Ekerö,1980,15927
0125,Ekerö,1981,16190
0125,Ekerö,1982,16219
0125,Ekerö,1983,16349
0125,Ekerö,1984,16375
0125,Ekerö,1985,16534
0125,Ekerö,1986,16968
0125,Ekerö,1987,17409
0125,Ekerö,1988,17885
0125,Ekerö,1989,18326
0125,Ekerö,1990,18785
0125,Ekerö,1991,19222
0125,Ekerö,1992,19994
0125,Ekerö,1993,20359
0125,Ekerö,1994,20637
0125,Ekerö,1995,20866
0125,Ekerö,1996,21073
0125,Ekerö,1997,21259
0125,Ekerö,1998,21367
0125,Ekerö,1999,21943
0125,Ekerö,2000,22266
0125,Ekerö,2001,22626
0125,Ekerö,2002,22936
0125,Ekerö,2003,23311
0125,Ekerö,2004,23594
0125,Ekerö,2005,24010
0125,Ekerö,2006,24301
0125,Ekerö,2007,24687
0125,Ekerö,2008,24779
0125,Ekerö,2009,25095
0125,Ekerö,2010,25410
0125,Ekerö,2011,25767
0125,Ekerö,2012,26160
0125,Ekerö,2013,26355
0125,Ekerö,2014,26698
0125,Ekerö,2015,26984
0125,Ekerö,2016,27406
0125,Ekerö,2017,27753
0125,Ekerö,2018,28308
0125,Ekerö,2019,28690
0125,Ekerö,2020,28879
0126,Huddinge,1968,51930
0126,Huddinge,1969,53939
0126,Huddinge,1970,54732
0126,Huddinge,1971,54924
0126,Huddinge,1972,56421
0126,Huddinge,1973,59576
0126,Huddinge,1974,61528
0126,Huddinge,1975,62576
0126,Huddinge,1976,64065
0126,Huddinge,1977,64784
0126,Huddinge,1978,65299
0126,Huddinge,1979,66038
0126,Huddinge,1980,66570
0126,Huddinge,1981,67852
0126,Huddinge,1982,68517
0126,Huddinge,1983,69175
0126,Huddinge,1984,69581
0126,Huddinge,1985,70209
0126,Huddinge,1986,71568
0126,Huddinge,1987,71910
0126,Huddinge,1988,71921
0126,Huddinge,1989,73107
0126,Huddinge,1990,73829
0126,Huddinge,1991,74119
0126,Huddinge,1992,74830
0126,Huddinge,1993,75537
0126,Huddinge,1994,76379
0126,Huddinge,1995,77384
0126,Huddinge,1996,78873
0126,Huddinge,1997,80103
0126,Huddinge,1998,81339
0126,Huddinge,1999,82870
0126,Huddinge,2000,84535
0126,Huddinge,2001,85700
0126,Huddinge,2002,86457
0126,Huddinge,2003,87121
0126,Huddinge,2004,87681
0126,Huddinge,2005,88750
0126,Huddinge,2006,90182
0126,Huddinge,2007,91827
0126,Huddinge,2008,94209
0126,Huddinge,2009,95798
0126,Huddinge,2010,97453
0126,Huddinge,2011,99049
0126,Huddinge,2012,101010
0126,Huddinge,2013,102557
0126,Huddinge,2014,104185
0126,Huddinge,2015,105311
0126,Huddinge,2016,107538
0126,Huddinge,2017,110003
0126,Huddinge,2018,111722
0126,Huddinge,2019,112848
0126,Huddinge,2020,113234
0127,Botkyrka,1968,21813
0127,Botkyrka,1969,23878
0127,Botkyrka,1970,26673
0127,Botkyrka,1971,33758
0127,Botkyrka,1972,43247
0127,Botkyrka,1973,50531
0127,Botkyrka,1974,54447
0127,Botkyrka,1975,57286
0127,Botkyrka,1976,58457
0127,Botkyrka,1977,60500
0127,Botkyrka,1978,62272
0127,Botkyrka,1979,64373
0127,Botkyrka,1980,65218
0127,Botkyrka,1981,65456
0127,Botkyrka,1982,66062
0127,Botkyrka,1983,65427
0127,Botkyrka,1984,65927
0127,Botkyrka,1985,66326
0127,Botkyrka,1986,66957
0127,Botkyrka,1987,67536
0127,Botkyrka,1988,68167
0127,Botkyrka,1989,68255
0127,Botkyrka,1990,68542
0127,Botkyrka,1991,68840
0127,Botkyrka,1992,69645
0127,Botkyrka,1993,69225
0127,Botkyrka,1994,69195
0127,Botkyrka,1995,69500
0127,Botkyrka,1996,70700
0127,Botkyrka,1997,70778
0127,Botkyrka,1998,70949
0127,Botkyrka,1999,72153
0127,Botkyrka,2000,73097
0127,Botkyrka,2001,74151
0127,Botkyrka,2002,75216
0127,Botkyrka,2003,75432
0127,Botkyrka,2004,75830
0127,Botkyrka,2005,76592
0127,Botkyrka,2006,77553
0127,Botkyrka,2007,79031
0127,Botkyrka,2008,80055
0127,Botkyrka,2009,81195
0127,Botkyrka,2010,82608
0127,Botkyrka,2011,84677
0127,Botkyrka,2012,86274
0127,Botkyrka,2013,87580
0127,Botkyrka,2014,88901
0127,Botkyrka,2015,89425
0127,Botkyrka,2016,90675
0127,Botkyrka,2017,91925
0127,Botkyrka,2018,93106
0127,Botkyrka,2019,94606
0127,Botkyrka,2020,94847
0128,Salem,1968,6415
0128,Salem,1969,8695
0128,Salem,1970,11951
0128,Salem,1971,12787
0128,Salem,1972,12850
0128,Salem,1973,12568
0128,Salem,1974,12372
0128,Salem,1975,12703
0128,Salem,1976,12785
0128,Salem,1977,12980
0128,Salem,1978,12995
0128,Salem,1979,12974
0128,Salem,1980,12879
0128,Salem,1981,12905
0128,Salem,1982,12775
0128,Salem,1983,12470
0128,Salem,1984,12406
0128,Salem,1985,12370
0128,Salem,1986,12347
0128,Salem,1987,12278
0128,Salem,1988,12347
0128,Salem,1989,12372
0128,Salem,1990,12478
0128,Salem,1991,12707
0128,Salem,1992,12808
0128,Salem,1993,12963
0128,Salem,1994,12747
0128,Salem,1995,12871
0128,Salem,1996,12927
0128,Salem,1997,13047
0128,Salem,1998,13176
0128,Salem,1999,13474
0128,Salem,2000,13766
0128,Salem,2001,13839
0128,Salem,2002,13875
0128,Salem,2003,14057
0128,Salem,2004,14127
0128,Salem,2005,14334
0128,Salem,2006,14715
0128,Salem,2007,15065
0128,Salem,2008,15177
0128,Salem,2009,15313
0128,Salem,2010,15391
0128,Salem,2011,15694
0128,Salem,2012,15881
0128,Salem,2013,16001
0128,Salem,2014,16140
0128,Salem,2015,16426
0128,Salem,2016,16615
0128,Salem,2017,16665
0128,Salem,2018,16786
0128,Salem,2019,16750
0128,Salem,2020,16959
0136,Haninge,1968,38548
0136,Haninge,1969,41923
0136,Haninge,1970,45001
0136,Haninge,1971,48326
0136,Haninge,1972,49558
0136,Haninge,1973,49874
0136,Haninge,1974,50411
0136,Haninge,1975,50295
0136,Haninge,1976,50717
0136,Haninge,1977,53398
0136,Haninge,1978,56128
0136,Haninge,1979,57624
0136,Haninge,1980,58541
0136,Haninge,1981,59308
0136,Haninge,1982,59665
0136,Haninge,1983,59837
0136,Haninge,1984,60460
0136,Haninge,1985,61166
0136,Haninge,1986,61172
0136,Haninge,1987,61301
0136,Haninge,1988,61551
0136,Haninge,1989,62178
0136,Haninge,1990,62797
0136,Haninge,1991,63595
0136,Haninge,1992,64160
0136,Haninge,1993,63948
0136,Haninge,1994,64676
0136,Haninge,1995,65706
0136,Haninge,1996,66105
0136,Haninge,1997,66702
0136,Haninge,1998,67764
0136,Haninge,1999,68610
0136,Haninge,2000,69644
0136,Haninge,2001,70432
0136,Haninge,2002,70902
0136,Haninge,2003,71377
0136,Haninge,2004,71355
0136,Haninge,2005,71837
0136,Haninge,2006,72956
0136,Haninge,2007,73698
0136,Haninge,2008,74968
0136,Haninge,2009,76237
0136,Haninge,2010,77054
0136,Haninge,2011,78326
0136,Haninge,2012,79430
0136,Haninge,2013,80932
0136,Haninge,2014,82407
0136,Haninge,2015,83866
0136,Haninge,2016,85693
0136,Haninge,2017,88037
0136,Haninge,2018,89989
0136,Haninge,2019,92095
0136,Haninge,2020,93690
0138,Tyresö,1968,23368
0138,Tyresö,1969,25723
0138,Tyresö,1970,27112
0138,Tyresö,1971,28021
0138,Tyresö,1972,28756
0138,Tyresö,1973,28812
0138,Tyresö,1974,29015
0138,Tyresö,1975,29366
0138,Tyresö,1976,30063
0138,Tyresö,1977,30870
0138,Tyresö,1978,31234
0138,Tyresö,1979,31287
0138,Tyresö,1980,31061
0138,Tyresö,1981,31115
0138,Tyresö,1982,31415
0138,Tyresö,1983,31755
0138,Tyresö,1984,32041
0138,Tyresö,1985,32161
0138,Tyresö,1986,32564
0138,Tyresö,1987,33112
0138,Tyresö,1988,33567
0138,Tyresö,1989,33815
0138,Tyresö,1990,33973
0138,Tyresö,1991,34324
0138,Tyresö,1992,34805
0138,Tyresö,1993,35126
0138,Tyresö,1994,35923
0138,Tyresö,1995,36627
0138,Tyresö,1996,37129
0138,Tyresö,1997,37582
0138,Tyresö,1998,38046
0138,Tyresö,1999,38580
0138,Tyresö,2000,39071
0138,Tyresö,2001,39434
0138,Tyresö,2002,39720
0138,Tyresö,2003,40097
0138,Tyresö,2004,40605
0138,Tyresö,2005,41134
0138,Tyresö,2006,41476
0138,Tyresö,2007,42047
0138,Tyresö,2008,42332
0138,Tyresö,2009,42602
0138,Tyresö,2010,42947
0138,Tyresö,2011,43328
0138,Tyresö,2012,43764
0138,Tyresö,2013,44281
0138,Tyresö,2014,45390
0138,Tyresö,2015,46177
0138,Tyresö,2016,47103
0138,Tyresö,2017,47304
0138,Tyresö,2018,48004
0138,Tyresö,2019,48333
0138,Tyresö,2020,48678
0139,Upplands-Bro,1968,6832
0139,Upplands-Bro,1969,8441
0139,Upplands-Bro,1970,10936
0139,Upplands-Bro,1971,12314
0139,Upplands-Bro,1972,12765
0139,Upplands-Bro,1973,13214
0139,Upplands-Bro,1974,13976
0139,Upplands-Bro,1975,14792
0139,Upplands-Bro,1976,15630
0139,Upplands-Bro,1977,16651
0139,Upplands-Bro,1978,17812
0139,Upplands-Bro,1979,18210
0139,Upplands-Bro,1980,18489
0139,Upplands-Bro,1981,19210
0139,Upplands-Bro,1982,19271
0139,Upplands-Bro,1983,19427
0139,Upplands-Bro,1984,19653
0139,Upplands-Bro,1985,19887
0139,Upplands-Bro,1986,19843
0139,Upplands-Bro,1987,20021
0139,Upplands-Bro,1988,20090
0139,Upplands-Bro,1989,20036
0139,Upplands-Bro,1990,20191
0139,Upplands-Bro,1991,20280
0139,Upplands-Bro,1992,20235
0139,Upplands-Bro,1993,19848
0139,Upplands-Bro,1994,19910
0139,Upplands-Bro,1995,20025
0139,Upplands-Bro,1996,20204
0139,Upplands-Bro,1997,20366
0139,Upplands-Bro,1998,20495
0139,Upplands-Bro,1999,20728
0139,Upplands-Bro,2000,20878
0139,Upplands-Bro,2001,21076
0139,Upplands-Bro,2002,21162
0139,Upplands-Bro,2003,21252
0139,Upplands-Bro,2004,21348
0139,Upplands-Bro,2005,21327
0139,Upplands-Bro,2006,21638
0139,Upplands-Bro,2007,22221
0139,Upplands-Bro,2008,22682
0139,Upplands-Bro,2009,23202
0139,Upplands-Bro,2010,23676
0139,Upplands-Bro,2011,23984
0139,Upplands-Bro,2012,24353
0139,Upplands-Bro,2013,24703
0139,Upplands-Bro,2014,25287
0139,Upplands-Bro,2015,25789
0139,Upplands-Bro,2016,26755
0139,Upplands-Bro,2017,27614
0139,Upplands-Bro,2018,28756
0139,Upplands-Bro,2019,29346
0139,Upplands-Bro,2020,30195
0140,Nykvarn,1968,0
0140,Nykvarn,1969,0
0140,Nykvarn,1970,0
0140,Nykvarn,1971,0
0140,Nykvarn,1972,0
0140,Nykvarn,1973,0
0140,Nykvarn,1974,0
0140,Nykvarn,1975,0
0140,Nykvarn,1976,0
0140,Nykvarn,1977,0
0140,Nykvarn,1978,0
0140,Nykvarn,1979,0
0140,Nykvarn,1980,0
0140,Nykvarn,1981,0
0140,Nykvarn,1982,0
0140,Nykvarn,1983,0
0140,Nykvarn,1984,0
0140,Nykvarn,1985,0
0140,Nykvarn,1986,0
0140,Nykvarn,1987,0
0140,Nykvarn,1988,0
0140,Nykvarn,1989,0
0140,Nykvarn,1990,0
0140,Nykvarn,1991,0
0140,Nykvarn,1992,0
0140,Nykvarn,1993,0
0140,Nykvarn,1994,0
0140,Nykvarn,1995,0
0140,Nykvarn,1996,0
0140,Nykvarn,1997,0
0140,Nykvarn,1998,7724
0140,Nykvarn,1999,7876
0140,Nykvarn,2000,8052
0140,Nykvarn,2001,8090
0140,Nykvarn,2002,8204
0140,Nykvarn,2003,8269
0140,Nykvarn,2004,8328
0140,Nykvarn,2005,8354
0140,Nykvarn,2006,8609
0140,Nykvarn,2007,8926
0140,Nykvarn,2008,9035
0140,Nykvarn,2009,9227
0140,Nykvarn,2010,9331
0140,Nykvarn,2011,9331
0140,Nykvarn,2012,9442
0140,Nykvarn,2013,9523
0140,Nykvarn,2014,9815
0140,Nykvarn,2015,10192
0140,Nykvarn,2016,10424
0140,Nykvarn,2017,10660
0140,Nykvarn,2018,10923
0140,Nykvarn,2019,11014
0140,Nykvarn,2020,11222
0160,Täby,1968,35973
0160,Täby,1969,37353
0160,Täby,1970,38406
0160,Täby,1971,38448
0160,Täby,1972,38434
0160,Täby,1973,39369
0160,Täby,1974,40360
0160,Täby,1975,41307
0160,Täby,1976,42513
0160,Täby,1977,44235
0160,Täby,1978,45157
0160,Täby,1979,46142
0160,Täby,1980,47105
0160,Täby,1981,47902
0160,Täby,1982,49026
0160,Täby,1983,50787
0160,Täby,1984,52771
0160,Täby,1985,54185
0160,Täby,1986,55093
0160,Täby,1987,55661
0160,Täby,1988,56339
0160,Täby,1989,56553
0160,Täby,1990,56714
0160,Täby,1991,56874
0160,Täby,1992,57322
0160,Täby,1993,57992
0160,Täby,1994,58686
0160,Täby,1995,58833
0160,Täby,1996,59445
0160,Täby,1997,59814
0160,Täby,1998,60274
0160,Täby,1999,60300
0160,Täby,2000,60197
0160,Täby,2001,60229
0160,Täby,2002,60198
0160,Täby,2003,60168
0160,Täby,2004,60422
0160,Täby,2005,60594
0160,Täby,2006,61006
0160,Täby,2007,61633
0160,Täby,2008,62266
0160,Täby,2009,63014
0160,Täby,2010,63789
0160,Täby,2011,64558
0160,Täby,2012,65364
0160,Täby,2013,66292
0160,Täby,2014,67334
0160,Täby,2015,68281
0160,Täby,2016,69386
0160,Täby,2017,70405
0160,Täby,2018,71397
0160,Täby,2019,71874
0160,Täby,2020,72755
0162,Danderyd,1968,28067
0162,Danderyd,1969,28055
0162,Danderyd,1970,27623
0162,Danderyd,1971,27276
0162,Danderyd,1972,27763
0162,Danderyd,1973,27646
0162,Danderyd,1974,27360
0162,Danderyd,1975,27168
0162,Danderyd,1976,27113
0162,Danderyd,1977,27455
0162,Danderyd,1978,27522
0162,Danderyd,1979,27722
0162,Danderyd,1980,27842
0162,Danderyd,1981,27762
0162,Danderyd,1982,28088
0162,Danderyd,1983,28272
0162,Danderyd,1984,28484
0162,Danderyd,1985,28706
0162,Danderyd,1986,28645
0162,Danderyd,1987,28792
0162,Danderyd,1988,28525
0162,Danderyd,1989,28218
0162,Danderyd,1990,27915
0162,Danderyd,1991,27820
0162,Danderyd,1992,27809
0162,Danderyd,1993,28245
0162,Danderyd,1994,28635
0162,Danderyd,1995,28684
0162,Danderyd,1996,28881
0162,Danderyd,1997,29340
0162,Danderyd,1998,29639
0162,Danderyd,1999,29636
0162,Danderyd,2000,29570
0162,Danderyd,2001,29632
0162,Danderyd,2002,29755
0162,Danderyd,2003,29884
0162,Danderyd,2004,30100
0162,Danderyd,2005,30226
0162,Danderyd,2006,30492
0162,Danderyd,2007,30789
0162,Danderyd,2008,30851
0162,Danderyd,2009,31150
0162,Danderyd,2010,31330
0162,Danderyd,2011,31799
0162,Danderyd,2012,31960
0162,Danderyd,2013,32222
0162,Danderyd,2014,32295
0162,Danderyd,2015,32421
0162,Danderyd,2016,32653
0162,Danderyd,2017,32888
0162,Danderyd,2018,33187
0162,Danderyd,2019,32857
0162,Danderyd,2020,32712
0163,Sollentuna,1968,35504
0163,Sollentuna,1969,36410
0163,Sollentuna,1970,37723
0163,Sollentuna,1971,38745
0163,Sollentuna,1972,39701
0163,Sollentuna,1973,41189
0163,Sollentuna,1974,42515
0163,Sollentuna,1975,43413
0163,Sollentuna,1976,44585
0163,Sollentuna,1977,45246
0163,Sollentuna,1978,45686
0163,Sollentuna,1979,45864
0163,Sollentuna,1980,45868
0163,Sollentuna,1981,46091
0163,Sollentuna,1982,46633
0163,Sollentuna,1983,46747
0163,Sollentuna,1984,47587
0163,Sollentuna,1985,48212
0163,Sollentuna,1986,49424
0163,Sollentuna,1987,49757
0163,Sollentuna,1988,50242
0163,Sollentuna,1989,50606
0163,Sollentuna,1990,51377
0163,Sollentuna,1991,51790
0163,Sollentuna,1992,52435
0163,Sollentuna,1993,53068
0163,Sollentuna,1994,53897
0163,Sollentuna,1995,54553
0163,Sollentuna,1996,55476
0163,Sollentuna,1997,56294
0163,Sollentuna,1998,57067
0163,Sollentuna,1999,57610
0163,Sollentuna,2000,58048
0163,Sollentuna,2001,58266
0163,Sollentuna,2002,58515
0163,Sollentuna,2003,58884
0163,Sollentuna,2004,58897
0163,Sollentuna,2005,59355
0163,Sollentuna,2006,60528
0163,Sollentuna,2007,61387
0163,Sollentuna,2008,62097
0163,Sollentuna,2009,63347
0163,Sollentuna,2010,64630
0163,Sollentuna,2011,65891
0163,Sollentuna,2012,66859
0163,Sollentuna,2013,68145
0163,Sollentuna,2014,69325
0163,Sollentuna,2015,70251
0163,Sollentuna,2016,71023
0163,Sollentuna,2017,71848
0163,Sollentuna,2018,72528
0163,Sollentuna,2019,73857
0163,Sollentuna,2020,73990
0180,Stockholm,1968,758930
0180,Stockholm,1969,752361
0180,Stockholm,1970,744912
0180,Stockholm,1971,728374
0180,Stockholm,1972,702304
0180,Stockholm,1973,681318
0180,Stockholm,1974,671226
0180,Stockholm,1975,665202
0180,Stockholm,1976,661258
0180,Stockholm,1977,658435
0180,Stockholm,1978,653929
0180,Stockholm,1979,649384
0180,Stockholm,1980,647214
0180,Stockholm,1981,647115
0180,Stockholm,1982,649686
0180,Stockholm,1983,650952
0180,Stockholm,1984,653455
0180,Stockholm,1985,659030
0180,Stockholm,1986,663217
0180,Stockholm,1987,666810
0180,Stockholm,1988,669485
0180,Stockholm,1989,672187
0180,Stockholm,1990,674452
0180,Stockholm,1991,679364
0180,Stockholm,1992,684576
0180,Stockholm,1993,692954
0180,Stockholm,1994,703627
0180,Stockholm,1995,711119
0180,Stockholm,1996,718462
0180,Stockholm,1997,727339
0180,Stockholm,1998,736113
0180,Stockholm,1999,743703
0180,Stockholm,2000,750348
0180,Stockholm,2001,754948
0180,Stockholm,2002,758148
0180,Stockholm,2003,761721
0180,Stockholm,2004,765044
0180,Stockholm,2005,771038
0180,Stockholm,2006,782885
0180,Stockholm,2007,795163
0180,Stockholm,2008,810120
0180,Stockholm,2009,829417
0180,Stockholm,2010,847073
0180,Stockholm,2011,864324
0180,Stockholm,2012,881235
0180,Stockholm,2013,897700
0180,Stockholm,2014,911989
0180,Stockholm,2015,923516
0180,Stockholm,2016,935619
0180,Stockholm,2017,949761
0180,Stockholm,2018,962154
0180,Stockholm,2019,974073
0180,Stockholm,2020,975551
0181,Södertälje,1968,68665
0181,Södertälje,1969,72973
0181,Södertälje,1970,75751
0181,Södertälje,1971,76674
0181,Södertälje,1972,77658
0181,Södertälje,1973,77817
0181,Södertälje,1974,77825
0181,Södertälje,1975,77695
0181,Södertälje,1976,77799
0181,Södertälje,1977,77829
0181,Södertälje,1978,78568
0181,Södertälje,1979,79396
0181,Södertälje,1980,80045
0181,Södertälje,1981,80335
0181,Södertälje,1982,79792
0181,Södertälje,1983,79553
0181,Södertälje,1984,79429
0181,Södertälje,1985,79764
0181,Södertälje,1986,80003
