Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2017/18

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel elever (%) behöriga till yrkesprogram;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;Andel elever (%) ej behöriga;
Båstad;1278;Skåne län;12;Samtliga;Samtliga;139;90,6;89,2;86,3;87,1;9,4;
Båstad;1278;Skåne län;12;Kommunal;Samtliga;139;90,6;89,2;86,3;87,1;9,4;
Dals-Ed;1438;Västra Götalands län;14;Samtliga;Samtliga;54;81,5;81,5;81,5;79,6;18,5;
Dals-Ed;1438;Västra Götalands län;14;Kommunal;Samtliga;54;81,5;81,5;81,5;79,6;18,5;
Danderyd;0162;Stockholms län;01;Samtliga;Samtliga;526;96,1;95,7;95,3;94,4;3,9;
Danderyd;0162;Stockholms län;01;Kommunal;Samtliga;339;95,6;95,3;94,7;93,5;4,4;
Danderyd;0162;Stockholms län;01;Enskild;Samtliga;187;97,2;96,6;96,6;96,0;..;
Degerfors;1862;Örebro län;18;Samtliga;Samtliga;100;85,0;82,0;79,0;78,0;15,0;
Degerfors;1862;Örebro län;18;Kommunal;Samtliga;100;85,0;82,0;79,0;78,0;15,0;
Dorotea;2425;Västerbottens län;24;Samtliga;Samtliga;27;77,8;77,8;77,8;77,8;..;
Dorotea;2425;Västerbottens län;24;Kommunal;Samtliga;27;77,8;77,8;77,8;77,8;..;
Eda;1730;Värmlands län;17;Samtliga;Samtliga;82;79,3;78,0;75,6;70,7;20,7;
Eda;1730;Värmlands län;17;Kommunal;Samtliga;82;79,3;78,0;75,6;70,7;20,7;
Ekerö;0125;Stockholms län;01;Samtliga;Samtliga;393;90,1;89,1;87,8;86,5;9,9;
Ekerö;0125;Stockholms län;01;Kommunal;Samtliga;348;89,1;87,9;86,5;85,3;10,9;
Ekerö;0125;Stockholms län;01;Enskild;Samtliga;45;~100;~100;~100;~100;..;
Eksjö;0686;Jönköpings län;06;Samtliga;Samtliga;217;77,9;77,0;76,5;75,1;22,1;
Eksjö;0686;Jönköpings län;06;Kommunal;Samtliga;206;80,6;80,1;79,6;78,2;19,4;
Eksjö;0686;Jönköpings län;06;Enskild;Samtliga;11;..;..;..;..;..;
Emmaboda;0862;Kalmar län;08;Samtliga;Samtliga;111;72,1;72,1;69,4;62,2;27,9;
Emmaboda;0862;Kalmar län;08;Kommunal;Samtliga;111;72,1;72,1;69,4;62,2;27,9;
Enköping;0381;Uppsala län;03;Samtliga;Samtliga;497;85,7;83,9;81,5;78,7;14,3;
Enköping;0381;Uppsala län;03;Kommunal;Samtliga;335;83,0;80,9;78,5;73,7;17,0;
Enköping;0381;Uppsala län;03;Enskild;Samtliga;162;91,4;90,1;87,7;88,9;8,6;
Eskilstuna;0484;Södermanlands län;04;Samtliga;Samtliga;1 261;82,1;81,3;79,3;79,0;17,9;
Eskilstuna;0484;Södermanlands län;04;Kommunal;Samtliga;990;78,8;78,0;76,2;75,2;21,2;
Eskilstuna;0484;Södermanlands län;04;Enskild;Samtliga;271;94,1;93,4;90,8;93,0;5,9;
Eslöv;1285;Skåne län;12;Samtliga;Samtliga;386;80,3;79,0;77,5;77,2;19,7;
Eslöv;1285;Skåne län;12;Kommunal;Samtliga;386;80,3;79,0;77,5;77,2;19,7;
Essunga;1445;Västra Götalands län;14;Samtliga;Samtliga;64;84,4;84,4;84,4;82,8;15,6;
Essunga;1445;Västra Götalands län;14;Kommunal;Samtliga;64;84,4;84,4;84,4;82,8;15,6;
Fagersta;1982;Västmanlands län;19;Samtliga;Samtliga;171;75,4;74,9;73,1;73,1;24,6;
Fagersta;1982;Västmanlands län;19;Kommunal;Samtliga;151;76,2;75,5;73,5;73,5;23,8;
Fagersta;1982;Västmanlands län;19;Enskild;Samtliga;20;70,0;70,0;70,0;70,0;..;
Falkenberg;1382;Hallands län;13;Samtliga;Samtliga;494;81,8;80,2;78,3;78,7;18,2;
Falkenberg;1382;Hallands län;13;Kommunal;Samtliga;432;79,9;78,2;76,2;76,9;20,1;
Falkenberg;1382;Hallands län;13;Enskild;Samtliga;62;~100;~100;~100;91,9;..;
Falköping;1499;Västra Götalands län;14;Samtliga;Samtliga;390;78,2;77,2;74,4;74,1;21,8;
Falköping;1499;Västra Götalands län;14;Kommunal;Samtliga;367;79,3;78,2;76,3;75,2;20,7;
Falköping;1499;Västra Götalands län;14;Enskild;Samtliga;23;60,9;60,9;43,5;56,5;..;
Falun;2080;Dalarnas län;20;Samtliga;Samtliga;623;86,5;85,6;85,4;84,4;13,5;
Falun;2080;Dalarnas län;20;Kommunal;Samtliga;453;84,3;83,2;83,0;81,9;15,7;
Falun;2080;Dalarnas län;20;Enskild;Samtliga;170;92,4;91,8;91,8;91,2;7,6;
Filipstad;1782;Värmlands län;17;Samtliga;Samtliga;109;86,2;86,2;81,7;83,5;13,8;
Filipstad;1782;Värmlands län;17;Kommunal;Samtliga;109;86,2;86,2;81,7;83,5;13,8;
Finspång;0562;Östergötlands län;05;Samtliga;Samtliga;222;81,5;80,6;79,7;79,3;18,5;
Finspång;0562;Östergötlands län;05;Kommunal;Samtliga;222;81,5;80,6;79,7;79,3;18,5;
Flen;0482;Södermanlands län;04;Samtliga;Samtliga;164;79,9;79,3;77,4;76,8;20,1;
Flen;0482;Södermanlands län;04;Kommunal;Samtliga;111;82,0;82,0;79,3;80,2;18,0;
Flen;0482;Södermanlands län;04;Enskild;Samtliga;53;75,5;73,6;73,6;69,8;24,5;
Forshaga;1763;Värmlands län;17;Samtliga;Samtliga;144;88,2;86,8;82,6;86,1;11,8;
Forshaga;1763;Värmlands län;17;Kommunal;Samtliga;144;88,2;86,8;82,6;86,1;11,8;
Färgelanda;1439;Västra Götalands län;14;Samtliga;Samtliga;66;72,7;72,7;71,2;72,7;27,3;
Färgelanda;1439;Västra Götalands län;14;Kommunal;Samtliga;66;72,7;72,7;71,2;72,7;27,3;
Gagnef;2026;Dalarnas län;20;Samtliga;Samtliga;94;86,2;83,0;83,0;81,9;13,8;
Gagnef;2026;Dalarnas län;20;Kommunal;Samtliga;94;86,2;83,0;83,0;81,9;13,8;
Gislaved;0662;Jönköpings län;06;Samtliga;Samtliga;371;78,2;76,5;72,0;74,1;21,8;
Gislaved;0662;Jönköpings län;06;Kommunal;Samtliga;361;77,6;75,9;71,2;73,4;22,4;
Gislaved;0662;Jönköpings län;06;Enskild;Samtliga;10;100,0;100,0;100,0;100,0;.;
Gnesta;0461;Södermanlands län;04;Samtliga;Samtliga;130;80,0;77,7;70,8;76,9;20,0;
Gnesta;0461;Södermanlands län;04;Kommunal;Samtliga;116;80,2;77,6;69,8;76,7;19,8;
Gnesta;0461;Södermanlands län;04;Enskild;Samtliga;14;~100;~100;~100;~100;..;
Gnosjö;0617;Jönköpings län;06;Samtliga;Samtliga;126;75,4;75,4;74,6;73,0;24,6;
Gnosjö;0617;Jönköpings län;06;Kommunal;Samtliga;126;75,4;75,4;74,6;73,0;24,6;
Gotland;0980;Gotlands län;09;Samtliga;Samtliga;642;83,0;82,7;81,5;81,8;17,0;
Gotland;0980;Gotlands län;09;Kommunal;Samtliga;562;81,9;81,7;80,4;81,0;18,1;
Gotland;0980;Gotlands län;09;Enskild;Samtliga;80;91,3;90,0;88,8;87,5;..;
Grums;1764;Värmlands län;17;Samtliga;Samtliga;77;75,3;75,3;75,3;74,0;24,7;
Grums;1764;Värmlands län;17;Kommunal;Samtliga;77;75,3;75,3;75,3;74,0;24,7;
Grästorp;1444;Västra Götalands län;14;Samtliga;Samtliga;56;89,3;89,3;89,3;85,7;..;
Grästorp;1444;Västra Götalands län;14;Kommunal;Samtliga;56;89,3;89,3;89,3;85,7;..;
Gullspång;1447;Västra Götalands län;14;Samtliga;Samtliga;72;62,5;62,5;62,5;61,1;37,5;
Gullspång;1447;Västra Götalands län;14;Kommunal;Samtliga;72;62,5;62,5;62,5;61,1;37,5;
Gällivare;2523;Norrbottens län;25;Samtliga;Samtliga;153;82,4;82,4;81,0;82,4;17,6;
Gällivare;2523;Norrbottens län;25;Kommunal;Samtliga;133;79,7;79,7;78,2;79,7;20,3;
Gällivare;2523;Norrbottens län;25;Enskild;Samtliga;20;100,0;100,0;100,0;100,0;.;
Gävle;2180;Gävleborgs län;21;Samtliga;Samtliga;1 162;83,6;82,4;79,2;78,0;16,4;
Gävle;2180;Gävleborgs län;21;Kommunal;Samtliga;796;80,3;79,3;74,7;76,0;19,7;
Gävle;2180;Gävleborgs län;21;Enskild;Samtliga;366;91,0;89,3;88,8;82,2;9,0;
Göteborg;1480;Västra Götalands län;14;Samtliga;Samtliga;5 356;81,1;80,1;78,5;77,9;18,9;
Göteborg;1480;Västra Götalands län;14;Kommunal;Samtliga;3 451;75,4;74,3;72,6;71,8;24,6;
Göteborg;1480;Västra Götalands län;14;Enskild;Samtliga;1 905;91,8;91,1;89,7;89,4;8,2;
Götene;1471;Västra Götalands län;14;Samtliga;Samtliga;145;88,3;88,3;86,9;86,9;11,7;
Götene;1471;Västra Götalands län;14;Kommunal;Samtliga;145;88,3;88,3;86,9;86,9;11,7;
Habo;0643;Jönköpings län;06;Samtliga;Samtliga;135;80,7;79,3;79,3;76,3;19,3;
Habo;0643;Jönköpings län;06;Kommunal;Samtliga;135;80,7;79,3;79,3;76,3;19,3;
Hagfors;1783;Värmlands län;17;Samtliga;Samtliga;114;88,6;88,6;86,8;86,8;11,4;
Hagfors;1783;Värmlands län;17;Kommunal;Samtliga;114;88,6;88,6;86,8;86,8;11,4;
Hallsberg;1861;Örebro län;18;Samtliga;Samtliga;168;81,5;79,8;78,6;69,6;18,5;
Hallsberg;1861;Örebro län;18;Kommunal;Samtliga;168;81,5;79,8;78,6;69,6;18,5;
Hallstahammar;1961;Västmanlands län;19;Samtliga;Samtliga;163;79,8;77,9;73,0;71,2;20,2;
Hallstahammar;1961;Västmanlands län;19;Kommunal;Samtliga;163;79,8;77,9;73,0;71,2;20,2;
Halmstad;1380;Hallands län;13;Samtliga;Samtliga;1 050;83,5;82,5;81,0;80,0;16,5;
Halmstad;1380;Hallands län;13;Kommunal;Samtliga;904;82,2;81,1;79,5;78,5;17,8;
Halmstad;1380;Hallands län;13;Enskild;Samtliga;146;91,8;91,1;90,4;89,0;8,2;
Hammarö;1761;Värmlands län;17;Samtliga;Samtliga;177;93,2;93,2;93,2;93,2;6,8;
Hammarö;1761;Värmlands län;17;Kommunal;Samtliga;177;93,2;93,2;93,2;93,2;6,8;
Haninge;0136;Stockholms län;01;Samtliga;Samtliga;897;83,6;81,2;78,7;78,5;16,4;
Haninge;0136;Stockholms län;01;Kommunal;Samtliga;742;83,0;80,1;77,8;77,5;17,0;
Haninge;0136;Stockholms län;01;Enskild;Samtliga;155;86,5;86,5;83,2;83,2;13,5;
Haparanda;2583;Norrbottens län;25;Samtliga;Samtliga;110;80,9;80,0;77,3;77,3;19,1;
Haparanda;2583;Norrbottens län;25;Kommunal;Samtliga;110;80,9;80,0;77,3;77,3;19,1;
Heby;0331;Uppsala län;03;Samtliga;Samtliga;141;83,7;80,1;78,0;69,5;16,3;
Heby;0331;Uppsala län;03;Kommunal;Samtliga;141;83,7;80,1;78,0;69,5;16,3;
Hedemora;2083;Dalarnas län;20;Samtliga;Samtliga;193;81,9;80,8;74,6;76,2;18,1;
Hedemora;2083;Dalarnas län;20;Kommunal;Samtliga;141;78,0;77,3;68,8;75,2;22,0;
Hedemora;2083;Dalarnas län;20;Enskild;Samtliga;52;~100;90,4;90,4;78,8;..;
Helsingborg;1283;Skåne län;12;Samtliga;Samtliga;1 562;84,1;83,4;82,1;81,7;15,9;
Helsingborg;1283;Skåne län;12;Kommunal;Samtliga;1 079;81,6;80,8;79,1;78,3;18,4;
Helsingborg;1283;Skåne län;12;Enskild;Samtliga;483;89,4;89,0;88,6;88,8;10,6;
Herrljunga;1466;Västra Götalands län;14;Samtliga;Samtliga;120;78,3;77,5;75,8;76,7;21,7;
Herrljunga;1466;Västra Götalands län;14;Kommunal;Samtliga;120;78,3;77,5;75,8;76,7;21,7;
Hjo;1497;Västra Götalands län;14;Samtliga;Samtliga;104;81,7;81,7;81,7;77,9;18,3;
Hjo;1497;Västra Götalands län;14;Kommunal;Samtliga;104;81,7;81,7;81,7;77,9;18,3;
Hofors;2104;Gävleborgs län;21;Samtliga;Samtliga;68;83,8;83,8;83,8;80,9;16,2;
Hofors;2104;Gävleborgs län;21;Kommunal;Samtliga;68;83,8;83,8;83,8;80,9;16,2;
Huddinge;0126;Stockholms län;01;Samtliga;Samtliga;1 261;90,0;89,9;88,6;88,3;10,0;
Huddinge;0126;Stockholms län;01;Kommunal;Samtliga;1 012;87,8;87,7;86,4;85,9;12,2;
Huddinge;0126;Stockholms län;01;Enskild;Samtliga;249;~100;~100;97,6;98,0;..;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Samtliga;477;82,6;82,4;81,1;78,6;17,4;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Samtliga;390;82,1;81,8;80,5;78,2;17,9;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Samtliga;87;85,1;85,1;83,9;80,5;14,9;
Hultsfred;0860;Kalmar län;08;Samtliga;Samtliga;178;69,7;69,7;68,0;69,1;30,3;
Hultsfred;0860;Kalmar län;08;Kommunal;Samtliga;153;66,0;66,0;64,1;66,0;34,0;
Hultsfred;0860;Kalmar län;08;Enskild;Samtliga;25;~100;~100;~100;~100;..;
Hylte;1315;Hallands län;13;Samtliga;Samtliga;166;72,9;68,7;68,7;65,7;27,1;
Hylte;1315;Hallands län;13;Kommunal;Samtliga;156;71,2;66,7;66,7;63,5;28,8;
Hylte;1315;Hallands län;13;Enskild;Samtliga;10;100,0;100,0;100,0;100,0;.;
Håbo;0305;Uppsala län;03;Samtliga;Samtliga;279;89,6;88,5;87,1;87,1;10,4;
Håbo;0305;Uppsala län;03;Kommunal;Samtliga;229;87,8;86,5;84,7;85,2;12,2;
Håbo;0305;Uppsala län;03;Enskild;Samtliga;50;~100;~100;~100;~100;..;
Hällefors;1863;Örebro län;18;Samtliga;Samtliga;71;76,1;76,1;76,1;73,2;23,9;
Hällefors;1863;Örebro län;18;Kommunal;Samtliga;71;76,1;76,1;76,1;73,2;23,9;
Härjedalen;2361;Jämtlands län;23;Samtliga;Samtliga;110;89,1;87,3;85,5;84,5;10,9;
Härjedalen;2361;Jämtlands län;23;Kommunal;Samtliga;110;89,1;87,3;85,5;84,5;10,9;
Härnösand;2280;Västernorrlands län;22;Samtliga;Samtliga;317;83,6;82,3;79,8;77,3;16,4;
Härnösand;2280;Västernorrlands län;22;Kommunal;Samtliga;307;83,1;81,8;79,2;76,5;16,9;
Härnösand;2280;Västernorrlands län;22;Enskild;Samtliga;10;100,0;100,0;100,0;100,0;.;
Härryda;1401;Västra Götalands län;14;Samtliga;Samtliga;467;92,9;91,4;90,6;88,9;7,1;
Härryda;1401;Västra Götalands län;14;Kommunal;Samtliga;398;92,2;90,7;89,7;87,7;7,8;
Härryda;1401;Västra Götalands län;14;Enskild;Samtliga;69;~100;~100;~100;~100;..;
Hässleholm;1293;Skåne län;12;Samtliga;Samtliga;665;75,2;74,3;73,1;71,3;24,8;
Hässleholm;1293;Skåne län;12;Kommunal;Samtliga;577;73,3;72,3;70,9;69,2;26,7;
Hässleholm;1293;Skåne län;12;Enskild;Samtliga;88;87,5;87,5;87,5;85,2;12,5;
Höganäs;1284;Skåne län;12;Samtliga;Samtliga;289;93,4;93,4;93,1;90,7;6,6;
Höganäs;1284;Skåne län;12;Kommunal;Samtliga;275;93,5;93,5;93,1;90,5;6,5;
Höganäs;1284;Skåne län;12;Enskild;Samtliga;14;~100;~100;~100;~100;..;
Högsby;0821;Kalmar län;08;Samtliga;Samtliga;60;70,0;70,0;68,3;70,0;30,0;
Högsby;0821;Kalmar län;08;Kommunal;Samtliga;60;70,0;70,0;68,3;70,0;30,0;
Hörby;1266;Skåne län;12;Samtliga;Samtliga;178;83,7;80,9;77,5;78,7;16,3;
Hörby;1266;Skåne län;12;Kommunal;Samtliga;154;82,5;79,2;75,3;77,3;17,5;
Hörby;1266;Skåne län;12;Enskild;Samtliga;24;~100;~100;~100;~100;..;
Höör;1267;Skåne län;12;Samtliga;Samtliga;171;80,7;80,1;79,5;76,0;19,3;
Höör;1267;Skåne län;12;Kommunal;Samtliga;149;80,5;79,9;79,2;77,2;19,5;
Höör;1267;Skåne län;12;Enskild;Samtliga;22;~100;~100;~100;68,2;..;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Samtliga;44;~100;~100;88,6;75,0;..;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Samtliga;36;~100;~100;~100;75,0;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;Samtliga;..;..;..;..;..;..;
Järfälla;0123;Stockholms län;01;Samtliga;Samtliga;868;85,6;84,9;83,6;81,8;14,4;
Järfälla;0123;Stockholms län;01;Kommunal;Samtliga;698;83,0;82,1;80,8;78,4;17,0;
Järfälla;0123;Stockholms län;01;Enskild;Samtliga;170;96,5;96,5;95,3;95,9;..;
Jönköping;0680;Jönköpings län;06;Samtliga;Samtliga;1 521;86,9;86,5;85,1;84,4;13,1;
Jönköping;0680;Jönköpings län;06;Kommunal;Samtliga;1 178;86,6;86,2;85,1;84,0;13,4;
Jönköping;0680;Jönköpings län;06;Enskild;Samtliga;343;88,0;87,5;85,1;85,7;12,0;
Kalix;2514;Norrbottens län;25;Samtliga;Samtliga;155;84,5;84,5;83,9;83,2;15,5;
Kalix;2514;Norrbottens län;25;Kommunal;Samtliga;143;85,3;85,3;84,6;83,9;14,7;
Kalix;2514;Norrbottens län;25;Enskild;Samtliga;12;..;..;..;..;..;
Kalmar;0880;Kalmar län;08;Samtliga;Samtliga;684;87,7;86,4;85,5;85,2;12,3;
Kalmar;0880;Kalmar län;08;Kommunal;Samtliga;547;88,1;86,5;85,4;85,2;11,9;
Kalmar;0880;Kalmar län;08;Enskild;Samtliga;137;86,1;86,1;86,1;85,4;13,9;
Karlsborg;1446;Västra Götalands län;14;Samtliga;Samtliga;69;~100;92,8;89,9;91,3;..;
Karlsborg;1446;Västra Götalands län;14;Kommunal;Samtliga;69;~100;92,8;89,9;91,3;..;
Karlshamn;1082;Blekinge län;10;Samtliga;Samtliga;320;75,0;74,4;73,1;72,5;25,0;
Karlshamn;1082;Blekinge län;10;Kommunal;Samtliga;280;71,8;71,4;70,0;69,3;28,2;
Karlshamn;1082;Blekinge län;10;Enskild;Samtliga;40;~100;~100;~100;~100;..;
Karlskoga;1883;Örebro län;18;Samtliga;Samtliga;349;74,5;73,4;71,6;70,8;25,5;
Karlskoga;1883;Örebro län;18;Kommunal;Samtliga;349;74,5;73,4;71,6;70,8;25,5;
Karlskrona;1080;Blekinge län;10;Samtliga;Samtliga;799;80,0;78,2;77,8;76,6;20,0;
Karlskrona;1080;Blekinge län;10;Kommunal;Samtliga;577;76,6;75,2;74,9;73,5;23,4;
Karlskrona;1080;Blekinge län;10;Enskild;Samtliga;222;88,7;86,0;85,6;84,7;11,3;
Karlstad;1780;Värmlands län;17;Samtliga;Samtliga;837;88,2;87,7;86,4;86,3;11,8;
Karlstad;1780;Värmlands län;17;Kommunal;Samtliga;698;86,0;85,4;84,4;83,8;14,0;
Karlstad;1780;Värmlands län;17;Enskild;Samtliga;139;~100;~100;96,4;~100;..;
Katrineholm;0483;Södermanlands län;04;Samtliga;Samtliga;425;82,6;82,1;80,5;78,8;17,4;
Katrineholm;0483;Södermanlands län;04;Kommunal;Samtliga;354;81,6;81,4;79,7;77,7;18,4;
Katrineholm;0483;Södermanlands län;04;Enskild;Samtliga;71;87,3;85,9;84,5;84,5;..;
Kil;1715;Värmlands län;17;Samtliga;Samtliga;102;78,4;77,5;71,6;68,6;21,6;
Kil;1715;Värmlands län;17;Kommunal;Samtliga;102;78,4;77,5;71,6;68,6;21,6;
Kinda;0513;Östergötlands län;05;Samtliga;Samtliga;103;83,5;82,5;78,6;81,6;16,5;
Kinda;0513;Östergötlands län;05;Kommunal;Samtliga;103;83,5;82,5;78,6;81,6;16,5;
Kiruna;2584;Norrbottens län;25;Samtliga;Samtliga;255;80,8;79,6;78,0;78,0;19,2;
Kiruna;2584;Norrbottens län;25;Kommunal;Samtliga;233;79,0;77,7;76,0;76,4;21,0;
