Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2017/18

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel elever (%) behöriga till yrkesprogram;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;Andel elever (%) ej behöriga;
Kiruna;2584;Norrbottens län;25;Enskild;Samtliga;22;100,0;100,0;100,0;~100;.;
Klippan;1276;Skåne län;12;Samtliga;Samtliga;177;68,9;67,8;66,7;66,7;31,1;
Klippan;1276;Skåne län;12;Kommunal;Samtliga;155;67,7;66,5;65,2;65,8;32,3;
Klippan;1276;Skåne län;12;Enskild;Samtliga;22;77,3;77,3;77,3;72,7;..;
Knivsta;0330;Uppsala län;03;Samtliga;Samtliga;219;87,7;86,8;83,6;84,0;12,3;
Knivsta;0330;Uppsala län;03;Kommunal;Samtliga;200;87,0;86,0;83,0;83,0;13,0;
Knivsta;0330;Uppsala län;03;Enskild;Samtliga;19;~100;~100;~100;~100;..;
Kramfors;2282;Västernorrlands län;22;Samtliga;Samtliga;177;79,7;78,0;76,8;77,4;20,3;
Kramfors;2282;Västernorrlands län;22;Kommunal;Samtliga;177;79,7;78,0;76,8;77,4;20,3;
Kristianstad;1290;Skåne län;12;Samtliga;Samtliga;923;80,5;79,7;77,8;76,3;19,5;
Kristianstad;1290;Skåne län;12;Kommunal;Samtliga;819;80,0;79,2;77,3;75,7;20,0;
Kristianstad;1290;Skåne län;12;Enskild;Samtliga;104;84,6;83,7;81,7;80,8;15,4;
Kristinehamn;1781;Värmlands län;17;Samtliga;Samtliga;250;79,6;77,6;75,2;75,2;20,4;
Kristinehamn;1781;Värmlands län;17;Kommunal;Samtliga;250;79,6;77,6;75,2;75,2;20,4;
Krokom;2309;Jämtlands län;23;Samtliga;Samtliga;195;85,6;85,6;85,1;82,6;14,4;
Krokom;2309;Jämtlands län;23;Kommunal;Samtliga;195;85,6;85,6;85,1;82,6;14,4;
Kumla;1881;Örebro län;18;Samtliga;Samtliga;251;81,7;78,9;76,9;74,9;18,3;
Kumla;1881;Örebro län;18;Kommunal;Samtliga;251;81,7;78,9;76,9;74,9;18,3;
Kungsbacka;1384;Hallands län;13;Samtliga;Samtliga;1 165;91,4;90,7;90,4;89,6;8,6;
Kungsbacka;1384;Hallands län;13;Kommunal;Samtliga;1 054;90,6;89,9;89,7;88,9;9,4;
Kungsbacka;1384;Hallands län;13;Enskild;Samtliga;111;~100;~100;~100;~100;..;
Kungsör;1960;Västmanlands län;19;Samtliga;Samtliga;98;72,4;71,4;68,4;66,3;27,6;
Kungsör;1960;Västmanlands län;19;Kommunal;Samtliga;98;72,4;71,4;68,4;66,3;27,6;
Kungälv;1482;Västra Götalands län;14;Samtliga;Samtliga;474;91,1;90,3;89,2;88,6;8,9;
Kungälv;1482;Västra Götalands län;14;Kommunal;Samtliga;377;90,7;89,9;88,6;87,8;9,3;
Kungälv;1482;Västra Götalands län;14;Enskild;Samtliga;97;92,8;91,8;91,8;91,8;..;
Kävlinge;1261;Skåne län;12;Samtliga;Samtliga;392;95,2;94,4;93,4;92,1;4,8;
Kävlinge;1261;Skåne län;12;Kommunal;Samtliga;320;94,7;94,1;93,8;91,3;5,3;
Kävlinge;1261;Skåne län;12;Enskild;Samtliga;72;~100;~100;91,7;~100;..;
Köping;1983;Västmanlands län;19;Samtliga;Samtliga;299;84,3;82,3;76,3;72,6;15,7;
Köping;1983;Västmanlands län;19;Kommunal;Samtliga;299;84,3;82,3;76,3;72,6;15,7;
Laholm;1381;Hallands län;13;Samtliga;Samtliga;295;83,7;82,0;79,3;79,3;16,3;
Laholm;1381;Hallands län;13;Kommunal;Samtliga;295;83,7;82,0;79,3;79,3;16,3;
Landskrona;1282;Skåne län;12;Samtliga;Samtliga;521;83,9;83,5;81,4;82,1;16,1;
Landskrona;1282;Skåne län;12;Kommunal;Samtliga;381;81,9;81,4;79,3;79,5;18,1;
Landskrona;1282;Skåne län;12;Enskild;Samtliga;140;89,3;89,3;87,1;89,3;10,7;
Laxå;1860;Örebro län;18;Samtliga;Samtliga;71;57,7;57,7;57,7;57,7;42,3;
Laxå;1860;Örebro län;18;Kommunal;Samtliga;71;57,7;57,7;57,7;57,7;42,3;
Lekeberg;1814;Örebro län;18;Samtliga;Samtliga;94;83,0;81,9;79,8;81,9;17,0;
Lekeberg;1814;Örebro län;18;Kommunal;Samtliga;94;83,0;81,9;79,8;81,9;17,0;
Leksand;2029;Dalarnas län;20;Samtliga;Samtliga;157;78,3;78,3;76,4;77,7;21,7;
Leksand;2029;Dalarnas län;20;Kommunal;Samtliga;148;79,1;79,1;77,0;78,4;20,9;
Leksand;2029;Dalarnas län;20;Enskild;Samtliga;..;..;..;..;..;..;
Lerum;1441;Västra Götalands län;14;Samtliga;Samtliga;564;89,7;88,8;87,4;86,3;10,3;
Lerum;1441;Västra Götalands län;14;Kommunal;Samtliga;536;89,2;88,2;86,8;85,6;10,8;
Lerum;1441;Västra Götalands län;14;Enskild;Samtliga;28;100,0;100,0;100,0;100,0;.;
Lessebo;0761;Kronobergs län;07;Samtliga;Samtliga;113;60,2;60,2;60,2;57,5;39,8;
Lessebo;0761;Kronobergs län;07;Kommunal;Samtliga;113;60,2;60,2;60,2;57,5;39,8;
Lidingö;0186;Stockholms län;01;Samtliga;Samtliga;603;94,5;94,0;93,5;93,2;5,5;
Lidingö;0186;Stockholms län;01;Kommunal;Samtliga;463;93,7;93,1;92,7;92,4;6,3;
Lidingö;0186;Stockholms län;01;Enskild;Samtliga;140;~100;~100;96,4;95,7;..;
Lidköping;1494;Västra Götalands län;14;Samtliga;Samtliga;417;85,4;83,9;81,8;80,6;14,6;
Lidköping;1494;Västra Götalands län;14;Kommunal;Samtliga;381;84,3;82,7;80,3;79,0;15,7;
Lidköping;1494;Västra Götalands län;14;Enskild;Samtliga;36;~100;~100;~100;~100;..;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;Samtliga;117;80,3;77,8;76,9;72,6;19,7;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;Samtliga;103;80,6;77,7;76,7;72,8;19,4;
Lilla Edet;1462;Västra Götalands län;14;Enskild;Samtliga;14;~100;~100;~100;~100;..;
Lindesberg;1885;Örebro län;18;Samtliga;Samtliga;248;72,6;72,2;71,0;69,0;27,4;
Lindesberg;1885;Örebro län;18;Kommunal;Samtliga;248;72,6;72,2;71,0;69,0;27,4;
Linköping;0580;Östergötlands län;05;Samtliga;Samtliga;1 740;84,3;83,7;82,9;79,7;15,7;
Linköping;0580;Östergötlands län;05;Kommunal;Samtliga;1 254;80,9;80,3;79,4;75,8;19,1;
Linköping;0580;Östergötlands län;05;Enskild;Samtliga;486;93,2;92,6;91,8;89,7;6,8;
Ljungby;0781;Kronobergs län;07;Samtliga;Samtliga;328;78,0;77,7;77,1;75,0;22,0;
Ljungby;0781;Kronobergs län;07;Kommunal;Samtliga;310;77,4;77,1;76,5;74,2;22,6;
Ljungby;0781;Kronobergs län;07;Enskild;Samtliga;18;~100;~100;~100;~100;..;
Ljusdal;2161;Gävleborgs län;21;Samtliga;Samtliga;217;77,9;77,9;76,0;76,5;22,1;
Ljusdal;2161;Gävleborgs län;21;Kommunal;Samtliga;182;75,8;75,8;73,6;74,7;24,2;
Ljusdal;2161;Gävleborgs län;21;Enskild;Samtliga;35;~100;~100;~100;85,7;..;
Ljusnarsberg;1864;Örebro län;18;Samtliga;Samtliga;44;77,3;65,9;63,6;61,4;22,7;
Ljusnarsberg;1864;Örebro län;18;Kommunal;Samtliga;44;77,3;65,9;63,6;61,4;22,7;
Lomma;1262;Skåne län;12;Samtliga;Samtliga;313;91,7;91,1;90,4;90,1;8,3;
Lomma;1262;Skåne län;12;Kommunal;Samtliga;296;91,2;90,9;90,2;89,9;8,8;
Lomma;1262;Skåne län;12;Enskild;Samtliga;17;100,0;~100;~100;~100;.;
Ludvika;2085;Dalarnas län;20;Samtliga;Samtliga;302;82,1;79,8;76,2;74,2;17,9;
Ludvika;2085;Dalarnas län;20;Kommunal;Samtliga;302;82,1;79,8;76,2;74,2;17,9;
Luleå;2580;Norrbottens län;25;Samtliga;Samtliga;755;87,3;86,9;86,0;84,8;12,7;
Luleå;2580;Norrbottens län;25;Kommunal;Samtliga;645;86,5;86,0;85,0;84,2;13,5;
Luleå;2580;Norrbottens län;25;Enskild;Samtliga;110;91,8;91,8;91,8;88,2;..;
Lund;1281;Skåne län;12;Samtliga;Samtliga;1 521;90,6;90,3;89,8;88,6;9,4;
Lund;1281;Skåne län;12;Kommunal;Samtliga;1 174;89,5;89,0;88,5;87,0;10,5;
Lund;1281;Skåne län;12;Enskild;Samtliga;347;94,5;94,5;93,9;93,7;5,5;
Lycksele;2481;Västerbottens län;24;Samtliga;Samtliga;132;82,6;82,6;81,8;80,3;17,4;
Lycksele;2481;Västerbottens län;24;Kommunal;Samtliga;132;82,6;82,6;81,8;80,3;17,4;
Lysekil;1484;Västra Götalands län;14;Samtliga;Samtliga;145;82,8;81,4;81,4;77,2;17,2;
Lysekil;1484;Västra Götalands län;14;Kommunal;Samtliga;145;82,8;81,4;81,4;77,2;17,2;
Malmö;1280;Skåne län;12;Samtliga;Samtliga;2 847;78,7;78,0;76,5;76,3;21,3;
Malmö;1280;Skåne län;12;Kommunal;Samtliga;2 330;75,8;75,2;73,8;73,6;24,2;
Malmö;1280;Skåne län;12;Enskild;Samtliga;517;91,9;91,1;88,4;88,4;8,1;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;Samtliga;93;89,2;89,2;87,1;87,1;10,8;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;Samtliga;93;89,2;89,2;87,1;87,1;10,8;
Malå;2418;Västerbottens län;24;Samtliga;Samtliga;44;~100;~100;81,8;~100;..;
Malå;2418;Västerbottens län;24;Kommunal;Samtliga;44;~100;~100;81,8;~100;..;
Mariestad;1493;Västra Götalands län;14;Samtliga;Samtliga;278;91,0;89,2;88,5;86,3;9,0;
Mariestad;1493;Västra Götalands län;14;Kommunal;Samtliga;220;89,1;87,3;86,4;84,1;10,9;
Mariestad;1493;Västra Götalands län;14;Enskild;Samtliga;58;~100;~100;~100;~100;..;
Mark;1463;Västra Götalands län;14;Samtliga;Samtliga;397;77,3;76,3;74,8;74,6;22,7;
Mark;1463;Västra Götalands län;14;Kommunal;Samtliga;371;77,1;76,5;74,9;74,7;22,9;
Mark;1463;Västra Götalands län;14;Enskild;Samtliga;26;80,8;73,1;73,1;73,1;..;
Markaryd;0767;Kronobergs län;07;Samtliga;Samtliga;93;78,5;78,5;77,4;78,5;21,5;
Markaryd;0767;Kronobergs län;07;Kommunal;Samtliga;93;78,5;78,5;77,4;78,5;21,5;
Mellerud;1461;Västra Götalands län;14;Samtliga;Samtliga;105;86,7;80,0;80,0;67,6;13,3;
Mellerud;1461;Västra Götalands län;14;Kommunal;Samtliga;105;86,7;80,0;80,0;67,6;13,3;
Mjölby;0586;Östergötlands län;05;Samtliga;Samtliga;285;83,9;82,5;80,7;82,1;16,1;
Mjölby;0586;Östergötlands län;05;Kommunal;Samtliga;285;83,9;82,5;80,7;82,1;16,1;
Mora;2062;Dalarnas län;20;Samtliga;Samtliga;196;81,1;80,6;80,6;80,1;18,9;
Mora;2062;Dalarnas län;20;Kommunal;Samtliga;196;81,1;80,6;80,6;80,1;18,9;
Motala;0583;Östergötlands län;05;Samtliga;Samtliga;523;84,5;83,7;82,0;79,2;15,5;
Motala;0583;Östergötlands län;05;Kommunal;Samtliga;435;83,2;82,5;81,1;77,9;16,8;
Motala;0583;Östergötlands län;05;Enskild;Samtliga;88;90,9;89,8;86,4;85,2;..;
Mullsjö;0642;Jönköpings län;06;Samtliga;Samtliga;88;93,2;93,2;93,2;90,9;..;
Mullsjö;0642;Jönköpings län;06;Kommunal;Samtliga;88;93,2;93,2;93,2;90,9;..;
Munkedal;1430;Västra Götalands län;14;Samtliga;Samtliga;112;79,5;74,1;68,8;67,9;20,5;
Munkedal;1430;Västra Götalands län;14;Kommunal;Samtliga;112;79,5;74,1;68,8;67,9;20,5;
Munkfors;1762;Värmlands län;17;Samtliga;Samtliga;35;82,9;82,9;82,9;80,0;..;
Munkfors;1762;Värmlands län;17;Kommunal;Samtliga;35;82,9;82,9;82,9;80,0;..;
Mölndal;1481;Västra Götalands län;14;Samtliga;Samtliga;677;87,4;86,9;86,0;84,5;12,6;
Mölndal;1481;Västra Götalands län;14;Kommunal;Samtliga;598;87,1;86,5;85,6;84,1;12,9;
Mölndal;1481;Västra Götalands län;14;Enskild;Samtliga;79;89,9;89,9;88,6;87,3;..;
Mönsterås;0861;Kalmar län;08;Samtliga;Samtliga;133;77,4;77,4;75,9;75,9;22,6;
Mönsterås;0861;Kalmar län;08;Kommunal;Samtliga;133;77,4;77,4;75,9;75,9;22,6;
Mörbylånga;0840;Kalmar län;08;Samtliga;Samtliga;162;93,8;93,8;93,8;93,2;6,2;
Mörbylånga;0840;Kalmar län;08;Kommunal;Samtliga;106;90,6;90,6;90,6;89,6;9,4;
Mörbylånga;0840;Kalmar län;08;Enskild;Samtliga;56;100,0;100,0;100,0;100,0;.;
Nacka;0182;Stockholms län;01;Samtliga;Samtliga;1 408;95,0;94,5;93,8;93,6;5,0;
Nacka;0182;Stockholms län;01;Kommunal;Samtliga;949;95,0;94,5;93,9;93,6;5,0;
Nacka;0182;Stockholms län;01;Enskild;Samtliga;459;95,0;94,3;93,5;93,7;5,0;
Nora;1884;Örebro län;18;Samtliga;Samtliga;116;85,3;82,8;82,8;81,0;14,7;
Nora;1884;Örebro län;18;Kommunal;Samtliga;116;85,3;82,8;82,8;81,0;14,7;
Norberg;1962;Västmanlands län;19;Samtliga;Samtliga;65;70,8;70,8;70,8;70,8;29,2;
Norberg;1962;Västmanlands län;19;Kommunal;Samtliga;65;70,8;70,8;70,8;70,8;29,2;
Nordanstig;2132;Gävleborgs län;21;Samtliga;Samtliga;78;82,1;80,8;79,5;79,5;17,9;
Nordanstig;2132;Gävleborgs län;21;Kommunal;Samtliga;73;86,3;84,9;83,6;83,6;13,7;
Nordanstig;2132;Gävleborgs län;21;Enskild;Samtliga;..;..;..;..;..;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;Samtliga;71;90,1;90,1;90,1;90,1;..;
Nordmaling;2401;Västerbottens län;24;Kommunal;Samtliga;71;90,1;90,1;90,1;90,1;..;
Norrköping;0581;Östergötlands län;05;Samtliga;Samtliga;1 556;81,9;81,0;79,0;78,8;18,1;
Norrköping;0581;Östergötlands län;05;Kommunal;Samtliga;1 105;77,6;76,7;75,1;74,6;22,4;
Norrköping;0581;Östergötlands län;05;Enskild;Samtliga;451;92,5;91,8;88,5;89,1;7,5;
Norrtälje;0188;Stockholms län;01;Samtliga;Samtliga;647;85,2;83,6;81,5;83,3;14,8;
Norrtälje;0188;Stockholms län;01;Kommunal;Samtliga;530;84,3;82,8;80,8;82,5;15,7;
Norrtälje;0188;Stockholms län;01;Enskild;Samtliga;117;88,9;87,2;84,6;87,2;11,1;
Norsjö;2417;Västerbottens län;24;Samtliga;Samtliga;50;~100;~100;~100;~100;..;
Norsjö;2417;Västerbottens län;24;Kommunal;Samtliga;50;~100;~100;~100;~100;..;
Nybro;0881;Kalmar län;08;Samtliga;Samtliga;215;75,3;75,3;73,5;71,6;24,7;
Nybro;0881;Kalmar län;08;Kommunal;Samtliga;215;75,3;75,3;73,5;71,6;24,7;
Nykvarn;0140;Stockholms län;01;Samtliga;Samtliga;163;95,7;95,7;93,9;95,1;..;
Nykvarn;0140;Stockholms län;01;Kommunal;Samtliga;163;95,7;95,7;93,9;95,1;..;
Nyköping;0480;Södermanlands län;04;Samtliga;Samtliga;621;82,4;80,7;77,5;79,4;17,6;
Nyköping;0480;Södermanlands län;04;Kommunal;Samtliga;420;80,5;78,3;73,8;76,9;19,5;
Nyköping;0480;Södermanlands län;04;Enskild;Samtliga;201;86,6;85,6;85,1;84,6;13,4;
Nynäshamn;0192;Stockholms län;01;Samtliga;Samtliga;268;84,0;82,1;79,5;80,6;16,0;
Nynäshamn;0192;Stockholms län;01;Kommunal;Samtliga;268;84,0;82,1;79,5;80,6;16,0;
Nässjö;0682;Jönköpings län;06;Samtliga;Samtliga;356;81,5;80,6;79,5;75,6;18,5;
Nässjö;0682;Jönköpings län;06;Kommunal;Samtliga;356;81,5;80,6;79,5;75,6;18,5;
Ockelbo;2101;Gävleborgs län;21;Samtliga;Samtliga;43;79,1;79,1;79,1;79,1;..;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Samtliga;43;79,1;79,1;79,1;79,1;..;
Olofström;1060;Blekinge län;10;Samtliga;Samtliga;125;85,6;83,2;82,4;76,0;14,4;
Olofström;1060;Blekinge län;10;Kommunal;Samtliga;125;85,6;83,2;82,4;76,0;14,4;
Orsa;2034;Dalarnas län;20;Samtliga;Samtliga;83;71,1;69,9;67,5;65,1;28,9;
Orsa;2034;Dalarnas län;20;Kommunal;Samtliga;83;71,1;69,9;67,5;65,1;28,9;
Orust;1421;Västra Götalands län;14;Samtliga;Samtliga;163;78,5;76,7;74,8;76,1;21,5;
Orust;1421;Västra Götalands län;14;Kommunal;Samtliga;155;78,1;76,1;74,2;75,5;21,9;
Orust;1421;Västra Götalands län;14;Enskild;Samtliga;..;..;..;..;..;..;
Osby;1273;Skåne län;12;Samtliga;Samtliga;143;78,3;78,3;78,3;74,8;21,7;
Osby;1273;Skåne län;12;Kommunal;Samtliga;143;78,3;78,3;78,3;74,8;21,7;
Oskarshamn;0882;Kalmar län;08;Samtliga;Samtliga;347;87,6;87,6;87,3;84,1;12,4;
Oskarshamn;0882;Kalmar län;08;Kommunal;Samtliga;347;87,6;87,6;87,3;84,1;12,4;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Samtliga;115;79,1;78,3;75,7;69,6;20,9;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Samtliga;115;79,1;78,3;75,7;69,6;20,9;
Oxelösund;0481;Södermanlands län;04;Samtliga;Samtliga;85;81,2;78,8;76,5;75,3;18,8;
Oxelösund;0481;Södermanlands län;04;Kommunal;Samtliga;85;81,2;78,8;76,5;75,3;18,8;
Pajala;2521;Norrbottens län;25;Samtliga;Samtliga;68;76,5;76,5;73,5;75,0;23,5;
Pajala;2521;Norrbottens län;25;Kommunal;Samtliga;60;73,3;73,3;70,0;71,7;26,7;
Pajala;2521;Norrbottens län;25;Enskild;Samtliga;..;..;..;..;..;.;
Partille;1402;Västra Götalands län;14;Samtliga;Samtliga;474;86,5;85,0;84,0;81,6;13,5;
Partille;1402;Västra Götalands län;14;Kommunal;Samtliga;454;85,9;84,4;83,3;80,8;14,1;
Partille;1402;Västra Götalands län;14;Enskild;Samtliga;20;100,0;100,0;100,0;100,0;.;
Perstorp;1275;Skåne län;12;Samtliga;Samtliga;85;83,5;82,4;81,2;78,8;16,5;
Perstorp;1275;Skåne län;12;Kommunal;Samtliga;85;83,5;82,4;81,2;78,8;16,5;
Piteå;2581;Norrbottens län;25;Samtliga;Samtliga;451;90,7;90,2;89,6;86,3;9,3;
Piteå;2581;Norrbottens län;25;Kommunal;Samtliga;451;90,7;90,2;89,6;86,3;9,3;
Ragunda;2303;Jämtlands län;23;Samtliga;Samtliga;73;78,1;76,7;67,1;76,7;21,9;
Ragunda;2303;Jämtlands län;23;Kommunal;Samtliga;73;78,1;76,7;67,1;76,7;21,9;
Robertsfors;2409;Västerbottens län;24;Samtliga;Samtliga;71;87,3;87,3;87,3;83,1;..;
Robertsfors;2409;Västerbottens län;24;Kommunal;Samtliga;71;87,3;87,3;87,3;83,1;..;
Ronneby;1081;Blekinge län;10;Samtliga;Samtliga;332;79,2;78,3;77,7;77,1;20,8;
Ronneby;1081;Blekinge län;10;Kommunal;Samtliga;287;78,4;77,4;77,0;76,0;21,6;
Ronneby;1081;Blekinge län;10;Enskild;Samtliga;45;84,4;84,4;82,2;84,4;..;
Rättvik;2031;Dalarnas län;20;Samtliga;Samtliga;135;88,9;85,9;83,7;78,5;11,1;
Rättvik;2031;Dalarnas län;20;Kommunal;Samtliga;135;88,9;85,9;83,7;78,5;11,1;
Sala;1981;Västmanlands län;19;Samtliga;Samtliga;231;87,0;85,3;84,4;83,5;13,0;
Sala;1981;Västmanlands län;19;Kommunal;Samtliga;231;87,0;85,3;84,4;83,5;13,0;
Salem;0128;Stockholms län;01;Samtliga;Samtliga;224;92,4;92,4;92,0;90,6;7,6;
Salem;0128;Stockholms län;01;Kommunal;Samtliga;198;92,4;92,4;91,9;90,9;7,6;
Salem;0128;Stockholms län;01;Enskild;Samtliga;26;~100;~100;~100;~100;..;
Sandviken;2181;Gävleborgs län;21;Samtliga;Samtliga;431;78,2;76,8;72,6;74,2;21,8;
Sandviken;2181;Gävleborgs län;21;Kommunal;Samtliga;409;77,5;76,0;71,9;73,6;22,5;
Sandviken;2181;Gävleborgs län;21;Enskild;Samtliga;22;~100;~100;~100;~100;..;
Sigtuna;0191;Stockholms län;01;Samtliga;Samtliga;574;88,2;87,0;86,6;86,4;11,8;
Sigtuna;0191;Stockholms län;01;Kommunal;Samtliga;373;85,0;83,6;83,1;82,8;15,0;
Sigtuna;0191;Stockholms län;01;Enskild;Samtliga;201;~100;96,3;96,3;96,3;..;
Simrishamn;1291;Skåne län;12;Samtliga;Samtliga;220;76,8;75,9;75,5;71,8;23,2;
Simrishamn;1291;Skåne län;12;Kommunal;Samtliga;170;74,7;74,1;73,5;69,4;25,3;
Simrishamn;1291;Skåne län;12;Enskild;Samtliga;50;84,0;82,0;82,0;80,0;..;
Sjöbo;1265;Skåne län;12;Samtliga;Samtliga;170;82,9;81,8;80,0;80,6;17,1;
Sjöbo;1265;Skåne län;12;Kommunal;Samtliga;166;83,7;82,5;80,7;81,3;16,3;
Sjöbo;1265;Skåne län;12;Enskild;Samtliga;..;..;..;..;..;..;
Skara;1495;Västra Götalands län;14;Samtliga;Samtliga;201;84,6;82,6;80,1;80,6;15,4;
Skara;1495;Västra Götalands län;14;Kommunal;Samtliga;165;83,6;81,2;78,2;78,8;16,4;
Skara;1495;Västra Götalands län;14;Enskild;Samtliga;36;~100;~100;~100;~100;..;
Skellefteå;2482;Västerbottens län;24;Samtliga;Samtliga;854;82,9;82,3;80,8;81,1;17,1;
Skellefteå;2482;Västerbottens län;24;Kommunal;Samtliga;830;82,7;82,0;80,5;80,8;17,3;
Skellefteå;2482;Västerbottens län;24;Enskild;Samtliga;24;~100;~100;~100;~100;..;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;Samtliga;28;78,6;78,6;71,4;71,4;..;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;Samtliga;28;78,6;78,6;71,4;71,4;..;
Skurup;1264;Skåne län;12;Samtliga;Samtliga;176;85,8;84,1;83,0;83,0;14,2;
Skurup;1264;Skåne län;12;Kommunal;Samtliga;176;85,8;84,1;83,0;83,0;14,2;
Skövde;1496;Västra Götalands län;14;Samtliga;Samtliga;585;82,2;81,5;80,7;78,3;17,8;
Skövde;1496;Västra Götalands län;14;Kommunal;Samtliga;585;82,2;81,5;80,7;78,3;17,8;
Smedjebacken;2061;Dalarnas län;20;Samtliga;Samtliga;91;92,3;91,2;78,0;89,0;..;
Smedjebacken;2061;Dalarnas län;20;Kommunal;Samtliga;91;92,3;91,2;78,0;89,0;..;
Sollefteå;2283;Västernorrlands län;22;Samtliga;Samtliga;208;75,5;75,0;73,6;71,6;24,5;
Sollefteå;2283;Västernorrlands län;22;Kommunal;Samtliga;208;75,5;75,0;73,6;71,6;24,5;
Sollentuna;0163;Stockholms län;01;Samtliga;Samtliga;998;91,3;91,0;90,4;89,5;8,7;
Sollentuna;0163;Stockholms län;01;Kommunal;Samtliga;775;90,2;90,1;89,4;88,1;9,8;
Sollentuna;0163;Stockholms län;01;Enskild;Samtliga;223;95,1;94,2;93,7;94,2;4,9;
Solna;0184;Stockholms län;01;Samtliga;Samtliga;450;85,6;83,8;82,7;79,1;14,4;
Solna;0184;Stockholms län;01;Kommunal;Samtliga;295;83,7;82,0;80,7;78,3;16,3;
Solna;0184;Stockholms län;01;Enskild;Samtliga;155;89,0;87,1;86,5;80,6;11,0;
Sorsele;2422;Västerbottens län;24;Samtliga;Samtliga;17;..;..;..;..;..;
Sorsele;2422;Västerbottens län;24;Kommunal;Samtliga;17;..;..;..;..;..;
Sotenäs;1427;Västra Götalands län;14;Samtliga;Samtliga;76;81,6;80,3;77,6;77,6;18,4;
Sotenäs;1427;Västra Götalands län;14;Kommunal;Samtliga;76;81,6;80,3;77,6;77,6;18,4;
Staffanstorp;1230;Skåne län;12;Samtliga;Samtliga;309;83,5;82,2;81,2;79,6;16,5;
Staffanstorp;1230;Skåne län;12;Kommunal;Samtliga;309;83,5;82,2;81,2;79,6;16,5;
Stenungsund;1415;Västra Götalands län;14;Samtliga;Samtliga;326;86,2;85,0;84,4;83,4;13,8;
Stenungsund;1415;Västra Götalands län;14;Kommunal;Samtliga;308;85,4;84,4;84,1;83,1;14,6;
Stenungsund;1415;Västra Götalands län;14;Enskild;Samtliga;18;100,0;~100;~100;~100;.;
Stockholm;0180;Stockholms län;01;Samtliga;Samtliga;9 457;88,8;88,0;86,5;85,9;11,2;
Stockholm;0180;Stockholms län;01;Kommunal;Samtliga;5 791;86,9;86,0;84,8;84,3;13,1;
Stockholm;0180;Stockholms län;01;Enskild;Samtliga;3 666;92,0;91,2;89,3;88,7;8,0;
Storfors;1760;Värmlands län;17;Samtliga;Samtliga;71;~100;~100;~100;~100;..;
Storfors;1760;Värmlands län;17;Kommunal;Samtliga;50;~100;~100;~100;~100;..;
Storfors;1760;Värmlands län;17;Enskild;Samtliga;21;100,0;100,0;100,0;100,0;.;
Storuman;2421;Västerbottens län;24;Samtliga;Samtliga;52;88,5;88,5;88,5;88,5;..;
Storuman;2421;Västerbottens län;24;Kommunal;Samtliga;52;88,5;88,5;88,5;88,5;..;
Strängnäs;0486;Södermanlands län;04;Samtliga;Samtliga;432;83,6;81,9;79,6;79,6;16,4;
Strängnäs;0486;Södermanlands län;04;Kommunal;Samtliga;247;78,5;75,7;74,5;73,3;21,5;
Strängnäs;0486;Södermanlands län;04;Enskild;Samtliga;185;90,3;90,3;86,5;88,1;9,7;
Strömstad;1486;Västra Götalands län;14;Samtliga;Samtliga;131;80,2;79,4;75,6;76,3;19,8;
Strömstad;1486;Västra Götalands län;14;Kommunal;Samtliga;131;80,2;79,4;75,6;76,3;19,8;
Strömsund;2313;Jämtlands län;23;Samtliga;Samtliga;116;75,9;75,9;75,0;72,4;24,1;
Strömsund;2313;Jämtlands län;23;Kommunal;Samtliga;116;75,9;75,9;75,0;72,4;24,1;
Sundbyberg;0183;Stockholms län;01;Samtliga;Samtliga;368;81,3;80,7;77,4;75,8;18,8;
Sundbyberg;0183;Stockholms län;01;Kommunal;Samtliga;224;75,9;75,4;71,0;74,1;24,1;
Sundbyberg;0183;Stockholms län;01;Enskild;Samtliga;144;89,6;88,9;87,5;78,5;10,4;
Sundsvall;2281;Västernorrlands län;22;Samtliga;Samtliga;1 182;82,1;81,0;78,6;77,1;17,9;
Sundsvall;2281;Västernorrlands län;22;Kommunal;Samtliga;824;75,0;73,5;70,4;68,2;25,0;
